,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL,eComment URL
0,Special Concurrent Meeting of the Education Partnership Committee and the Oakland Unified School District Board of Education,11/18/2019,,5:30 PM,City Council Chamber - 3rd Floor,Meeting details,Not available,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=712238&GUID=94D9FFB1-D771-404F-8E29-E841251E5F32,,,,,,,
1,*Rules & Legislation Committee,11/7/2019,,10:45 AM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Not available,Not available,eComment,,,https://oakland.legistar.com/View.ashx?M=IC&ID=732693&GUID=A2034C72-1E24-412D-9BAC-8E18C8E43467,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=732693&GUID=A2034C72-1E24-412D-9BAC-8E18C8E43467&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=732693&GUID=A2034C72-1E24-412D-9BAC-8E18C8E43467,,,https://oakland.legistar.com/https://oakland.granicusideas.com/meetings/3779-star-rules-and-legislation-committee-on-2019-11-07-10-45-am
2,Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council,11/5/2019,,4:30 PM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Not available,Not available,eComment,,,https://oakland.legistar.com/View.ashx?M=IC&ID=726618&GUID=56726369-3125-401E-9994-FB531D748ABD,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=726618&GUID=56726369-3125-401E-9994-FB531D748ABD&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=726618&GUID=56726369-3125-401E-9994-FB531D748ABD,,,https://oakland.legistar.com/https://oakland.granicusideas.com/meetings/3780-special-concurrent-meeting-of-the-oakland-redevelopment-successor-agency-slash-city-council-on-2019-11-05-4-30-pm
3,*Special Rules and Legislation Committee,10/31/2019,,10:15 AM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Not available,Not available,eComment,,,https://oakland.legistar.com/View.ashx?M=IC&ID=726611&GUID=A7E5ACDF-285F-4E4D-9667-CD59A5BBD0CC,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=726611&GUID=A7E5ACDF-285F-4E4D-9667-CD59A5BBD0CC&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=726611&GUID=A7E5ACDF-285F-4E4D-9667-CD59A5BBD0CC,,,https://oakland.legistar.com/https://oakland.granicusideas.com/meetings/3777-star-special-rules-and-legislation-committee-on-2019-10-31-10-15-am
4,* Special Meeting of the Oakland City Council - CANCELLED,10/29/2019,,5:30 PM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=726612&GUID=B2A6B84A-5D8C-42ED-9BDE-A0A997F74427,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=726612&GUID=B2A6B84A-5D8C-42ED-9BDE-A0A997F74427&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=726612&GUID=B2A6B84A-5D8C-42ED-9BDE-A0A997F74427,,,
5,*Rules & Legislation Committee,10/24/2019,,10:45 AM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=724840&GUID=9A813140-27F6-4868-9F86-C79AA508CF2D,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=724840&GUID=9A813140-27F6-4868-9F86-C79AA508CF2D&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=724840&GUID=9A813140-27F6-4868-9F86-C79AA508CF2D,,,
6,*Public Safety Committee,10/22/2019,,6:00 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=725242&GUID=7E77721A-63F9-4359-837B-92BDF38931DC,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=725242&GUID=7E77721A-63F9-4359-837B-92BDF38931DC&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=725242&GUID=7E77721A-63F9-4359-837B-92BDF38931DC,,https://oakland.legistar.com/#,
7,*Life Enrichment Committee,10/22/2019,,4:00 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=724839&GUID=C9C175CF-0E8B-400A-9DA8-6F7E205D5544,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=724839&GUID=C9C175CF-0E8B-400A-9DA8-6F7E205D5544&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=724839&GUID=C9C175CF-0E8B-400A-9DA8-6F7E205D5544,,https://oakland.legistar.com/#,
8,*Community & Economic Development Committee,10/22/2019,,1:30 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=725241&GUID=81846683-2E6D-4C6C-84D5-45BC05C3210F,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=725241&GUID=81846683-2E6D-4C6C-84D5-45BC05C3210F&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=725241&GUID=81846683-2E6D-4C6C-84D5-45BC05C3210F,,https://oakland.legistar.com/#,
9,*Special Public Works Committee,10/22/2019,,12:00 PM,"Sgt. Mark Dunakin Room - 1st FloorCANCELLATION NOTICE 

The Special Public Works Committee has been cancelled. The next scheduled meeting will be held on November 12, 2019",Meeting details,Agenda,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=724838&GUID=889CC758-6AEC-4881-A465-B7BB3D39AF7C,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=724838&GUID=889CC758-6AEC-4881-A465-B7BB3D39AF7C&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=724838&GUID=889CC758-6AEC-4881-A465-B7BB3D39AF7C,,,
10,*Finance & Management Committee,10/22/2019,,9:30 AM,City Council Chamber - 3rd Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=725240&GUID=46FB5846-E99B-4216-8448-66496691D9D1,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=725240&GUID=46FB5846-E99B-4216-8448-66496691D9D1&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=725240&GUID=46FB5846-E99B-4216-8448-66496691D9D1,,https://oakland.legistar.com/#,
11,Special Concurrent Meeting of the Education Partnership Committee and the Oakland Unified School District Board of Education,10/21/2019,,5:30 PM,City Council Chamber - 3rd Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=712226&GUID=859A2D2B-9B56-429E-A800-5DFBD2E6D762,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=712226&GUID=859A2D2B-9B56-429E-A800-5DFBD2E6D762&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=712226&GUID=859A2D2B-9B56-429E-A800-5DFBD2E6D762,,https://oakland.legistar.com/#,
12,*Rules and Legislation Committee - CANCELLED,10/17/2019,,10:45 AM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=723696&GUID=705C01DE-10BC-41A3-AC8D-D6853DC8FCAB,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=723696&GUID=705C01DE-10BC-41A3-AC8D-D6853DC8FCAB&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=723696&GUID=705C01DE-10BC-41A3-AC8D-D6853DC8FCAB,,,
13,* Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council,10/15/2019,,5:30 PM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=723695&GUID=DB888918-354E-41F2-B60B-D5E525B69EBA,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=723695&GUID=DB888918-354E-41F2-B60B-D5E525B69EBA&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=723695&GUID=DB888918-354E-41F2-B60B-D5E525B69EBA,,https://oakland.legistar.com/#,
14,*Rules and Legislation Committee - CANCELLED,10/10/2019,,10:45 AM,"City Council Chamber, 3rd FloorTHIS MEETING HAS BEEN CANCELLED DUE TO A LACK OF QUORUM",Meeting details,Agenda,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=722562&GUID=626298CC-475E-4EF5-9B94-223C51827211,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=722562&GUID=626298CC-475E-4EF5-9B94-223C51827211&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=722562&GUID=626298CC-475E-4EF5-9B94-223C51827211,,,
15,*Public Safety Committee,10/8/2019,,6:00 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=722158&GUID=A546392E-2689-47BD-A53A-0EF3FC597975,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=722158&GUID=A546392E-2689-47BD-A53A-0EF3FC597975&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=722158&GUID=A546392E-2689-47BD-A53A-0EF3FC597975,,https://oakland.legistar.com/#,
16,*Life Enrichment Committee,10/8/2019,,4:00 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=722561&GUID=01EFF416-920D-454E-8170-047CD60B8900,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=722561&GUID=01EFF416-920D-454E-8170-047CD60B8900&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=722561&GUID=01EFF416-920D-454E-8170-047CD60B8900,https://oakland.legistar.com/View.ashx?M=M&ID=722561&GUID=01EFF416-920D-454E-8170-047CD60B8900,https://oakland.legistar.com/#,
17,*Community & Economic Development Committee,10/8/2019,,1:30 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=722157&GUID=CB76CA9D-AF81-4354-B52F-CB3BED8487D0,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=722157&GUID=CB76CA9D-AF81-4354-B52F-CB3BED8487D0&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=722157&GUID=CB76CA9D-AF81-4354-B52F-CB3BED8487D0,,https://oakland.legistar.com/#,
18,*Special Public Works Committee,10/8/2019,,12:00 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=722560&GUID=63C7EAEF-2FB7-4F0E-A7D6-B8EEB309FB42,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=722560&GUID=63C7EAEF-2FB7-4F0E-A7D6-B8EEB309FB42&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=722560&GUID=63C7EAEF-2FB7-4F0E-A7D6-B8EEB309FB42,,https://oakland.legistar.com/#,
19,*Finance & Management Committee,10/8/2019,,9:30 AM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=722156&GUID=6A04B055-60C9-4A4F-87FA-22962859A4C9,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=722156&GUID=6A04B055-60C9-4A4F-87FA-22962859A4C9&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=722156&GUID=6A04B055-60C9-4A4F-87FA-22962859A4C9,,https://oakland.legistar.com/#,
20,*Rules & Legislation Committee,10/3/2019,,10:45 AM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=721479&GUID=F2F62C65-BC6B-4188-B77F-2939441353AC,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=721479&GUID=F2F62C65-BC6B-4188-B77F-2939441353AC&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=721479&GUID=F2F62C65-BC6B-4188-B77F-2939441353AC,https://oakland.legistar.com/View.ashx?M=M&ID=721479&GUID=F2F62C65-BC6B-4188-B77F-2939441353AC,https://oakland.legistar.com/#,
21,City/Port Liaison Committee,10/2/2019,,12:00 PM,"530 Water Street, Board Room. 2nd FloorTHIS MEETING HAS BEEN CANCELLED",Meeting details,Agenda,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=723386&GUID=E8620D99-48D1-4982-8718-1126A5BB375C,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=723386&GUID=E8620D99-48D1-4982-8718-1126A5BB375C&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=723386&GUID=E8620D99-48D1-4982-8718-1126A5BB375C,,,
22,* Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council,10/1/2019,,5:30 PM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=721478&GUID=9D18A804-3940-4D54-9B38-96C9A765D820,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=721478&GUID=9D18A804-3940-4D54-9B38-96C9A765D820&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=721478&GUID=9D18A804-3940-4D54-9B38-96C9A765D820,https://oakland.legistar.com/View.ashx?M=M&ID=721478&GUID=9D18A804-3940-4D54-9B38-96C9A765D820,https://oakland.legistar.com/#,
23,*Rules & Legislation Committee,9/26/2019,,10:45 AM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=720181&GUID=396203D3-1223-4383-89BC-6E74AE281036,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=720181&GUID=396203D3-1223-4383-89BC-6E74AE281036&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=720181&GUID=396203D3-1223-4383-89BC-6E74AE281036,https://oakland.legistar.com/View.ashx?M=M&ID=720181&GUID=396203D3-1223-4383-89BC-6E74AE281036,https://oakland.legistar.com/#,
24,*Public Safety Committee,9/24/2019,,6:00 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=720178&GUID=8E196AA8-93E5-4D30-8D68-9C6E1705EDC3,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=720178&GUID=8E196AA8-93E5-4D30-8D68-9C6E1705EDC3&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=720178&GUID=8E196AA8-93E5-4D30-8D68-9C6E1705EDC3,,https://oakland.legistar.com/#,
25,*Life Enrichment Committee,9/24/2019,,4:00 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=719969&GUID=1A6FF4F8-F40A-46BD-8DB2-CBE74EFE914A,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=719969&GUID=1A6FF4F8-F40A-46BD-8DB2-CBE74EFE914A&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=719969&GUID=1A6FF4F8-F40A-46BD-8DB2-CBE74EFE914A,https://oakland.legistar.com/View.ashx?M=M&ID=719969&GUID=1A6FF4F8-F40A-46BD-8DB2-CBE74EFE914A,https://oakland.legistar.com/#,
26,*Community & Economic Development Committee,9/24/2019,,1:30 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=720179&GUID=55B5F37C-9E17-404E-A612-6E46CE324184,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=720179&GUID=55B5F37C-9E17-404E-A612-6E46CE324184&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=720179&GUID=55B5F37C-9E17-404E-A612-6E46CE324184,,https://oakland.legistar.com/#,
27,*Public Works Committee,9/24/2019,,11:30 AM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=719966&GUID=33582BAE-E072-4D87-8FCD-4A6A029DBE54,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=719966&GUID=33582BAE-E072-4D87-8FCD-4A6A029DBE54&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=719966&GUID=33582BAE-E072-4D87-8FCD-4A6A029DBE54,https://oakland.legistar.com/View.ashx?M=M&ID=719966&GUID=33582BAE-E072-4D87-8FCD-4A6A029DBE54,https://oakland.legistar.com/#,
28,*Finance & Management Committee,9/24/2019,,9:30 AM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=720180&GUID=42A1FD5A-68BE-4771-8423-E70F20D89ABB,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=720180&GUID=42A1FD5A-68BE-4771-8423-E70F20D89ABB&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=720180&GUID=42A1FD5A-68BE-4771-8423-E70F20D89ABB,,https://oakland.legistar.com/#,
29,*Rules & Legislation Committee,9/19/2019,,10:45 AM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Not available,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=719895&GUID=37C612B5-FC8B-4079-AC6D-2BB93E13151C,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=719895&GUID=37C612B5-FC8B-4079-AC6D-2BB93E13151C&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=719895&GUID=37C612B5-FC8B-4079-AC6D-2BB93E13151C,,https://oakland.legistar.com/#,
30,* Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council,9/17/2019,,5:30 PM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=718490&GUID=A4D1CB20-64EB-4E74-85F8-EE83FCF6AED3,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=718490&GUID=A4D1CB20-64EB-4E74-85F8-EE83FCF6AED3&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=718490&GUID=A4D1CB20-64EB-4E74-85F8-EE83FCF6AED3,https://oakland.legistar.com/View.ashx?M=M&ID=718490&GUID=A4D1CB20-64EB-4E74-85F8-EE83FCF6AED3,https://oakland.legistar.com/#,
31,Concurrent Meeting of the Education Partnership Committee and the Oakland Unified School District Board of Education,9/16/2019,,4:00 PM,"Sgt. Mark Dunakin Room - 1st FloorCANCELLATION NOTICE 

The Special Concurrent Meeting of the Education Partnership Committee and the Oakland Unified School District Board of Education meeting has been cancelled. The next scheduled meeting will be held on Monday October 21, 2019",Meeting details,Not available,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=712171&GUID=4C061CEB-C7DF-4461-867A-74D3BAAAE22F,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=712171&GUID=4C061CEB-C7DF-4461-867A-74D3BAAAE22F&Options=info&Search=,,,,
32,*Rules & Legislation Committee,9/12/2019,,10:45 AM,"City Council Chamber, 3rd Floor",Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=714175&GUID=F362ADB8-74FA-4FCC-8F1F-18D64EC7CA7C,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=714175&GUID=F362ADB8-74FA-4FCC-8F1F-18D64EC7CA7C&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=714175&GUID=F362ADB8-74FA-4FCC-8F1F-18D64EC7CA7C,https://oakland.legistar.com/View.ashx?M=M&ID=714175&GUID=F362ADB8-74FA-4FCC-8F1F-18D64EC7CA7C,https://oakland.legistar.com/#,
33,*Public Safety Committee,9/10/2019,,6:00 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=716014&GUID=3E50061D-0CC3-45AE-957D-20A08F96ED5F,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=716014&GUID=3E50061D-0CC3-45AE-957D-20A08F96ED5F&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=716014&GUID=3E50061D-0CC3-45AE-957D-20A08F96ED5F,https://oakland.legistar.com/View.ashx?M=M&ID=716014&GUID=3E50061D-0CC3-45AE-957D-20A08F96ED5F,https://oakland.legistar.com/#,
34,*Life Enrichment Committee,9/10/2019,,4:00 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=714173&GUID=F5478D6F-2FB3-4958-B2C0-D840315552EA,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=714173&GUID=F5478D6F-2FB3-4958-B2C0-D840315552EA&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=714173&GUID=F5478D6F-2FB3-4958-B2C0-D840315552EA,https://oakland.legistar.com/View.ashx?M=M&ID=714173&GUID=F5478D6F-2FB3-4958-B2C0-D840315552EA,https://oakland.legistar.com/#,
35,*Community & Economic Development Committee,9/10/2019,,1:30 PM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=716013&GUID=4D13847D-C182-4164-AF73-3528D9F484B3,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=716013&GUID=4D13847D-C182-4164-AF73-3528D9F484B3&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=716013&GUID=4D13847D-C182-4164-AF73-3528D9F484B3,https://oakland.legistar.com/View.ashx?M=M&ID=716013&GUID=4D13847D-C182-4164-AF73-3528D9F484B3,https://oakland.legistar.com/#,
36,*Public Works Committee,9/10/2019,,11:30 AM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=714171&GUID=E8334A69-D53A-4EC2-AE6D-744BD0B50A50,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=714171&GUID=E8334A69-D53A-4EC2-AE6D-744BD0B50A50&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=714171&GUID=E8334A69-D53A-4EC2-AE6D-744BD0B50A50,https://oakland.legistar.com/View.ashx?M=M&ID=714171&GUID=E8334A69-D53A-4EC2-AE6D-744BD0B50A50,https://oakland.legistar.com/#,
37,*Finance & Management Committee,9/10/2019,,9:30 AM,Sgt. Mark Dunakin Room - 1st Floor,Meeting details,Agenda,Minutes,Video,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=715995&GUID=3C870E39-D2E6-4AA7-A2E6-F1CCCDCF72B5,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=715995&GUID=3C870E39-D2E6-4AA7-A2E6-F1CCCDCF72B5&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=715995&GUID=3C870E39-D2E6-4AA7-A2E6-F1CCCDCF72B5,https://oakland.legistar.com/View.ashx?M=M&ID=715995&GUID=3C870E39-D2E6-4AA7-A2E6-F1CCCDCF72B5,https://oakland.legistar.com/#,
38,Office of the Mayor Annual Recess Agenda,8/20/2019,,8:30 AM,Oakland City Hall - 3rd FloorTHIS IS NOT AN ACTUAL MEETING OF THE OAKLAND CITY COUNCIL. THIS AGENDA SERVES AS NOTICE OF ACTIONS TAKEN WITHIN THE MAYOR'S AUTHORITY DURING THE AUGUST RECESS PERIOD.,Meeting details,Agenda,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=714789&GUID=2097BEFE-7441-4BBF-B29F-6D13934E9F58,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=714789&GUID=2097BEFE-7441-4BBF-B29F-6D13934E9F58&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=714789&GUID=2097BEFE-7441-4BBF-B29F-6D13934E9F58,,,
39,Office of the Mayor Annual Recess Agenda,8/13/2019,,8:30 AM,Oakland City Hall - 3rd FloorTHIS IS NOT AN ACTUAL MEETING OF THE OAKLAND CITY COUNCIL. THIS AGENDA SERVES AS NOTICE OF ACTIONS TAKEN WITHIN THE MAYOR'S AUTHORITY DURING THE AUGUST RECESS PERIOD.,Meeting details,Agenda,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=713765&GUID=266A7B9E-9CD4-4FAE-BB32-69923B9A2C92,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=713765&GUID=266A7B9E-9CD4-4FAE-BB32-69923B9A2C92&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=713765&GUID=266A7B9E-9CD4-4FAE-BB32-69923B9A2C92,,,
40,Office of the Mayor Annual Recess Agenda,8/6/2019,,8:30 AM,Oakland City Hall - 3rd FloorTHIS IS NOT AN ACTUAL MEETING OF THE OAKLAND CITY COUNCIL. THIS AGENDA SERVES AS NOTICE OF ACTIONS TAKEN WITHIN THE MAYOR'S AUTHORITY DURING THE AUGUST RECESS PERIOD.,Meeting details,Agenda,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=713238&GUID=9F52565C-4E5E-4016-8B50-93F3613CB1F8,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=713238&GUID=9F52565C-4E5E-4016-8B50-93F3613CB1F8&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=713238&GUID=9F52565C-4E5E-4016-8B50-93F3613CB1F8,,,
41,* Special Meeting of the Oakland City Council - CANCELLED,7/30/2019,,5:30 PM,"City Council Chamber, 3rd FloorCANCELLATION NOTICE 
The Special City Council meeting has been cancelled. The next regularly scheduled Oakland City Council meeting will be held on Tuesday September 17, 2019",Meeting details,Not available,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=711544&GUID=9DFB2C80-AC82-4797-9D2B-DA447DE59877,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=711544&GUID=9DFB2C80-AC82-4797-9D2B-DA447DE59877&Options=info&Search=,,,,
42,*Rules and Legislation Committee - CANCELLED,7/25/2019,,10:45 AM,"City Council Chamber, 3rd FloorCANCELLATION NOTICE 
The regularly scheduled meeting of the Rules and Legislation Committee has been cancelled",Meeting details,Agenda,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=710644&GUID=2786CB2A-0060-4247-8DE9-2A272DC3A63A,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=710644&GUID=2786CB2A-0060-4247-8DE9-2A272DC3A63A&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=710644&GUID=2786CB2A-0060-4247-8DE9-2A272DC3A63A,,,
43,*Public Safety Committee - CANCELLED,7/23/2019,,6:00 PM,"Sgt. Mark Dunakin Room - 1st FloorCANCELLATION NOTICE 
The regularly scheduled meeting of the Public Safety  Committee has been cancelled.",Meeting details,Agenda,Not available,Not available,Not available,,,https://oakland.legistar.com/View.ashx?M=IC&ID=710643&GUID=0C225980-3FAD-4C60-AB74-80DA1B2B1430,,,https://oakland.legistar.com/MeetingDetail.aspx?ID=710643&GUID=0C225980-3FAD-4C60-AB74-80DA1B2B1430&Options=info&Search=,https://oakland.legistar.com/View.ashx?M=A&ID=710643&GUID=0C225980-3FAD-4C60-AB74-80DA1B2B1430,,,
