,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Video URL
57,Special City Council,12/14/2016,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=479331&GUID=0A2FC17A-1D7F-48F0-BB1C-3DD66EA7EB96,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=479331&GUID=0A2FC17A-1D7F-48F0-BB1C-3DD66EA7EB96&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=479331&GUID=0A2FC17A-1D7F-48F0-BB1C-3DD66EA7EB96,
58,Measure W Citizens' Oversight Committee,12/7/2016,,6:30 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32886&GUID=A2D91238-E1E8-48B7-A7EC-F23077B8F727,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=518162&GUID=685CDBA3-52D8-4E84-AA20-B09EE89027C7,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=518162&GUID=685CDBA3-52D8-4E84-AA20-B09EE89027C7&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=518162&GUID=685CDBA3-52D8-4E84-AA20-B09EE89027C7,
59,Special City Council,12/6/2016,,7:00 PM,"Municipal Services Building, Social Hall
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=504431&GUID=13581AB2-6508-43EA-86A4-9B14A4F6D1E8,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=504431&GUID=13581AB2-6508-43EA-86A4-9B14A4F6D1E8&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=504431&GUID=13581AB2-6508-43EA-86A4-9B14A4F6D1E8,
60,Special City Council,11/30/2016,,6:01 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=504430&GUID=6CC47A01-3FEB-4D63-9709-5FC87B94D812,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=504430&GUID=6CC47A01-3FEB-4D63-9709-5FC87B94D812&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=504430&GUID=6CC47A01-3FEB-4D63-9709-5FC87B94D812,https://ci-ssf-ca.legistar.com/#
61,Joint Special Meeting City Council and Successor Agency,11/30/2016,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33115&GUID=D910DD47-1BE7-4A30-BB44-BB79B01AC673,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=517037&GUID=31A84F30-89CA-4CEA-9622-17CFEE765A74,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=517037&GUID=31A84F30-89CA-4CEA-9622-17CFEE765A74&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=517037&GUID=31A84F30-89CA-4CEA-9622-17CFEE765A74,
62,Special Oversight Board to the Successor Agency to the Former Redevelopment Agency (inactive),11/22/2016,,2:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=34652&GUID=779B984B-E540-424A-ABE1-0CDE277A1A4D,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=479349&GUID=BA4ACD39-EA5E-41B6-89BB-3405F0AB34E2,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=479349&GUID=BA4ACD39-EA5E-41B6-89BB-3405F0AB34E2&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=479349&GUID=BA4ACD39-EA5E-41B6-89BB-3405F0AB34E2,
63,Housing Standing Committee of the City Council and Planning Commission,11/21/2016,,3:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32885&GUID=3AFE0044-8905-46F5-BFED-8303508C5233,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=512740&GUID=9145DB42-7969-4435-AA6D-0FAD6CEBB9DE,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=512740&GUID=9145DB42-7969-4435-AA6D-0FAD6CEBB9DE&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=512740&GUID=9145DB42-7969-4435-AA6D-0FAD6CEBB9DE,
64,Planning Commission,11/17/2016,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=515636&GUID=4397FEF2-A89C-4776-8A97-E78290ED037B,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=515636&GUID=4397FEF2-A89C-4776-8A97-E78290ED037B&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=515636&GUID=4397FEF2-A89C-4776-8A97-E78290ED037B,
65,City Council,11/9/2016,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=479329&GUID=158FB405-78E3-4732-AEA8-E3645E07CA41,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=479329&GUID=158FB405-78E3-4732-AEA8-E3645E07CA41&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=479329&GUID=158FB405-78E3-4732-AEA8-E3645E07CA41,https://ci-ssf-ca.legistar.com/#
66,Joint Special Meeting City Council and Successor Agency,11/7/2016,,7:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33115&GUID=D910DD47-1BE7-4A30-BB44-BB79B01AC673,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=514305&GUID=04857BB0-2AB4-4B1E-A14F-75138B9BD686,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=514305&GUID=04857BB0-2AB4-4B1E-A14F-75138B9BD686&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=514305&GUID=04857BB0-2AB4-4B1E-A14F-75138B9BD686,https://ci-ssf-ca.legistar.com/#
67,Special City Council,11/7/2016,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=512033&GUID=1A77AD96-96FC-46E4-AEBB-93589BBCAC2F,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=512033&GUID=1A77AD96-96FC-46E4-AEBB-93589BBCAC2F&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=512033&GUID=1A77AD96-96FC-46E4-AEBB-93589BBCAC2F,https://ci-ssf-ca.legistar.com/#
68,Planning Commission,11/3/2016,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=481752&GUID=542D8AD3-9BAE-41D6-A1D7-5395DD70AADC,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=481752&GUID=542D8AD3-9BAE-41D6-A1D7-5395DD70AADC&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=481752&GUID=542D8AD3-9BAE-41D6-A1D7-5395DD70AADC,
69,Special City Council,11/2/2016,,7:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=512036&GUID=5788B1F4-3111-43C4-A209-22CE0000A1E0,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=512036&GUID=5788B1F4-3111-43C4-A209-22CE0000A1E0&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=512036&GUID=5788B1F4-3111-43C4-A209-22CE0000A1E0,
70,Community Meeting Special City Council Meeting,10/26/2016,,6:30 PM,"Joseph A. Fernekes Recreation Building
781 Tennis Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33191&GUID=E49ECC3C-ECEA-4FD1-AAF9-F420AC4209B4,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=511155&GUID=51F4FEAC-2CC7-4AC3-928D-3D7165025509,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=511155&GUID=51F4FEAC-2CC7-4AC3-928D-3D7165025509&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=511155&GUID=51F4FEAC-2CC7-4AC3-928D-3D7165025509,
71,Community Meeting Special City Council Meeting,10/24/2016,,4:00 PM,"San Francisco Wine School, 3rd Floor
415 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33191&GUID=E49ECC3C-ECEA-4FD1-AAF9-F420AC4209B4,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=511725&GUID=BEE2CF48-F9FF-4A1A-96E3-52DC5282C642,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=511725&GUID=BEE2CF48-F9FF-4A1A-96E3-52DC5282C642&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=511725&GUID=BEE2CF48-F9FF-4A1A-96E3-52DC5282C642,
72,Planning Commission,10/20/2016,,7:00 PM,Council Chambers,Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=481751&GUID=FCB348B3-71E0-4D82-B065-641397B77AD4,,,,,
73,Measure W Citizens' Oversight Committee,10/19/2016,,6:30 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32886&GUID=A2D91238-E1E8-48B7-A7EC-F23077B8F727,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=505891&GUID=ED9F2357-8406-45CD-8466-687F501161BF,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=505891&GUID=ED9F2357-8406-45CD-8466-687F501161BF&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=505891&GUID=ED9F2357-8406-45CD-8466-687F501161BF,
74,Special City Council,10/18/2016,,5:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=510973&GUID=EADA476A-FF7D-4B0E-A705-F2166F4BFB8A,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=510973&GUID=EADA476A-FF7D-4B0E-A705-F2166F4BFB8A&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=510973&GUID=EADA476A-FF7D-4B0E-A705-F2166F4BFB8A,
75,Special City Council,10/17/2016,,6:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=504424&GUID=D968376B-E9A6-4C84-A76A-7D7CBF7638A4,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=504424&GUID=D968376B-E9A6-4C84-A76A-7D7CBF7638A4&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=504424&GUID=D968376B-E9A6-4C84-A76A-7D7CBF7638A4,
76,Housing Standing Committee of the City Council and Planning Commission,10/13/2016,,3:30 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32885&GUID=3AFE0044-8905-46F5-BFED-8303508C5233,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=504966&GUID=1BBCDB03-B6B0-4D2A-97E6-E59B7083C43C,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=504966&GUID=1BBCDB03-B6B0-4D2A-97E6-E59B7083C43C&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=504966&GUID=1BBCDB03-B6B0-4D2A-97E6-E59B7083C43C,
77,City Council,10/12/2016,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=479327&GUID=670074A9-154F-4BE6-8A3C-7B1DADC6D023,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=479327&GUID=670074A9-154F-4BE6-8A3C-7B1DADC6D023&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=479327&GUID=670074A9-154F-4BE6-8A3C-7B1DADC6D023,https://ci-ssf-ca.legistar.com/#
78,Planning Commission,10/6/2016,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=481750&GUID=6748D6B6-A75E-4072-986F-FF13A9D5C361,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=481750&GUID=6748D6B6-A75E-4072-986F-FF13A9D5C361&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=481750&GUID=6748D6B6-A75E-4072-986F-FF13A9D5C361,
79,City Council,9/28/2016,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=479257&GUID=6B1A7C32-7B47-4740-9E97-71C94F22422C,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=479257&GUID=6B1A7C32-7B47-4740-9E97-71C94F22422C&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=479257&GUID=6B1A7C32-7B47-4740-9E97-71C94F22422C,https://ci-ssf-ca.legistar.com/#
80,Successor Agency to the Redevelopment Agency,9/28/2016,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32814&GUID=BBE8CEFA-3AE9-47A2-8845-BE6A5AF1ABC0,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=479335&GUID=A68112C8-1C28-4DF1-B732-1BD13A861ED0,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=479335&GUID=A68112C8-1C28-4DF1-B732-1BD13A861ED0&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=479335&GUID=A68112C8-1C28-4DF1-B732-1BD13A861ED0,
81,Special City Council,9/21/2016,,6:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=499023&GUID=A22CF913-9264-4317-BCD2-827BE5F7AE22,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=499023&GUID=A22CF913-9264-4317-BCD2-827BE5F7AE22&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=499023&GUID=A22CF913-9264-4317-BCD2-827BE5F7AE22,
82,Oversight Board to the Successor Agency to the former Redevelopment Agency (inactive),9/20/2016,,2:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32600&GUID=7A265967-46ED-443F-AEAB-96619BCB02DF,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=479352&GUID=9F390922-1D5E-4128-9EF7-D61964E704C0,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=479352&GUID=9F390922-1D5E-4128-9EF7-D61964E704C0&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=479352&GUID=9F390922-1D5E-4128-9EF7-D61964E704C0,
83,Planning Commission,9/15/2016,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=481749&GUID=6BEF21D0-7693-4DF6-92A6-4008BA41ADC2,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=481749&GUID=6BEF21D0-7693-4DF6-92A6-4008BA41ADC2&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=481749&GUID=6BEF21D0-7693-4DF6-92A6-4008BA41ADC2,
84,Parking Place Commission,9/13/2016,,5:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32896&GUID=7F326DD8-823F-4DDC-AC7C-E9F7DE6CC797,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=504764&GUID=12BE7256-EF72-474F-ABEC-647FC9BF1510,,,,,
85,Budget Standing Committee of the City Council,9/12/2016,,12:30 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32601&GUID=7850A6C0-63E5-4C2C-8DA1-125FC9322777,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=504468&GUID=C22E6578-2CF4-498D-AFF5-CF0AAC7CBF66,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=504468&GUID=C22E6578-2CF4-498D-AFF5-CF0AAC7CBF66&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=504468&GUID=C22E6578-2CF4-498D-AFF5-CF0AAC7CBF66,
86,Special City Council,9/7/2016,,6:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=499022&GUID=D1940505-C99F-4C5E-BF94-E2433A9FB25C,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=499022&GUID=D1940505-C99F-4C5E-BF94-E2433A9FB25C&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=499022&GUID=D1940505-C99F-4C5E-BF94-E2433A9FB25C,
87,School District Liaison Standing Committee of the City Council,9/6/2016,,3:30 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32887&GUID=4E5BCE5C-2AC9-4B71-86D0-D5B1B6A59017,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=499882&GUID=690FD282-3CED-4F86-99F2-18776BF1C794,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=499882&GUID=690FD282-3CED-4F86-99F2-18776BF1C794&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=499882&GUID=690FD282-3CED-4F86-99F2-18776BF1C794,
88,Planning Commission,9/1/2016,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=481748&GUID=468E29A1-E2DA-4A21-9158-ED756AFC807F,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=481748&GUID=468E29A1-E2DA-4A21-9158-ED756AFC807F&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=481748&GUID=468E29A1-E2DA-4A21-9158-ED756AFC807F,
89,Special City Council,8/31/2016,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=499021&GUID=0E4C90DC-6ABF-43FE-817B-1F9BA0D7A2B6,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=499021&GUID=0E4C90DC-6ABF-43FE-817B-1F9BA0D7A2B6&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=499021&GUID=0E4C90DC-6ABF-43FE-817B-1F9BA0D7A2B6,https://ci-ssf-ca.legistar.com/#
90,City Council,8/24/2016,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=479254&GUID=7607A8D4-4D06-4D3E-8E47-EF3ED9229788,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=479254&GUID=7607A8D4-4D06-4D3E-8E47-EF3ED9229788&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=479254&GUID=7607A8D4-4D06-4D3E-8E47-EF3ED9229788,https://ci-ssf-ca.legistar.com/#
91,Successor Agency to the Redevelopment Agency,8/24/2016,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32814&GUID=BBE8CEFA-3AE9-47A2-8845-BE6A5AF1ABC0,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=479334&GUID=1A03F930-223B-4E9F-9D89-7938B22297B8,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=479334&GUID=1A03F930-223B-4E9F-9D89-7938B22297B8&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=479334&GUID=1A03F930-223B-4E9F-9D89-7938B22297B8,
92,Special City Council,8/24/2016,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=500863&GUID=D01831AC-3C25-4BEF-8C45-6BD19A3DB1B0,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=500863&GUID=D01831AC-3C25-4BEF-8C45-6BD19A3DB1B0&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=500863&GUID=D01831AC-3C25-4BEF-8C45-6BD19A3DB1B0,
93,Planning Commission,8/18/2016,,7:00 PM,Council Chambers,Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=481697&GUID=F374CD16-E4B4-41AB-865C-EF0D1D796A1D,,,,,
94,Oversight Board to the Successor Agency to the former Redevelopment Agency (inactive),8/16/2016,,2:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32600&GUID=7A265967-46ED-443F-AEAB-96619BCB02DF,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=479353&GUID=5ECF82BE-524D-4296-B5D7-79D04F0ACE70,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=479353&GUID=5ECF82BE-524D-4296-B5D7-79D04F0ACE70&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=479353&GUID=5ECF82BE-524D-4296-B5D7-79D04F0ACE70,
