,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Staff/ProjectApplicant Presentations Text,Agenda Text,Action Minutes Text,Documents ReceivedAfter Published Agenda Text,Official Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Staff/ProjectApplicant Presentations URL,Agenda URL,Action Minutes URL,Documents ReceivedAfter Published Agenda URL,Official Minutes URL,Video URL
42,Council Budget and Finance Committee,4/17/2017,,4:00 PM,"City Hall, Conference Room 4A",Meeting details,Not available,Agenda,Action Minutes,Not available,Official Minutes 04/17/17,Not available,DepartmentDetail.aspx?ID=31135&GUID=3D30F25C-B59C-41F3-821C-3B979C454041,,View.ashx?M=IC&ID=535313&GUID=0C06479F-B013-4638-AC6A-90E2B313E302,,,MeetingDetail.aspx?ID=535313&GUID=0C06479F-B013-4638-AC6A-90E2B313E302&Options=info&Search=,,View.ashx?M=A&ID=535313&GUID=0C06479F-B013-4638-AC6A-90E2B313E302,View.ashx?M=M&ID=535313&GUID=0C06479F-B013-4638-AC6A-90E2B313E302,,View.ashx?M=E3&ID=535313&GUID=0C06479F-B013-4638-AC6A-90E2B313E302,
43,Planning Commission,4/13/2017,,7:00 PM,Council Chambers,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=535344&GUID=0136FDD3-4277-4408-9551-C1321FD7E9CB,,,MeetingDetail.aspx?ID=535344&GUID=0136FDD3-4277-4408-9551-C1321FD7E9CB&Options=info&Search=,,View.ashx?M=A&ID=535344&GUID=0136FDD3-4277-4408-9551-C1321FD7E9CB,,,,
44,Council Airport Committee,4/13/2017,,5:30 PM,"Airport Administration Building Meeting Room 20301 Skywest Drive, Hayward",Meeting details,Not available,Agenda,Not available,Not available,"Official Minutes, 4/13/17",Not available,DepartmentDetail.aspx?ID=30851&GUID=7CC84FC2-5C58-4A28-9B11-A0C05CF150BD,,View.ashx?M=IC&ID=543718&GUID=37252554-5B2B-4401-B98D-6AF2188738BB,,,MeetingDetail.aspx?ID=543718&GUID=37252554-5B2B-4401-B98D-6AF2188738BB&Options=info&Search=,,View.ashx?M=A&ID=543718&GUID=37252554-5B2B-4401-B98D-6AF2188738BB,,,View.ashx?M=E3&ID=543718&GUID=37252554-5B2B-4401-B98D-6AF2188738BB,
45,Hayward Area Shoreline Planning Agency,4/13/2017,,3:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Minutes 04.13.2017,Not available,DepartmentDetail.aspx?ID=33061&GUID=6CB67DE9-EFCF-46BF-B981-D6253A4BEE59,,View.ashx?M=IC&ID=525969&GUID=2AFB273C-FEF1-4F5E-95EB-9A9BDC3C16CF,,,MeetingDetail.aspx?ID=525969&GUID=2AFB273C-FEF1-4F5E-95EB-9A9BDC3C16CF&Options=info&Search=,,View.ashx?M=A&ID=525969&GUID=2AFB273C-FEF1-4F5E-95EB-9A9BDC3C16CF,,,View.ashx?M=E3&ID=525969&GUID=2AFB273C-FEF1-4F5E-95EB-9A9BDC3C16CF,
46,City Council,4/11/2017,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes of 04/11/17,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=538329&GUID=6DD94A5B-EC18-41FD-8458-07C527D76AD6,,,MeetingDetail.aspx?ID=538329&GUID=6DD94A5B-EC18-41FD-8458-07C527D76AD6&Options=info&Search=,View.ashx?M=E1&ID=538329&GUID=6DD94A5B-EC18-41FD-8458-07C527D76AD6,View.ashx?M=A&ID=538329&GUID=6DD94A5B-EC18-41FD-8458-07C527D76AD6,View.ashx?M=M&ID=538329&GUID=6DD94A5B-EC18-41FD-8458-07C527D76AD6,View.ashx?M=E2&ID=538329&GUID=6DD94A5B-EC18-41FD-8458-07C527D76AD6,View.ashx?M=E3&ID=538329&GUID=6DD94A5B-EC18-41FD-8458-07C527D76AD6,#
47,City Council,4/11/2017,,5:30 PM,Conference Room 2B,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=542999&GUID=E92AC9D8-9092-4B3B-BA5D-364FA51B8699,,,MeetingDetail.aspx?ID=542999&GUID=E92AC9D8-9092-4B3B-BA5D-364FA51B8699&Options=info&Search=,,View.ashx?M=A&ID=542999&GUID=E92AC9D8-9092-4B3B-BA5D-364FA51B8699,,,,
48,City Council,4/10/2017,,5:00 PM,1099 E Street,Meeting details,Not available,H.A.R.D./Council Agenda,Not available,Documents Received After Published Agenda,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=543686&GUID=7939B722-F081-4979-93F5-6498CDAC6E1D,,,MeetingDetail.aspx?ID=543686&GUID=7939B722-F081-4979-93F5-6498CDAC6E1D&Options=info&Search=,,View.ashx?M=A&ID=543686&GUID=7939B722-F081-4979-93F5-6498CDAC6E1D,,View.ashx?M=E2&ID=543686&GUID=7939B722-F081-4979-93F5-6498CDAC6E1D,,
49,Council Technology Application Committee,4/6/2017,,4:30 PM,"City Hall, Conference Room 4A",Meeting details,Not available,Agenda,Action Minutes,Not available,Meeting Minutes of 4-6-17,Not available,DepartmentDetail.aspx?ID=31138&GUID=1FC3057C-2900-4BCC-AFBD-A4BFF25AB2B3,,View.ashx?M=IC&ID=539366&GUID=EE0D2542-34A2-447F-A809-EB37FF05A316,,,MeetingDetail.aspx?ID=539366&GUID=EE0D2542-34A2-447F-A809-EB37FF05A316&Options=info&Search=,,View.ashx?M=A&ID=539366&GUID=EE0D2542-34A2-447F-A809-EB37FF05A316,View.ashx?M=M&ID=539366&GUID=EE0D2542-34A2-447F-A809-EB37FF05A316,,View.ashx?M=E3&ID=539366&GUID=EE0D2542-34A2-447F-A809-EB37FF05A316,
50,Downtown Business Improvement Area Advisory Board,4/5/2017,,8:00 AM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes of 4/5/17,Not available,DepartmentDetail.aspx?ID=33055&GUID=A309609C-A82B-47D4-BB03-A5F601CDD0C8,,View.ashx?M=IC&ID=521962&GUID=A91016B3-D805-4695-9E2F-EFF980834470,,,MeetingDetail.aspx?ID=521962&GUID=A91016B3-D805-4695-9E2F-EFF980834470&Options=info&Search=,,View.ashx?M=A&ID=521962&GUID=A91016B3-D805-4695-9E2F-EFF980834470,View.ashx?M=M&ID=521962&GUID=A91016B3-D805-4695-9E2F-EFF980834470,View.ashx?M=E2&ID=521962&GUID=A91016B3-D805-4695-9E2F-EFF980834470,View.ashx?M=E3&ID=521962&GUID=A91016B3-D805-4695-9E2F-EFF980834470,
51,City Council,4/4/2017,,7:00 PM,Council ChambersMeeting Canceled,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=537806&GUID=899FC7B5-F22E-4D8F-9269-F37EA00A360F,,,MeetingDetail.aspx?ID=537806&GUID=899FC7B5-F22E-4D8F-9269-F37EA00A360F&Options=info&Search=,,View.ashx?M=A&ID=537806&GUID=899FC7B5-F22E-4D8F-9269-F37EA00A360F,,,,
52,Hayward Youth Commission,4/3/2017,,6:30 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33056&GUID=D660942B-319D-4F74-B151-0D665E19B3C4,,View.ashx?M=IC&ID=516579&GUID=BC5227F8-3177-4121-8A6A-130B47B402F4,,,MeetingDetail.aspx?ID=516579&GUID=BC5227F8-3177-4121-8A6A-130B47B402F4&Options=info&Search=,,View.ashx?M=A&ID=516579&GUID=BC5227F8-3177-4121-8A6A-130B47B402F4,,,,
53,Council Economic Development Committee,4/3/2017,,4:00 PM,Southland Mall,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31136&GUID=E5BC18DD-432F-4701-80DE-9F600848D689,,View.ashx?M=IC&ID=521958&GUID=D7F64CE7-8168-4840-B915-C9A35570D0BF,,,MeetingDetail.aspx?ID=521958&GUID=D7F64CE7-8168-4840-B915-C9A35570D0BF&Options=info&Search=,,View.ashx?M=A&ID=521958&GUID=D7F64CE7-8168-4840-B915-C9A35570D0BF,,,,
54,Council Infrastructure Committee,3/29/2017,,4:00 PM,Conference Room 1C,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35181&GUID=A7EAF64C-108C-4949-A884-DFB9102DCC36,,View.ashx?M=IC&ID=539154&GUID=7245A3F1-8D04-41B5-A25F-EDB36B051010,,,MeetingDetail.aspx?ID=539154&GUID=7245A3F1-8D04-41B5-A25F-EDB36B051010&Options=info&Search=,,View.ashx?M=A&ID=539154&GUID=7245A3F1-8D04-41B5-A25F-EDB36B051010,,,,
55,City Council,3/28/2017,,7:00 PM,Council ChambersMeeting Canceled,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=535405&GUID=2586000C-86AD-42A0-A46B-89F6C2651D7C,,,MeetingDetail.aspx?ID=535405&GUID=2586000C-86AD-42A0-A46B-89F6C2651D7C&Options=info&Search=,,View.ashx?M=A&ID=535405&GUID=2586000C-86AD-42A0-A46B-89F6C2651D7C,,,,
56,Keep Hayward Clean and Green Task Force,3/23/2017,,7:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Meeting Minutes 03-23-17,Not available,DepartmentDetail.aspx?ID=33059&GUID=8BFDFA33-85DF-4C86-9B6E-FEE23D471CB9,,View.ashx?M=IC&ID=529730&GUID=5FBC4F8C-C0F3-459C-89C4-BFCA8986451C,,,MeetingDetail.aspx?ID=529730&GUID=5FBC4F8C-C0F3-459C-89C4-BFCA8986451C&Options=info&Search=,,View.ashx?M=A&ID=529730&GUID=5FBC4F8C-C0F3-459C-89C4-BFCA8986451C,,,View.ashx?M=E3&ID=529730&GUID=5FBC4F8C-C0F3-459C-89C4-BFCA8986451C,
57,Planning Commission,3/23/2017,,7:00 PM,Council Chambers,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=535343&GUID=B365AA88-4A6B-4A88-A5CB-F66110C9DC4C,,,MeetingDetail.aspx?ID=535343&GUID=B365AA88-4A6B-4A88-A5CB-F66110C9DC4C&Options=info&Search=,,View.ashx?M=A&ID=535343&GUID=B365AA88-4A6B-4A88-A5CB-F66110C9DC4C,,,,
58,City Council,3/21/2017,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes of 03/21/17,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=535404&GUID=09A80B39-C2F0-4684-9400-CDD12263FD60,,,MeetingDetail.aspx?ID=535404&GUID=09A80B39-C2F0-4684-9400-CDD12263FD60&Options=info&Search=,View.ashx?M=E1&ID=535404&GUID=09A80B39-C2F0-4684-9400-CDD12263FD60,View.ashx?M=A&ID=535404&GUID=09A80B39-C2F0-4684-9400-CDD12263FD60,View.ashx?M=M&ID=535404&GUID=09A80B39-C2F0-4684-9400-CDD12263FD60,View.ashx?M=E2&ID=535404&GUID=09A80B39-C2F0-4684-9400-CDD12263FD60,View.ashx?M=E3&ID=535404&GUID=09A80B39-C2F0-4684-9400-CDD12263FD60,#
59,Hayward Geologic Hazard Abatement District,3/21/2017,,7:00 PM,Council Chambers,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=40698&GUID=CB8E7FE5-A822-42C7-BEFF-23795E5AC149,,View.ashx?M=IC&ID=715941&GUID=34324A01-C739-4FFE-B942-DE43128A2761,,,MeetingDetail.aspx?ID=715941&GUID=34324A01-C739-4FFE-B942-DE43128A2761&Options=info&Search=,,View.ashx?M=A&ID=715941&GUID=34324A01-C739-4FFE-B942-DE43128A2761,,,,
60,City Council,3/21/2017,,5:30 PM,Conference Room 2B,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=538397&GUID=3E2EFC6B-1777-40FC-BB58-8CA747D1226E,,,MeetingDetail.aspx?ID=538397&GUID=3E2EFC6B-1777-40FC-BB58-8CA747D1226E&Options=info&Search=,,View.ashx?M=A&ID=538397&GUID=3E2EFC6B-1777-40FC-BB58-8CA747D1226E,,,,
61,Library Commission,3/20/2017,,6:30 PM,Main Library - 835 C Street,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33057&GUID=133E297F-8B2C-4578-A626-492DA0286B8D,,View.ashx?M=IC&ID=538628&GUID=5C1E8C41-2B90-4F19-8BFE-8736CECA46BE,,,MeetingDetail.aspx?ID=538628&GUID=5C1E8C41-2B90-4F19-8BFE-8736CECA46BE&Options=info&Search=,,View.ashx?M=A&ID=538628&GUID=5C1E8C41-2B90-4F19-8BFE-8736CECA46BE,,,,
62,Hayward Youth Commission,3/20/2017,,6:30 PM,"City hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33056&GUID=D660942B-319D-4F74-B151-0D665E19B3C4,,View.ashx?M=IC&ID=538796&GUID=60532425-2BA3-4455-BCC1-914BB7E411FC,,,MeetingDetail.aspx?ID=538796&GUID=60532425-2BA3-4455-BCC1-914BB7E411FC&Options=info&Search=,,View.ashx?M=A&ID=538796&GUID=60532425-2BA3-4455-BCC1-914BB7E411FC,,,,
63,Council Budget and Finance Committee,3/20/2017,,4:00 PM,"City Hall, Conference Room 4A",Meeting details,Not available,Agenda,Action Minutes,Not available,Official Minutes 03/20/17,Not available,DepartmentDetail.aspx?ID=31135&GUID=3D30F25C-B59C-41F3-821C-3B979C454041,,View.ashx?M=IC&ID=535312&GUID=17F95766-A235-4CE2-B5F1-EF9756DED9D4,,,MeetingDetail.aspx?ID=535312&GUID=17F95766-A235-4CE2-B5F1-EF9756DED9D4&Options=info&Search=,,View.ashx?M=A&ID=535312&GUID=17F95766-A235-4CE2-B5F1-EF9756DED9D4,View.ashx?M=M&ID=535312&GUID=17F95766-A235-4CE2-B5F1-EF9756DED9D4,,View.ashx?M=E3&ID=535312&GUID=17F95766-A235-4CE2-B5F1-EF9756DED9D4,
64,Personnel Commission,3/16/2017,,5:30 PM,"City Hall, Conference Room 2ASpecial Meeting

REVISED AGENDA",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33058&GUID=71ACE8DB-7577-4F0D-BA3A-BB5A9B7CA70A,,View.ashx?M=IC&ID=536862&GUID=DF143D5D-9544-437F-B1E0-1778D5813970,,,MeetingDetail.aspx?ID=536862&GUID=DF143D5D-9544-437F-B1E0-1778D5813970&Options=info&Search=,,View.ashx?M=A&ID=536862&GUID=DF143D5D-9544-437F-B1E0-1778D5813970,,,,
65,Community Services Commission,3/15/2017,,7:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33054&GUID=027C1AA2-CDED-402C-A698-AAD69F2E4027,,View.ashx?M=IC&ID=538332&GUID=77DFA5B5-5CF4-44C0-B423-0D5EF727F0F8,,,MeetingDetail.aspx?ID=538332&GUID=77DFA5B5-5CF4-44C0-B423-0D5EF727F0F8&Options=info&Search=,,View.ashx?M=A&ID=538332&GUID=77DFA5B5-5CF4-44C0-B423-0D5EF727F0F8,,,,
66,City Council,3/14/2017,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes of 03/14/17,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=535810&GUID=0A0FE3CC-78CA-450F-8848-383A71E3CA0A,,,MeetingDetail.aspx?ID=535810&GUID=0A0FE3CC-78CA-450F-8848-383A71E3CA0A&Options=info&Search=,View.ashx?M=E1&ID=535810&GUID=0A0FE3CC-78CA-450F-8848-383A71E3CA0A,View.ashx?M=A&ID=535810&GUID=0A0FE3CC-78CA-450F-8848-383A71E3CA0A,View.ashx?M=M&ID=535810&GUID=0A0FE3CC-78CA-450F-8848-383A71E3CA0A,View.ashx?M=E2&ID=535810&GUID=0A0FE3CC-78CA-450F-8848-383A71E3CA0A,View.ashx?M=E3&ID=535810&GUID=0A0FE3CC-78CA-450F-8848-383A71E3CA0A,#
67,City Council,3/14/2017,,6:00 PM,Conference Room 2B,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=537722&GUID=5F45D595-144F-4CEF-8195-66C287D39F1C,,,MeetingDetail.aspx?ID=537722&GUID=5F45D595-144F-4CEF-8195-66C287D39F1C&Options=info&Search=,,View.ashx?M=A&ID=537722&GUID=5F45D595-144F-4CEF-8195-66C287D39F1C,,,,
68,Council Sustainability Committee,3/13/2017,,4:30 PM,"City Hall, Conference Room 1C",Meeting details,Presentations,Agenda,Not available,Not available,Minutes of 03/13/17,Not available,DepartmentDetail.aspx?ID=31137&GUID=9F7A1574-CEE5-4561-9583-FA470B25A505,,View.ashx?M=IC&ID=517488&GUID=89F0FC83-C0EF-430A-A420-3146E14292AC,,,MeetingDetail.aspx?ID=517488&GUID=89F0FC83-C0EF-430A-A420-3146E14292AC&Options=info&Search=,View.ashx?M=E1&ID=517488&GUID=89F0FC83-C0EF-430A-A420-3146E14292AC,View.ashx?M=A&ID=517488&GUID=89F0FC83-C0EF-430A-A420-3146E14292AC,,,View.ashx?M=E3&ID=517488&GUID=89F0FC83-C0EF-430A-A420-3146E14292AC,
69,Planning Commission,3/9/2017,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes of 03/09/17,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=535342&GUID=D06186C6-FE11-45DD-8083-A621A70CD7EA,,,MeetingDetail.aspx?ID=535342&GUID=D06186C6-FE11-45DD-8083-A621A70CD7EA&Options=info&Search=,View.ashx?M=E1&ID=535342&GUID=D06186C6-FE11-45DD-8083-A621A70CD7EA,View.ashx?M=A&ID=535342&GUID=D06186C6-FE11-45DD-8083-A621A70CD7EA,View.ashx?M=M&ID=535342&GUID=D06186C6-FE11-45DD-8083-A621A70CD7EA,View.ashx?M=E2&ID=535342&GUID=D06186C6-FE11-45DD-8083-A621A70CD7EA,View.ashx?M=E3&ID=535342&GUID=D06186C6-FE11-45DD-8083-A621A70CD7EA,#
70,Personnel Commission,3/9/2017,,5:30 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33058&GUID=71ACE8DB-7577-4F0D-BA3A-BB5A9B7CA70A,,View.ashx?M=IC&ID=536861&GUID=D82E1748-D8D7-458B-B685-04BFEFE5F1C1,,,MeetingDetail.aspx?ID=536861&GUID=D82E1748-D8D7-458B-B685-04BFEFE5F1C1&Options=info&Search=,,View.ashx?M=A&ID=536861&GUID=D82E1748-D8D7-458B-B685-04BFEFE5F1C1,,,,
71,City Council,3/7/2017,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes of 03/07/17,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=532311&GUID=2F8EA61D-E846-4417-AFDD-C2A5F97259C0,,,MeetingDetail.aspx?ID=532311&GUID=2F8EA61D-E846-4417-AFDD-C2A5F97259C0&Options=info&Search=,View.ashx?M=E1&ID=532311&GUID=2F8EA61D-E846-4417-AFDD-C2A5F97259C0,View.ashx?M=A&ID=532311&GUID=2F8EA61D-E846-4417-AFDD-C2A5F97259C0,View.ashx?M=M&ID=532311&GUID=2F8EA61D-E846-4417-AFDD-C2A5F97259C0,View.ashx?M=E2&ID=532311&GUID=2F8EA61D-E846-4417-AFDD-C2A5F97259C0,View.ashx?M=E3&ID=532311&GUID=2F8EA61D-E846-4417-AFDD-C2A5F97259C0,#
72,City Council,3/7/2017,,5:00 PM,Conference Room 2B,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=537104&GUID=EE9B1405-5576-480E-9BE5-9A5F8647A4F4,,,MeetingDetail.aspx?ID=537104&GUID=EE9B1405-5576-480E-9BE5-9A5F8647A4F4&Options=info&Search=,,View.ashx?M=A&ID=537104&GUID=EE9B1405-5576-480E-9BE5-9A5F8647A4F4,,,,
73,Hayward Youth Commission,3/6/2017,,6:30 PM,"City hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33056&GUID=D660942B-319D-4F74-B151-0D665E19B3C4,,View.ashx?M=IC&ID=516576&GUID=02EA4260-1CE9-4B5D-BF3B-ABC88536876F,,,MeetingDetail.aspx?ID=516576&GUID=02EA4260-1CE9-4B5D-BF3B-ABC88536876F&Options=info&Search=,,View.ashx?M=A&ID=516576&GUID=02EA4260-1CE9-4B5D-BF3B-ABC88536876F,,,,
74,Council Economic Development Committee,3/6/2017,,4:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31136&GUID=E5BC18DD-432F-4701-80DE-9F600848D689,,View.ashx?M=IC&ID=521957&GUID=FDD67F7C-7525-47F8-ACD9-6EB070A44F5E,,,MeetingDetail.aspx?ID=521957&GUID=FDD67F7C-7525-47F8-ACD9-6EB070A44F5E&Options=info&Search=,,View.ashx?M=A&ID=521957&GUID=FDD67F7C-7525-47F8-ACD9-6EB070A44F5E,,,,
75,Council Budget and Finance Committee,3/1/2017,,4:00 PM,"City Hall, Conference Room 4A",Meeting details,Not available,Agenda,Action Minutes,Not available,Official Minutes 03/01/17,Not available,DepartmentDetail.aspx?ID=31135&GUID=3D30F25C-B59C-41F3-821C-3B979C454041,,View.ashx?M=IC&ID=535306&GUID=FB0CDDF9-2643-4DE2-8E65-10726F97AEDD,,,MeetingDetail.aspx?ID=535306&GUID=FB0CDDF9-2643-4DE2-8E65-10726F97AEDD&Options=info&Search=,,View.ashx?M=A&ID=535306&GUID=FB0CDDF9-2643-4DE2-8E65-10726F97AEDD,View.ashx?M=M&ID=535306&GUID=FB0CDDF9-2643-4DE2-8E65-10726F97AEDD,,View.ashx?M=E3&ID=535306&GUID=FB0CDDF9-2643-4DE2-8E65-10726F97AEDD,
76,City Council,2/28/2017,,7:00 PM,Conference Room 2A,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes of 02/28/17,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=530954&GUID=F01977DD-7B18-4E4C-BB6A-AA4169B248EC,,,MeetingDetail.aspx?ID=530954&GUID=F01977DD-7B18-4E4C-BB6A-AA4169B248EC&Options=info&Search=,View.ashx?M=E1&ID=530954&GUID=F01977DD-7B18-4E4C-BB6A-AA4169B248EC,View.ashx?M=A&ID=530954&GUID=F01977DD-7B18-4E4C-BB6A-AA4169B248EC,View.ashx?M=M&ID=530954&GUID=F01977DD-7B18-4E4C-BB6A-AA4169B248EC,View.ashx?M=E2&ID=530954&GUID=F01977DD-7B18-4E4C-BB6A-AA4169B248EC,View.ashx?M=E3&ID=530954&GUID=F01977DD-7B18-4E4C-BB6A-AA4169B248EC,#
77,City Council,2/28/2017,,6:00 PM,Conference Room 2B,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=535803&GUID=1207FF4F-5AE7-4F02-AED7-7C5B68D96ED5,,,MeetingDetail.aspx?ID=535803&GUID=1207FF4F-5AE7-4F02-AED7-7C5B68D96ED5&Options=info&Search=,,View.ashx?M=A&ID=535803&GUID=1207FF4F-5AE7-4F02-AED7-7C5B68D96ED5,,,,
78,Library Commission,2/27/2017,,6:30 PM,Main Library - 835 C Street,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33057&GUID=133E297F-8B2C-4578-A626-492DA0286B8D,,View.ashx?M=IC&ID=536236&GUID=608E3A0B-D841-4163-A562-2E756C47B131,,,MeetingDetail.aspx?ID=536236&GUID=608E3A0B-D841-4163-A562-2E756C47B131&Options=info&Search=,,View.ashx?M=A&ID=536236&GUID=608E3A0B-D841-4163-A562-2E756C47B131,,,,
79,Keep Hayward Clean and Green Task Force,2/23/2017,,7:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Meeting Minutes 02-23-17,Not available,DepartmentDetail.aspx?ID=33059&GUID=8BFDFA33-85DF-4C86-9B6E-FEE23D471CB9,,View.ashx?M=IC&ID=529728&GUID=2993D90F-6CE2-45DD-BE74-FD1F779293D8,,,MeetingDetail.aspx?ID=529728&GUID=2993D90F-6CE2-45DD-BE74-FD1F779293D8&Options=info&Search=,,View.ashx?M=A&ID=529728&GUID=2993D90F-6CE2-45DD-BE74-FD1F779293D8,,,View.ashx?M=E3&ID=529728&GUID=2993D90F-6CE2-45DD-BE74-FD1F779293D8,
80,Planning Commission,2/23/2017,,7:00 PM,Council Chambers,Meeting details,Presentation,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes of 02/23/17,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=532238&GUID=1C884336-AB30-49B6-9CA6-AE5E62B04D85,,,MeetingDetail.aspx?ID=532238&GUID=1C884336-AB30-49B6-9CA6-AE5E62B04D85&Options=info&Search=,View.ashx?M=E1&ID=532238&GUID=1C884336-AB30-49B6-9CA6-AE5E62B04D85,View.ashx?M=A&ID=532238&GUID=1C884336-AB30-49B6-9CA6-AE5E62B04D85,View.ashx?M=M&ID=532238&GUID=1C884336-AB30-49B6-9CA6-AE5E62B04D85,View.ashx?M=E2&ID=532238&GUID=1C884336-AB30-49B6-9CA6-AE5E62B04D85,View.ashx?M=E3&ID=532238&GUID=1C884336-AB30-49B6-9CA6-AE5E62B04D85,#
81,Community Task Force,2/22/2017,,6:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35124&GUID=4A930D7F-6EE0-4F65-AA17-82C05EADEF3B,,View.ashx?M=IC&ID=538714&GUID=D3DD7152-62ED-452F-9CB4-AD2F8272311E,,,MeetingDetail.aspx?ID=538714&GUID=D3DD7152-62ED-452F-9CB4-AD2F8272311E&Options=info&Search=,,View.ashx?M=A&ID=538714&GUID=D3DD7152-62ED-452F-9CB4-AD2F8272311E,,,,
