,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL
25,Mayor's Task Force on Affordable and Workforce Housing,7/23/2018,,3:00 PM,"North Hall - Stockton Memorial Civic, 525 N. Center Street, Stockton CA",Meeting details,Meeting Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=37349&GUID=A7EC6A91-2EC5-4225-816F-B3676AA70432,,https://stockton.legistar.com/View.ashx?M=IC&ID=628402&GUID=162FDDB6-68DB-4178-B536-A37AC0496655,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=628402&GUID=162FDDB6-68DB-4178-B536-A37AC0496655&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=628402&GUID=162FDDB6-68DB-4178-B536-A37AC0496655,,
26,Civil Service/Equal Employment Commission Concurrent,7/19/2018,,3:00 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22179&GUID=EFA0F03E-6C5C-481F-B556-EC259E22A8EE,,https://stockton.legistar.com/View.ashx?M=IC&ID=585459&GUID=334EAC78-A688-4964-AC35-43E01F9FFEB0,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=585459&GUID=334EAC78-A688-4964-AC35-43E01F9FFEB0&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=585459&GUID=334EAC78-A688-4964-AC35-43E01F9FFEB0,,
27,City Council/Successor Agency to the Redevelopment Agency/Public Financing Authority/Parking Authority Concurrent,7/17/2018,,4:00 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CAClosed Session 4:00 PM :: Regular Session 5:30 PM",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=20742&GUID=D8BDACAC-407F-44E9-9768-9B33C389D164,,https://stockton.legistar.com/View.ashx?M=IC&ID=574953&GUID=C71101FF-8E99-4AF1-82BD-A62726FAF05C,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=574953&GUID=C71101FF-8E99-4AF1-82BD-A62726FAF05C&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=574953&GUID=C71101FF-8E99-4AF1-82BD-A62726FAF05C,,
28,City Council Special,7/16/2018,,1:00 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22117&GUID=E430BF1E-C53B-4888-997A-77674CDD997B,,https://stockton.legistar.com/View.ashx?M=IC&ID=612813&GUID=D921B487-ECAA-44B2-8A87-67E2ED340CAB,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=612813&GUID=D921B487-ECAA-44B2-8A87-67E2ED340CAB&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=612813&GUID=D921B487-ECAA-44B2-8A87-67E2ED340CAB,,
29,Planning Commission,7/12/2018,,5:30 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CA** CANCELLED **",Meeting details,Cancelled Meeting Notice,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22178&GUID=3798BB13-BAB3-44E6-BC29-0345411F84DC,,https://stockton.legistar.com/View.ashx?M=IC&ID=575465&GUID=22D1A78D-E8AF-45F4-BE4A-E0266C6AA925,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=575465&GUID=22D1A78D-E8AF-45F4-BE4A-E0266C6AA925&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=575465&GUID=22D1A78D-E8AF-45F4-BE4A-E0266C6AA925,,
30,Council Water Committee,7/12/2018,,4:00 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA** CANCELLED **",Meeting details,Notice of Cancelled Meeting,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22177&GUID=DCAC49D0-9417-48E3-B697-3746F8FFA5F6,,https://stockton.legistar.com/View.ashx?M=IC&ID=595759&GUID=08DADB6F-62DB-4530-AD4F-026641CC1118,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=595759&GUID=08DADB6F-62DB-4530-AD4F-026641CC1118&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=595759&GUID=08DADB6F-62DB-4530-AD4F-026641CC1118,,
31,Development Oversight Commission,7/12/2018,,8:30 AM,"Jack Silva Conference Room - Permit Center, 345 N. El Dorado Street, Stockton CA** SPECIAL REVISED **",Meeting details,Special Revised Meeting Agenda Packet,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22181&GUID=C8207DAF-C348-4D5E-81BF-43A9A69B95D9,,https://stockton.legistar.com/View.ashx?M=IC&ID=601488&GUID=4DD1DB87-A514-42A8-A38F-C9215F4579A1,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=601488&GUID=4DD1DB87-A514-42A8-A38F-C9215F4579A1&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=601488&GUID=4DD1DB87-A514-42A8-A38F-C9215F4579A1,,
32,Council Audit Committee,7/9/2018,,3:00 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=21720&GUID=C323CDF5-4077-4351-BC2C-4A91756C2DC3,,https://stockton.legistar.com/View.ashx?M=IC&ID=608748&GUID=A9E10625-9B58-41A3-B1DD-25A1C792BFB4,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=608748&GUID=A9E10625-9B58-41A3-B1DD-25A1C792BFB4&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=608748&GUID=A9E10625-9B58-41A3-B1DD-25A1C792BFB4,,
33,Water Advisory Group,7/4/2018,,3:30 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA** CANCELLED **",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22184&GUID=E615C06F-B727-44EF-BB05-F51BDAFF2002,,https://stockton.legistar.com/View.ashx?M=IC&ID=595747&GUID=3A9D95F9-620B-450E-979D-59C6BE0C93DE,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=595747&GUID=3A9D95F9-620B-450E-979D-59C6BE0C93DE&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=595747&GUID=3A9D95F9-620B-450E-979D-59C6BE0C93DE,,
34,Stockton Arts Commission,7/2/2018,,5:30 PM,"Oak Park Senior Center, 730 E. Fulton Street, Stockton CA",Meeting details,Meeting Agenda Packet,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22183&GUID=B2B39B26-5801-49BA-ACE3-AD5BC8356DC1,,https://stockton.legistar.com/View.ashx?M=IC&ID=607920&GUID=43360C54-7FB4-4E63-B73D-B589A0217401,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=607920&GUID=43360C54-7FB4-4E63-B73D-B589A0217401&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=607920&GUID=43360C54-7FB4-4E63-B73D-B589A0217401,,
35,Parks and Recreation Commission,6/25/2018,,5:30 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Meeting Agenda Packet,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=23044&GUID=6C64FE09-2DD0-4B03-97BE-9C63532B420F,,https://stockton.legistar.com/View.ashx?M=IC&ID=607944&GUID=3B1CD197-6827-409C-87D6-B1DA15B4AA41,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=607944&GUID=3B1CD197-6827-409C-87D6-B1DA15B4AA41&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=607944&GUID=3B1CD197-6827-409C-87D6-B1DA15B4AA41,,
36,Civil Service/Equal Employment Commission Concurrent,6/21/2018,,3:00 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22179&GUID=EFA0F03E-6C5C-481F-B556-EC259E22A8EE,,https://stockton.legistar.com/View.ashx?M=IC&ID=585458&GUID=37FEB216-847C-42D6-92B7-78E5DAD65746,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=585458&GUID=37FEB216-847C-42D6-92B7-78E5DAD65746&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=585458&GUID=37FEB216-847C-42D6-92B7-78E5DAD65746,,
37,Climate Action Plan Advisory Committee,6/21/2018,,8:15 AM,"22 E. Weber Avenue, Stockton CA** CANCELLED **",Meeting details,Notice of Cancelled Meeting,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22180&GUID=A2366D2D-A4E6-46CC-83ED-AF371578C6CC,,https://stockton.legistar.com/View.ashx?M=IC&ID=610866&GUID=47A86AAC-902E-4A7C-8833-11AB3016BF1A,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=610866&GUID=47A86AAC-902E-4A7C-8833-11AB3016BF1A&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=610866&GUID=47A86AAC-902E-4A7C-8833-11AB3016BF1A,,
38,City Council/Successor Agency to the Redevelopment Agency/Public Financing Authority/Parking Authority Concurrent,6/19/2018,,4:00 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CAClosed Session 4:00 PM :: Regular Session 5:30 PM",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=20742&GUID=D8BDACAC-407F-44E9-9768-9B33C389D164,,https://stockton.legistar.com/View.ashx?M=IC&ID=574952&GUID=CE89FEC4-A449-45ED-8F1E-601ADA626B1E,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=574952&GUID=CE89FEC4-A449-45ED-8F1E-601ADA626B1E&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=574952&GUID=CE89FEC4-A449-45ED-8F1E-601ADA626B1E,,
39,Council Water Committee,6/14/2018,,4:00 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA** CANCELLED **",Meeting details,Cancelled Meeting Notice,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22177&GUID=DCAC49D0-9417-48E3-B697-3746F8FFA5F6,,https://stockton.legistar.com/View.ashx?M=IC&ID=595758&GUID=58C65D47-E82C-4EB2-AFE8-DF0535069CC9,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=595758&GUID=58C65D47-E82C-4EB2-AFE8-DF0535069CC9&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=595758&GUID=58C65D47-E82C-4EB2-AFE8-DF0535069CC9,,
40,City Council/Successor Agency to the Redevelopment Agency/Public Financing Authority/Parking Authority Concurrent,6/5/2018,,4:00 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CASPECIAL CLOSED SESSION 4:00 PM :: SPECIAL SESSION 5:30 PM",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=20742&GUID=D8BDACAC-407F-44E9-9768-9B33C389D164,,https://stockton.legistar.com/View.ashx?M=IC&ID=606237&GUID=6B62444D-C814-4736-9537-E0F9C70A2376,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=606237&GUID=6B62444D-C814-4736-9537-E0F9C70A2376&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=606237&GUID=6B62444D-C814-4736-9537-E0F9C70A2376,,
41,Stockton Arts Commission,6/4/2018,,5:30 PM,"Oak Park Senior Center, 730 E. Fulton Street, Stockton CA",Meeting details,Meeting Agenda Packet,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22183&GUID=B2B39B26-5801-49BA-ACE3-AD5BC8356DC1,,https://stockton.legistar.com/View.ashx?M=IC&ID=607919&GUID=4F77FAE4-B44D-4B39-A39A-B6974882CC7E,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=607919&GUID=4F77FAE4-B44D-4B39-A39A-B6974882CC7E&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=607919&GUID=4F77FAE4-B44D-4B39-A39A-B6974882CC7E,,
42,Council Audit Committee,6/4/2018,,3:00 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=21720&GUID=C323CDF5-4077-4351-BC2C-4A91756C2DC3,,https://stockton.legistar.com/View.ashx?M=IC&ID=600342&GUID=FED47626-CF18-4FAD-9665-A506A0FD38EC,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=600342&GUID=FED47626-CF18-4FAD-9665-A506A0FD38EC&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=600342&GUID=FED47626-CF18-4FAD-9665-A506A0FD38EC,,
43,Strong Communities Advisory Committee,6/1/2018,,3:00 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=35343&GUID=BBDA5787-1F03-48F5-905D-27F550C39345,,https://stockton.legistar.com/View.ashx?M=IC&ID=581029&GUID=0D6D0594-6470-4B7A-B809-AAF4DD9B39F4,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=581029&GUID=0D6D0594-6470-4B7A-B809-AAF4DD9B39F4&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=581029&GUID=0D6D0594-6470-4B7A-B809-AAF4DD9B39F4,,
44,Measure W Oversight Committee,5/30/2018,,11:00 AM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=33313&GUID=A81494E4-4F9D-4B63-B676-65586023E27A,,https://stockton.legistar.com/View.ashx?M=IC&ID=571736&GUID=21F3E8B4-F033-4F68-B9AE-9A74FAA68319,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=571736&GUID=21F3E8B4-F033-4F68-B9AE-9A74FAA68319&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=571736&GUID=21F3E8B4-F033-4F68-B9AE-9A74FAA68319,,
45,Measure A Citizens' Advisory Committee,5/29/2018,,9:00 AM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=33312&GUID=4582E7C8-14DE-4360-BB88-1B7F600FDFEE,,https://stockton.legistar.com/View.ashx?M=IC&ID=597069&GUID=4C382DC6-5CD8-49C6-B5D1-46650B143C39,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=597069&GUID=4C382DC6-5CD8-49C6-B5D1-46650B143C39&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=597069&GUID=4C382DC6-5CD8-49C6-B5D1-46650B143C39,,
46,Parks and Recreation Commission,5/28/2018,,5:30 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA** CANCELLED **",Meeting details,Cancelled Meeting Notice,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=23044&GUID=6C64FE09-2DD0-4B03-97BE-9C63532B420F,,https://stockton.legistar.com/View.ashx?M=IC&ID=606718&GUID=885D60EC-9827-43CD-83AB-3F96D000997D,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=606718&GUID=885D60EC-9827-43CD-83AB-3F96D000997D&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=606718&GUID=885D60EC-9827-43CD-83AB-3F96D000997D,,
47,Planning Commission,5/24/2018,,5:30 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22178&GUID=3798BB13-BAB3-44E6-BC29-0345411F84DC,,https://stockton.legistar.com/View.ashx?M=IC&ID=575462&GUID=1D8EA9A3-C36F-4ECE-B246-05CC5D6C9042,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=575462&GUID=1D8EA9A3-C36F-4ECE-B246-05CC5D6C9042&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=575462&GUID=1D8EA9A3-C36F-4ECE-B246-05CC5D6C9042,,
48,City Council Special,5/23/2018,,8:00 AM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CA** Budget Study Session **",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22117&GUID=E430BF1E-C53B-4888-997A-77674CDD997B,,https://stockton.legistar.com/View.ashx?M=IC&ID=600562&GUID=3DE97C2A-0C43-4709-9C2A-04B0F8B69D6E,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=600562&GUID=3DE97C2A-0C43-4709-9C2A-04B0F8B69D6E&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=600562&GUID=3DE97C2A-0C43-4709-9C2A-04B0F8B69D6E,,
49,Civil Service/Equal Employment Commission Concurrent,5/17/2018,,3:00 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22179&GUID=EFA0F03E-6C5C-481F-B556-EC259E22A8EE,,https://stockton.legistar.com/View.ashx?M=IC&ID=585457&GUID=C09C29D7-13B3-4307-A7CE-AB3544E27324,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=585457&GUID=C09C29D7-13B3-4307-A7CE-AB3544E27324&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=585457&GUID=C09C29D7-13B3-4307-A7CE-AB3544E27324,,
50,City Council/Successor Agency to the Redevelopment Agency/Public Financing Authority/Parking Authority Concurrent,5/15/2018,,4:00 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CAClosed Session 4:00 PM :: Regular Session 5:30 PM",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=20742&GUID=D8BDACAC-407F-44E9-9768-9B33C389D164,,https://stockton.legistar.com/View.ashx?M=IC&ID=574951&GUID=2412DB82-A0B8-4F01-8534-6332464493E6,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=574951&GUID=2412DB82-A0B8-4F01-8534-6332464493E6&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=574951&GUID=2412DB82-A0B8-4F01-8534-6332464493E6,,
51,Council Audit Committee,5/14/2018,,3:00 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA** SPECIAL **",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=21720&GUID=C323CDF5-4077-4351-BC2C-4A91756C2DC3,,https://stockton.legistar.com/View.ashx?M=IC&ID=600340&GUID=E8245880-5F44-436A-B5DB-0D754AC2068A,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=600340&GUID=E8245880-5F44-436A-B5DB-0D754AC2068A&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=600340&GUID=E8245880-5F44-436A-B5DB-0D754AC2068A,,
52,Planning Commission,5/10/2018,,5:30 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CA** CANCELLED **",Meeting details,Cancelled Meeting Notice,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22178&GUID=3798BB13-BAB3-44E6-BC29-0345411F84DC,,https://stockton.legistar.com/View.ashx?M=IC&ID=575461&GUID=03338504-74F8-44CC-80D2-E9CAB13815FD,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=575461&GUID=03338504-74F8-44CC-80D2-E9CAB13815FD&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=575461&GUID=03338504-74F8-44CC-80D2-E9CAB13815FD,,
53,Council Water Committee,5/10/2018,,4:00 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22177&GUID=DCAC49D0-9417-48E3-B697-3746F8FFA5F6,,https://stockton.legistar.com/View.ashx?M=IC&ID=595757&GUID=0A028BF3-09C7-4C1B-8170-C8F27057376F,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=595757&GUID=0A028BF3-09C7-4C1B-8170-C8F27057376F&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=595757&GUID=0A028BF3-09C7-4C1B-8170-C8F27057376F,,
54,Stockton Arts Commission,5/7/2018,,5:30 PM,"Oak Park Senior Center, 730 E. Fulton Street, Stockton CA",Meeting details,Meeting Agenda Packet,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22183&GUID=B2B39B26-5801-49BA-ACE3-AD5BC8356DC1,,https://stockton.legistar.com/View.ashx?M=IC&ID=600337&GUID=21D872AE-E4B7-4701-9872-C72114930B4B,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=600337&GUID=21D872AE-E4B7-4701-9872-C72114930B4B&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=600337&GUID=21D872AE-E4B7-4701-9872-C72114930B4B,,
55,Stockton Center Site Authority,5/4/2018,,1:00 PM,"California State University, Stansilaus Stockton Center - Acacia Court Room 1014, University Park, 612 E. Magnolia Street, Stockton CA",Meeting details,Meeting Agenda Packet,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=35407&GUID=807D45FE-20F8-4742-8B4E-79B95191FA5B,,https://stockton.legistar.com/View.ashx?M=IC&ID=556167&GUID=D6EADD7A-5728-44E3-80DF-6671156BA375,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=556167&GUID=D6EADD7A-5728-44E3-80DF-6671156BA375&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=556167&GUID=D6EADD7A-5728-44E3-80DF-6671156BA375,,
56,Water Advisory Group,5/2/2018,,3:30 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22184&GUID=E615C06F-B727-44EF-BB05-F51BDAFF2002,,https://stockton.legistar.com/View.ashx?M=IC&ID=595741&GUID=3DAF78DA-F4CD-4223-A472-1E8E3038F3EA,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=595741&GUID=3DAF78DA-F4CD-4223-A472-1E8E3038F3EA&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=595741&GUID=3DAF78DA-F4CD-4223-A472-1E8E3038F3EA,,
57,City Council/Successor Agency to the Redevelopment Agency/Public Financing Authority/Parking Authority Concurrent,5/1/2018,,5:30 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CASPECIAL CLOSED SESSION 4:30 PM :: SPECIAL SESSION 5:30 PM",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=20742&GUID=D8BDACAC-407F-44E9-9768-9B33C389D164,,https://stockton.legistar.com/View.ashx?M=IC&ID=605290&GUID=A2BD708C-B69B-4935-8A12-28F55905FE40,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=605290&GUID=A2BD708C-B69B-4935-8A12-28F55905FE40&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=605290&GUID=A2BD708C-B69B-4935-8A12-28F55905FE40,,
58,Planning Commission,4/26/2018,,5:30 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22178&GUID=3798BB13-BAB3-44E6-BC29-0345411F84DC,,https://stockton.legistar.com/View.ashx?M=IC&ID=575460&GUID=157BA4E8-8BDF-4280-B703-52EB1C250EB2,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=575460&GUID=157BA4E8-8BDF-4280-B703-52EB1C250EB2&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=575460&GUID=157BA4E8-8BDF-4280-B703-52EB1C250EB2,,
59,Parks and Recreation Commission,4/23/2018,,5:30 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Meeting Agenda Packet,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=23044&GUID=6C64FE09-2DD0-4B03-97BE-9C63532B420F,,https://stockton.legistar.com/View.ashx?M=IC&ID=603191&GUID=CE0D15E2-37B2-4863-9A96-81DC96F52616,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=603191&GUID=CE0D15E2-37B2-4863-9A96-81DC96F52616&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=603191&GUID=CE0D15E2-37B2-4863-9A96-81DC96F52616,,
60,Council Audit Committee,4/23/2018,,3:30 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA** SPECIAL **",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=21720&GUID=C323CDF5-4077-4351-BC2C-4A91756C2DC3,,https://stockton.legistar.com/View.ashx?M=IC&ID=598177&GUID=B7239DFA-54CA-44A9-A862-ABFC966E1AD4,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=598177&GUID=B7239DFA-54CA-44A9-A862-ABFC966E1AD4&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=598177&GUID=B7239DFA-54CA-44A9-A862-ABFC966E1AD4,,
61,Development Oversight Commission,4/20/2018,,9:00 AM,"Jack Silva Conference Room - Permit Center, 345 N. El Dorado Street, Stockton CA** SPECIAL **",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22181&GUID=C8207DAF-C348-4D5E-81BF-43A9A69B95D9,,https://stockton.legistar.com/View.ashx?M=IC&ID=602838&GUID=A2EE1923-7F6D-403A-8C34-88BFF6D632E3,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=602838&GUID=A2EE1923-7F6D-403A-8C34-88BFF6D632E3&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=602838&GUID=A2EE1923-7F6D-403A-8C34-88BFF6D632E3,,
62,Civil Service/Equal Employment Commission Concurrent,4/19/2018,,3:00 PM,"Council Chamber - City Hall, 425 N. El Dorado Street, Stockton CA",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=22179&GUID=EFA0F03E-6C5C-481F-B556-EC259E22A8EE,,https://stockton.legistar.com/View.ashx?M=IC&ID=585456&GUID=A9A35C4C-C339-465D-BFB3-B4D84AB04A7F,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=585456&GUID=A9A35C4C-C339-465D-BFB3-B4D84AB04A7F&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=585456&GUID=A9A35C4C-C339-465D-BFB3-B4D84AB04A7F,,
63,City Council/Successor Agency to the Redevelopment Agency/Public Financing Authority/Parking Authority Concurrent,4/17/2018,,4:00 PM,"Council Chamber, City Hall, 425 N. El Dorado Street, Stockton CACLOSED SESSION 4:00 PM :: REGULAR SESSION 5:30 PM",Meeting details,Agenda,Not available,Not available,https://stockton.legistar.com/DepartmentDetail.aspx?ID=20742&GUID=D8BDACAC-407F-44E9-9768-9B33C389D164,,https://stockton.legistar.com/View.ashx?M=IC&ID=574950&GUID=0A6B0342-E8ED-4885-A693-8AB3A467B4C5,,,https://stockton.legistar.com/MeetingDetail.aspx?ID=574950&GUID=0A6B0342-E8ED-4885-A693-8AB3A467B4C5&Options=info&Search=,https://stockton.legistar.com/View.ashx?M=A&ID=574950&GUID=0A6B0342-E8ED-4885-A693-8AB3A467B4C5,,
