,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Addendum Text,Agenda Text,Minutes Text,Video Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Addendum URL,Agenda URL,Minutes URL,Video URL,eComment URL
80,BOARD OF SUPERVISORS,7/24/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691608&GUID=4EFE125E-A20F-497E-8659-548BFCA61745,,,,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691608&GUID=4EFE125E-A20F-497E-8659-548BFCA61745,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691608&GUID=4EFE125E-A20F-497E-8659-548BFCA61745,https://sanmateocounty.legistar.com/#,
81,PLANNING COMMISSION,7/11/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691772&GUID=7EA664E3-9225-4ED9-961B-C1F0E55C70EA,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691772&GUID=7EA664E3-9225-4ED9-961B-C1F0E55C70EA&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691772&GUID=7EA664E3-9225-4ED9-961B-C1F0E55C70EA,,,
82,BOARD OF SUPERVISORS,7/10/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691607&GUID=A462DDF5-E082-45D0-9C37-5C1F981773B3,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691607&GUID=A462DDF5-E082-45D0-9C37-5C1F981773B3&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691607&GUID=A462DDF5-E082-45D0-9C37-5C1F981773B3,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691607&GUID=A462DDF5-E082-45D0-9C37-5C1F981773B3,https://sanmateocounty.legistar.com/#,
83,BOARD OF SUPERVISORS,7/3/2018,,8:15 AM,"SamCERA Board Room - 
100 Marine World Parkway, Suite 160
Redwood City, CA 94065SPECIAL MEETING OF THE BOARD OF SUPERVISORS",Meeting details,Not applicable,Agenda,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691874&GUID=E7B218B3-037E-487B-9C0F-3872D30ADCD6,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691874&GUID=E7B218B3-037E-487B-9C0F-3872D30ADCD6&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691874&GUID=E7B218B3-037E-487B-9C0F-3872D30ADCD6,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691874&GUID=E7B218B3-037E-487B-9C0F-3872D30ADCD6,,
84,PLANNING COMMISSION,6/27/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691771&GUID=04C4BA41-BAD5-4ECA-B001-77D298C3347E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691771&GUID=04C4BA41-BAD5-4ECA-B001-77D298C3347E&Options=info&Search=,,,,,
85,BOARD OF SUPERVISORS,6/26/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691606&GUID=F0F72F24-24CF-4B26-BA63-763FD3C444CC,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691606&GUID=F0F72F24-24CF-4B26-BA63-763FD3C444CC&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691606&GUID=F0F72F24-24CF-4B26-BA63-763FD3C444CC,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691606&GUID=F0F72F24-24CF-4B26-BA63-763FD3C444CC,https://sanmateocounty.legistar.com/#,
86,BOARD OF SUPERVISORS,6/25/2018,,8:15 AM,"SamCERA Board Room - 
100 Marine World Parkway, Suite 125
Redwood City, CA 94065SPECIAL MEETING OF THE BOARD OF SUPERVISORS",Meeting details,Not applicable,Agenda,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691858&GUID=0762FA6A-48ED-4FA9-9081-8B62AFB8D939,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691858&GUID=0762FA6A-48ED-4FA9-9081-8B62AFB8D939&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691858&GUID=0762FA6A-48ED-4FA9-9081-8B62AFB8D939,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691858&GUID=0762FA6A-48ED-4FA9-9081-8B62AFB8D939,,
87,BOARD OF SUPERVISORS,6/20/2018,,11:30 AM,Hall of JusticeSPECIAL MEETING OF THE BOARD OF SUPERVISORS,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691857&GUID=C48A782F-D929-4A3B-8A0D-029433AC6F38,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691857&GUID=C48A782F-D929-4A3B-8A0D-029433AC6F38&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691857&GUID=C48A782F-D929-4A3B-8A0D-029433AC6F38,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691857&GUID=C48A782F-D929-4A3B-8A0D-029433AC6F38,https://sanmateocounty.legistar.com/#,
88,BOARD OF SUPERVISORS,6/19/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691605&GUID=18A990D5-FF34-4A54-88FE-B90CBE0DDC1A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691605&GUID=18A990D5-FF34-4A54-88FE-B90CBE0DDC1A&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691605&GUID=18A990D5-FF34-4A54-88FE-B90CBE0DDC1A,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691605&GUID=18A990D5-FF34-4A54-88FE-B90CBE0DDC1A,https://sanmateocounty.legistar.com/#,
89,PLANNING COMMISSION,6/13/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691770&GUID=39640F3E-ACE1-4D92-AABA-94645A0DA6A5,,,,,,,,
90,BOARD OF SUPERVISORS,6/5/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691604&GUID=6397807E-296E-482E-957F-73B43CA1429A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691604&GUID=6397807E-296E-482E-957F-73B43CA1429A&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691604&GUID=6397807E-296E-482E-957F-73B43CA1429A,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691604&GUID=6397807E-296E-482E-957F-73B43CA1429A,https://sanmateocounty.legistar.com/#,
91,PLANNING COMMISSION,5/23/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691769&GUID=3C70EA7D-8E2B-42A1-9472-108A72EFA2F5,,,,,,,,
92,BOARD OF SUPERVISORS,5/22/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691603&GUID=488E6D55-9C59-4071-91FB-B1DE8601FDD9,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691603&GUID=488E6D55-9C59-4071-91FB-B1DE8601FDD9&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691603&GUID=488E6D55-9C59-4071-91FB-B1DE8601FDD9,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691603&GUID=488E6D55-9C59-4071-91FB-B1DE8601FDD9,https://sanmateocounty.legistar.com/#,
93,PLANNING COMMISSION,5/9/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691802&GUID=6BAED938-311B-4050-80E2-03DFCB2A095E,,,,,,,,
94,BOARD OF SUPERVISORS,5/8/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691602&GUID=8B2BDD3E-4409-428E-9DF3-5F00B9658BCE,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691602&GUID=8B2BDD3E-4409-428E-9DF3-5F00B9658BCE&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691602&GUID=8B2BDD3E-4409-428E-9DF3-5F00B9658BCE,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691602&GUID=8B2BDD3E-4409-428E-9DF3-5F00B9658BCE,https://sanmateocounty.legistar.com/#,
95,BOARD OF SUPERVISORS,4/24/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691601&GUID=6DC2517A-D186-4323-AA99-18AD53755D37,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691601&GUID=6DC2517A-D186-4323-AA99-18AD53755D37&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691601&GUID=6DC2517A-D186-4323-AA99-18AD53755D37,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691601&GUID=6DC2517A-D186-4323-AA99-18AD53755D37,https://sanmateocounty.legistar.com/#,
96,BOARD OF SUPERVISORS,4/10/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691600&GUID=808EED95-416A-4FC4-81A9-18151D8FD40C,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691600&GUID=808EED95-416A-4FC4-81A9-18151D8FD40C&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691600&GUID=808EED95-416A-4FC4-81A9-18151D8FD40C,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691600&GUID=808EED95-416A-4FC4-81A9-18151D8FD40C,https://sanmateocounty.legistar.com/#,
97,BOARD OF SUPERVISORS,3/27/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691599&GUID=19647D93-9A6A-44A9-8CDD-8B5F273E25E0,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691599&GUID=19647D93-9A6A-44A9-8CDD-8B5F273E25E0&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691599&GUID=19647D93-9A6A-44A9-8CDD-8B5F273E25E0,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691599&GUID=19647D93-9A6A-44A9-8CDD-8B5F273E25E0,https://sanmateocounty.legistar.com/#,
98,BOARD OF SUPERVISORS,3/13/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691598&GUID=46FE7245-BCE7-4FFF-9D24-63F879CD49BF,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691598&GUID=46FE7245-BCE7-4FFF-9D24-63F879CD49BF&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691598&GUID=46FE7245-BCE7-4FFF-9D24-63F879CD49BF,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691598&GUID=46FE7245-BCE7-4FFF-9D24-63F879CD49BF,https://sanmateocounty.legistar.com/#,
99,BOARD OF SUPERVISORS,2/27/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691597&GUID=72C766B3-34F2-4AAA-833E-7CCC1EC9A3A8,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691597&GUID=72C766B3-34F2-4AAA-833E-7CCC1EC9A3A8&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691597&GUID=72C766B3-34F2-4AAA-833E-7CCC1EC9A3A8,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691597&GUID=72C766B3-34F2-4AAA-833E-7CCC1EC9A3A8,https://sanmateocounty.legistar.com/#,
0,BOARD OF SUPERVISORS,2/13/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691596&GUID=CCA32CF3-DAF3-426F-A65B-1C0189EEB034,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691596&GUID=CCA32CF3-DAF3-426F-A65B-1C0189EEB034&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691596&GUID=CCA32CF3-DAF3-426F-A65B-1C0189EEB034,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691596&GUID=CCA32CF3-DAF3-426F-A65B-1C0189EEB034,https://sanmateocounty.legistar.com/#,
1,BOARD OF SUPERVISORS,1/23/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691595&GUID=6156AC1B-1745-4CA7-8FF9-0E80FB34F394,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691595&GUID=6156AC1B-1745-4CA7-8FF9-0E80FB34F394&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691595&GUID=6156AC1B-1745-4CA7-8FF9-0E80FB34F394,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691595&GUID=6156AC1B-1745-4CA7-8FF9-0E80FB34F394,https://sanmateocounty.legistar.com/#,
2,BOARD OF SUPERVISORS,1/9/2018,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691594&GUID=C0D5E20B-B15F-4723-AD3E-B4C9EB11C54A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691594&GUID=C0D5E20B-B15F-4723-AD3E-B4C9EB11C54A&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691594&GUID=C0D5E20B-B15F-4723-AD3E-B4C9EB11C54A,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691594&GUID=C0D5E20B-B15F-4723-AD3E-B4C9EB11C54A,https://sanmateocounty.legistar.com/#,
3,BOARD OF SUPERVISORS,12/12/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691591&GUID=755090C7-A0AA-4314-A582-BA3DD1A6862F,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691591&GUID=755090C7-A0AA-4314-A582-BA3DD1A6862F&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691591&GUID=755090C7-A0AA-4314-A582-BA3DD1A6862F,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691591&GUID=755090C7-A0AA-4314-A582-BA3DD1A6862F,https://sanmateocounty.legistar.com/#,
4,BOARD OF SUPERVISORS,12/5/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691590&GUID=27CDB919-0BDC-441E-8CB1-8BD438B158F2,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691590&GUID=27CDB919-0BDC-441E-8CB1-8BD438B158F2&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691590&GUID=27CDB919-0BDC-441E-8CB1-8BD438B158F2,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691590&GUID=27CDB919-0BDC-441E-8CB1-8BD438B158F2,https://sanmateocounty.legistar.com/#,
5,BOARD OF SUPERVISORS,11/21/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691589&GUID=7C62080B-9B4C-4BA1-8962-190EDEA1497A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691589&GUID=7C62080B-9B4C-4BA1-8962-190EDEA1497A&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691589&GUID=7C62080B-9B4C-4BA1-8962-190EDEA1497A,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691589&GUID=7C62080B-9B4C-4BA1-8962-190EDEA1497A,https://sanmateocounty.legistar.com/#,
6,BOARD OF SUPERVISORS,11/7/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691588&GUID=F52029EB-818E-420D-B07C-3CA4F846670B,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691588&GUID=F52029EB-818E-420D-B07C-3CA4F846670B&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691588&GUID=F52029EB-818E-420D-B07C-3CA4F846670B,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691588&GUID=F52029EB-818E-420D-B07C-3CA4F846670B,https://sanmateocounty.legistar.com/#,
7,BOARD OF SUPERVISORS,10/31/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691587&GUID=530638C6-95DB-4695-8924-9A7531A357CE,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691587&GUID=530638C6-95DB-4695-8924-9A7531A357CE&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691587&GUID=530638C6-95DB-4695-8924-9A7531A357CE,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691587&GUID=530638C6-95DB-4695-8924-9A7531A357CE,https://sanmateocounty.legistar.com/#,
8,BOARD OF SUPERVISORS,10/17/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691586&GUID=80D1DA08-8FB8-42BA-A305-F8B6E4A3FD3D,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691586&GUID=80D1DA08-8FB8-42BA-A305-F8B6E4A3FD3D&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691586&GUID=80D1DA08-8FB8-42BA-A305-F8B6E4A3FD3D,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691586&GUID=80D1DA08-8FB8-42BA-A305-F8B6E4A3FD3D,https://sanmateocounty.legistar.com/#,
9,BOARD OF SUPERVISORS,9/26/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691581&GUID=8D21F8BE-CFB0-43CD-9D40-B27626E26DDB,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691581&GUID=8D21F8BE-CFB0-43CD-9D40-B27626E26DDB&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691581&GUID=8D21F8BE-CFB0-43CD-9D40-B27626E26DDB,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691581&GUID=8D21F8BE-CFB0-43CD-9D40-B27626E26DDB,https://sanmateocounty.legistar.com/#,
10,BOARD OF SUPERVISORS,9/12/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691582&GUID=D177488C-E129-40BC-8BE5-177ACC9207E3,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691582&GUID=D177488C-E129-40BC-8BE5-177ACC9207E3&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691582&GUID=D177488C-E129-40BC-8BE5-177ACC9207E3,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691582&GUID=D177488C-E129-40BC-8BE5-177ACC9207E3,https://sanmateocounty.legistar.com/#,
11,BOARD OF SUPERVISORS,8/8/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691580&GUID=B802260F-CD1D-4D64-801C-31E09BC83D6C,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691580&GUID=B802260F-CD1D-4D64-801C-31E09BC83D6C&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691580&GUID=B802260F-CD1D-4D64-801C-31E09BC83D6C,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691580&GUID=B802260F-CD1D-4D64-801C-31E09BC83D6C,https://sanmateocounty.legistar.com/#,
12,BOARD OF SUPERVISORS,7/25/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691579&GUID=2446F5DA-4844-4ED1-BD96-4B9417E4983E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691579&GUID=2446F5DA-4844-4ED1-BD96-4B9417E4983E&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691579&GUID=2446F5DA-4844-4ED1-BD96-4B9417E4983E,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691579&GUID=2446F5DA-4844-4ED1-BD96-4B9417E4983E,https://sanmateocounty.legistar.com/#,
13,BOARD OF SUPERVISORS,7/11/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691578&GUID=5E65E157-D44A-440F-B7C0-5C51BAD9164D,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691578&GUID=5E65E157-D44A-440F-B7C0-5C51BAD9164D&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691578&GUID=5E65E157-D44A-440F-B7C0-5C51BAD9164D,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691578&GUID=5E65E157-D44A-440F-B7C0-5C51BAD9164D,https://sanmateocounty.legistar.com/#,
14,BOARD OF SUPERVISORS,6/27/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691593&GUID=560A39BE-D6DB-4539-AF77-2B4051680106,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691593&GUID=560A39BE-D6DB-4539-AF77-2B4051680106&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691593&GUID=560A39BE-D6DB-4539-AF77-2B4051680106,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691593&GUID=560A39BE-D6DB-4539-AF77-2B4051680106,https://sanmateocounty.legistar.com/#,
15,BOARD OF SUPERVISORS,6/21/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691585&GUID=7B87451D-CDDA-4DAC-BBE6-FC53DBD2A015,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691585&GUID=7B87451D-CDDA-4DAC-BBE6-FC53DBD2A015&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691585&GUID=7B87451D-CDDA-4DAC-BBE6-FC53DBD2A015,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691585&GUID=7B87451D-CDDA-4DAC-BBE6-FC53DBD2A015,https://sanmateocounty.legistar.com/#,
16,BOARD OF SUPERVISORS,6/20/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691584&GUID=9A0717F8-28F2-4D0D-8D92-CCD95C53661C,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691584&GUID=9A0717F8-28F2-4D0D-8D92-CCD95C53661C&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691584&GUID=9A0717F8-28F2-4D0D-8D92-CCD95C53661C,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691584&GUID=9A0717F8-28F2-4D0D-8D92-CCD95C53661C,https://sanmateocounty.legistar.com/#,
17,BOARD OF SUPERVISORS,6/19/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691583&GUID=EAF6013E-A6D9-4169-99AF-CD33D94B7A76,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691583&GUID=EAF6013E-A6D9-4169-99AF-CD33D94B7A76&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691583&GUID=EAF6013E-A6D9-4169-99AF-CD33D94B7A76,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691583&GUID=EAF6013E-A6D9-4169-99AF-CD33D94B7A76,https://sanmateocounty.legistar.com/#,
18,BOARD OF SUPERVISORS,6/6/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691577&GUID=7F8CF911-89C9-4950-9C5A-6E2C1E18E531,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691577&GUID=7F8CF911-89C9-4950-9C5A-6E2C1E18E531&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691577&GUID=7F8CF911-89C9-4950-9C5A-6E2C1E18E531,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691577&GUID=7F8CF911-89C9-4950-9C5A-6E2C1E18E531,https://sanmateocounty.legistar.com/#,
19,BOARD OF SUPERVISORS,5/16/2017,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Agenda,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691576&GUID=7FE0F829-BFC1-4DA6-95A7-6BEE71DD7AE6,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691576&GUID=7FE0F829-BFC1-4DA6-95A7-6BEE71DD7AE6&Options=info&Search=,,https://sanmateocounty.legistar.com/View.ashx?M=A&ID=691576&GUID=7FE0F829-BFC1-4DA6-95A7-6BEE71DD7AE6,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691576&GUID=7FE0F829-BFC1-4DA6-95A7-6BEE71DD7AE6,https://sanmateocounty.legistar.com/#,
