,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Addendum Text,Agenda Text,Minutes Text,Video Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Addendum URL,Agenda URL,Minutes URL,Video URL,eComment URL
64,BOARD OF SUPERVISORS,10/6/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691752&GUID=E0877453-0333-4445-9707-3CFB20D6E70E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691752&GUID=E0877453-0333-4445-9707-3CFB20D6E70E&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691752&GUID=E0877453-0333-4445-9707-3CFB20D6E70E,https://sanmateocounty.legistar.com/#,
65,BOARD OF SUPERVISORS,9/22/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691763&GUID=0D7F266F-0E1C-4F33-A452-BBB3B4E28FB9,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691763&GUID=0D7F266F-0E1C-4F33-A452-BBB3B4E28FB9&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691763&GUID=0D7F266F-0E1C-4F33-A452-BBB3B4E28FB9,https://sanmateocounty.legistar.com/#,
66,BOARD OF SUPERVISORS,9/1/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691697&GUID=C0C8CE39-6C34-412B-8144-DEB1D5E09C93,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691697&GUID=C0C8CE39-6C34-412B-8144-DEB1D5E09C93&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691697&GUID=C0C8CE39-6C34-412B-8144-DEB1D5E09C93,https://sanmateocounty.legistar.com/#,
67,BOARD OF SUPERVISORS,8/4/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691738&GUID=33B887D5-BE34-4061-900F-37660163AE9A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691738&GUID=33B887D5-BE34-4061-900F-37660163AE9A&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691738&GUID=33B887D5-BE34-4061-900F-37660163AE9A,https://sanmateocounty.legistar.com/#,
68,BOARD OF SUPERVISORS,7/21/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691680&GUID=8C9DDF7D-8A68-434D-BFBC-E117D1D02B84,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691680&GUID=8C9DDF7D-8A68-434D-BFBC-E117D1D02B84&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691680&GUID=8C9DDF7D-8A68-434D-BFBC-E117D1D02B84,https://sanmateocounty.legistar.com/#,
69,BOARD OF SUPERVISORS,7/7/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691762&GUID=2A6B3630-B28B-4BB9-B23C-1B68860608B7,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691762&GUID=2A6B3630-B28B-4BB9-B23C-1B68860608B7&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691762&GUID=2A6B3630-B28B-4BB9-B23C-1B68860608B7,https://sanmateocounty.legistar.com/#,
70,BOARD OF SUPERVISORS,6/24/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691679&GUID=02BFEAA9-B204-4252-A588-373A3887A417,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691679&GUID=02BFEAA9-B204-4252-A588-373A3887A417&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691679&GUID=02BFEAA9-B204-4252-A588-373A3887A417,https://sanmateocounty.legistar.com/#,
71,BOARD OF SUPERVISORS,6/23/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691678&GUID=299E3EC3-4716-4A66-8E2F-8DE2C64E132C,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691678&GUID=299E3EC3-4716-4A66-8E2F-8DE2C64E132C&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691678&GUID=299E3EC3-4716-4A66-8E2F-8DE2C64E132C,https://sanmateocounty.legistar.com/#,
72,BOARD OF SUPERVISORS,6/22/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691747&GUID=D6985BCE-64AA-4AD0-9BF1-A211C6E49B85,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691747&GUID=D6985BCE-64AA-4AD0-9BF1-A211C6E49B85&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691747&GUID=D6985BCE-64AA-4AD0-9BF1-A211C6E49B85,https://sanmateocounty.legistar.com/#,
73,BOARD OF SUPERVISORS,6/16/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691746&GUID=595204D0-9919-4161-B8F7-763B0BBE394A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691746&GUID=595204D0-9919-4161-B8F7-763B0BBE394A&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691746&GUID=595204D0-9919-4161-B8F7-763B0BBE394A,https://sanmateocounty.legistar.com/#,
74,BOARD OF SUPERVISORS,6/2/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691731&GUID=6B5664DF-8073-4876-8EA5-982A8595C256,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691731&GUID=6B5664DF-8073-4876-8EA5-982A8595C256&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691731&GUID=6B5664DF-8073-4876-8EA5-982A8595C256,https://sanmateocounty.legistar.com/#,
75,BOARD OF SUPERVISORS,5/19/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691677&GUID=CB6B992D-AD13-43D6-A5D4-9B73D089228A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691677&GUID=CB6B992D-AD13-43D6-A5D4-9B73D089228A&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691677&GUID=CB6B992D-AD13-43D6-A5D4-9B73D089228A,https://sanmateocounty.legistar.com/#,
76,BOARD OF SUPERVISORS,4/28/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691676&GUID=49EF11E5-CE9F-49F1-808F-562D7E9E9E08,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691676&GUID=49EF11E5-CE9F-49F1-808F-562D7E9E9E08&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691676&GUID=49EF11E5-CE9F-49F1-808F-562D7E9E9E08,https://sanmateocounty.legistar.com/#,
77,BOARD OF SUPERVISORS,4/14/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691675&GUID=C67E1A8C-B6D6-445C-B4D1-852593E0BE78,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691675&GUID=C67E1A8C-B6D6-445C-B4D1-852593E0BE78&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691675&GUID=C67E1A8C-B6D6-445C-B4D1-852593E0BE78,https://sanmateocounty.legistar.com/#,
78,BOARD OF SUPERVISORS,3/31/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691758&GUID=A9FFC4C4-81A8-4692-BBA7-08A48C9AFDD5,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691758&GUID=A9FFC4C4-81A8-4692-BBA7-08A48C9AFDD5&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691758&GUID=A9FFC4C4-81A8-4692-BBA7-08A48C9AFDD5,https://sanmateocounty.legistar.com/#,
79,BOARD OF SUPERVISORS,3/17/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691696&GUID=2FA2E52D-80A1-43BF-A422-F362A7EBDBAD,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691696&GUID=2FA2E52D-80A1-43BF-A422-F362A7EBDBAD&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691696&GUID=2FA2E52D-80A1-43BF-A422-F362A7EBDBAD,https://sanmateocounty.legistar.com/#,
80,BOARD OF SUPERVISORS,2/24/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691674&GUID=B35C0C44-1EDB-4D3E-B021-B02EAEE637E3,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691674&GUID=B35C0C44-1EDB-4D3E-B021-B02EAEE637E3&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691674&GUID=B35C0C44-1EDB-4D3E-B021-B02EAEE637E3,https://sanmateocounty.legistar.com/#,
81,BOARD OF SUPERVISORS,2/10/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691673&GUID=E9FE5CA2-3162-4F6C-AF56-D8D11EE1AFDD,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691673&GUID=E9FE5CA2-3162-4F6C-AF56-D8D11EE1AFDD&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691673&GUID=E9FE5CA2-3162-4F6C-AF56-D8D11EE1AFDD,https://sanmateocounty.legistar.com/#,
82,BOARD OF SUPERVISORS,1/27/2015,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691672&GUID=EBF2CCEE-B6AF-4B7A-B166-A32717CC8E04,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691672&GUID=EBF2CCEE-B6AF-4B7A-B166-A32717CC8E04&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691672&GUID=EBF2CCEE-B6AF-4B7A-B166-A32717CC8E04,https://sanmateocounty.legistar.com/#,
83,BOARD OF SUPERVISORS,1/27/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691695&GUID=778DBE77-F29A-4C57-A250-9E8EE5A49718,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691695&GUID=778DBE77-F29A-4C57-A250-9E8EE5A49718&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691695&GUID=778DBE77-F29A-4C57-A250-9E8EE5A49718,https://sanmateocounty.legistar.com/#,
84,BOARD OF SUPERVISORS,1/17/2015,,4:30 PM,Hall of JusticeSpecial,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691671&GUID=190D0498-CA78-401F-AD8F-512D3E09E670,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691671&GUID=190D0498-CA78-401F-AD8F-512D3E09E670&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691671&GUID=190D0498-CA78-401F-AD8F-512D3E09E670,https://sanmateocounty.legistar.com/#,
85,BOARD OF SUPERVISORS,1/13/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691737&GUID=D0352D6B-E237-4E7F-A51B-C42398564EFC,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691737&GUID=D0352D6B-E237-4E7F-A51B-C42398564EFC&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691737&GUID=D0352D6B-E237-4E7F-A51B-C42398564EFC,https://sanmateocounty.legistar.com/#,
86,BOARD OF SUPERVISORS,1/6/2015,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691736&GUID=8F87992A-955E-484F-99CD-F83FAC96CE81,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691736&GUID=8F87992A-955E-484F-99CD-F83FAC96CE81&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691736&GUID=8F87992A-955E-484F-99CD-F83FAC96CE81,https://sanmateocounty.legistar.com/#,
87,BOARD OF SUPERVISORS,12/19/2014,,2:30 PM,Hall of JusticeSpecial,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691670&GUID=2F394914-9BA0-440B-8643-B954B9542378,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691670&GUID=2F394914-9BA0-440B-8643-B954B9542378&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691670&GUID=2F394914-9BA0-440B-8643-B954B9542378,https://sanmateocounty.legistar.com/#,
88,BOARD OF SUPERVISORS,12/9/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691669&GUID=AFE6C55C-1F83-4BF6-8855-A65CF0E6DA13,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691669&GUID=AFE6C55C-1F83-4BF6-8855-A65CF0E6DA13&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691669&GUID=AFE6C55C-1F83-4BF6-8855-A65CF0E6DA13,https://sanmateocounty.legistar.com/#,
89,BOARD OF SUPERVISORS,11/18/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691745&GUID=BFEED7CA-15F7-4498-BD64-12340B4C969F,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691745&GUID=BFEED7CA-15F7-4498-BD64-12340B4C969F&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691745&GUID=BFEED7CA-15F7-4498-BD64-12340B4C969F,https://sanmateocounty.legistar.com/#,
90,BOARD OF SUPERVISORS,11/4/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691667&GUID=7CB13B8A-0A81-4AC5-A22C-26CD8547086A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691667&GUID=7CB13B8A-0A81-4AC5-A22C-26CD8547086A&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691667&GUID=7CB13B8A-0A81-4AC5-A22C-26CD8547086A,https://sanmateocounty.legistar.com/#,
91,BOARD OF SUPERVISORS,11/4/2014,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691668&GUID=C10CB6F5-F39B-485A-8B01-5759DADC8C75,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691668&GUID=C10CB6F5-F39B-485A-8B01-5759DADC8C75&Options=info&Search=,,,,,
92,BOARD OF SUPERVISORS,10/21/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691666&GUID=EA5A89CF-EB31-4008-8BBC-80EA7DC1428A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691666&GUID=EA5A89CF-EB31-4008-8BBC-80EA7DC1428A&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691666&GUID=EA5A89CF-EB31-4008-8BBC-80EA7DC1428A,https://sanmateocounty.legistar.com/#,
93,BOARD OF SUPERVISORS,10/7/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691665&GUID=788B117F-4786-4AE8-8234-FA5D352CBB68,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691665&GUID=788B117F-4786-4AE8-8234-FA5D352CBB68&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691665&GUID=788B117F-4786-4AE8-8234-FA5D352CBB68,https://sanmateocounty.legistar.com/#,
94,BOARD OF SUPERVISORS,9/30/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691664&GUID=650EDD04-523A-4D3B-B8A6-C4499B7BCF3E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691664&GUID=650EDD04-523A-4D3B-B8A6-C4499B7BCF3E&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691664&GUID=650EDD04-523A-4D3B-B8A6-C4499B7BCF3E,https://sanmateocounty.legistar.com/#,
95,BOARD OF SUPERVISORS,9/9/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691694&GUID=AE18CD9F-ABC2-45F6-B4CE-B31C964B1BE6,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691694&GUID=AE18CD9F-ABC2-45F6-B4CE-B31C964B1BE6&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691694&GUID=AE18CD9F-ABC2-45F6-B4CE-B31C964B1BE6,https://sanmateocounty.legistar.com/#,
96,BOARD OF SUPERVISORS,8/5/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691663&GUID=F3CD6723-0AF5-4814-8D9E-65C176345751,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691663&GUID=F3CD6723-0AF5-4814-8D9E-65C176345751&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691663&GUID=F3CD6723-0AF5-4814-8D9E-65C176345751,https://sanmateocounty.legistar.com/#,
97,BOARD OF SUPERVISORS,7/15/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691662&GUID=4360BEA2-25D8-4D3A-AAE8-E5056107EA83,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691662&GUID=4360BEA2-25D8-4D3A-AAE8-E5056107EA83&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691662&GUID=4360BEA2-25D8-4D3A-AAE8-E5056107EA83,https://sanmateocounty.legistar.com/#,
98,BOARD OF SUPERVISORS,7/1/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691744&GUID=E2C879A0-6B9A-415D-944B-6F40CE13226F,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691744&GUID=E2C879A0-6B9A-415D-944B-6F40CE13226F&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691744&GUID=E2C879A0-6B9A-415D-944B-6F40CE13226F,https://sanmateocounty.legistar.com/#,
99,BOARD OF SUPERVISORS,6/17/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691661&GUID=5C3E0D75-8B2F-4C00-9C31-B36FEFE76512,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691661&GUID=5C3E0D75-8B2F-4C00-9C31-B36FEFE76512&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691661&GUID=5C3E0D75-8B2F-4C00-9C31-B36FEFE76512,https://sanmateocounty.legistar.com/#,
0,BOARD OF SUPERVISORS,6/3/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691660&GUID=6F2AC047-B7DA-4983-AC37-92E200988D0A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691660&GUID=6F2AC047-B7DA-4983-AC37-92E200988D0A&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691660&GUID=6F2AC047-B7DA-4983-AC37-92E200988D0A,https://sanmateocounty.legistar.com/#,
1,BOARD OF SUPERVISORS,5/20/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691645&GUID=0E0D3A33-019B-43B5-8F38-AA8472604DC0,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691645&GUID=0E0D3A33-019B-43B5-8F38-AA8472604DC0&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691645&GUID=0E0D3A33-019B-43B5-8F38-AA8472604DC0,https://sanmateocounty.legistar.com/#,
2,BOARD OF SUPERVISORS,5/6/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691735&GUID=EF417CA4-92BB-4FA0-85D3-776CB2E8A5D0,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691735&GUID=EF417CA4-92BB-4FA0-85D3-776CB2E8A5D0&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691735&GUID=EF417CA4-92BB-4FA0-85D3-776CB2E8A5D0,https://sanmateocounty.legistar.com/#,
3,BOARD OF SUPERVISORS,4/22/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691693&GUID=36D3B7D5-F251-4FF3-9B2C-345A08333D53,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691693&GUID=36D3B7D5-F251-4FF3-9B2C-345A08333D53&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691693&GUID=36D3B7D5-F251-4FF3-9B2C-345A08333D53,https://sanmateocounty.legistar.com/#,
4,BOARD OF SUPERVISORS,4/8/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691757&GUID=9494A928-CFD9-4DD6-A98C-FEA95B4B8C9F,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691757&GUID=9494A928-CFD9-4DD6-A98C-FEA95B4B8C9F&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691757&GUID=9494A928-CFD9-4DD6-A98C-FEA95B4B8C9F,https://sanmateocounty.legistar.com/#,
5,BOARD OF SUPERVISORS,3/25/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691659&GUID=1129099C-8B31-413E-8BA1-62AB17C0EDEC,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691659&GUID=1129099C-8B31-413E-8BA1-62AB17C0EDEC&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691659&GUID=1129099C-8B31-413E-8BA1-62AB17C0EDEC,https://sanmateocounty.legistar.com/#,
6,BOARD OF SUPERVISORS,3/11/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691730&GUID=F3813DFE-C86A-430F-9606-2BE2B66F7CEB,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691730&GUID=F3813DFE-C86A-430F-9606-2BE2B66F7CEB&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691730&GUID=F3813DFE-C86A-430F-9606-2BE2B66F7CEB,https://sanmateocounty.legistar.com/#,
7,BOARD OF SUPERVISORS,2/25/2014,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691657&GUID=1A035F04-03B0-4282-BF11-EC6F08994CBB,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691657&GUID=1A035F04-03B0-4282-BF11-EC6F08994CBB&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691657&GUID=1A035F04-03B0-4282-BF11-EC6F08994CBB,,
8,BOARD OF SUPERVISORS,2/25/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691658&GUID=5C988B2F-15E0-449A-A63E-FC3F397CD3AA,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691658&GUID=5C988B2F-15E0-449A-A63E-FC3F397CD3AA&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691658&GUID=5C988B2F-15E0-449A-A63E-FC3F397CD3AA,,
9,BOARD OF SUPERVISORS,2/11/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691743&GUID=22FB810C-0296-42C0-A6B5-62D402D5EBD6,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691743&GUID=22FB810C-0296-42C0-A6B5-62D402D5EBD6&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691743&GUID=22FB810C-0296-42C0-A6B5-62D402D5EBD6,https://sanmateocounty.legistar.com/#,
