,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL,eComment URL
14,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,8/15/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612832&GUID=98861D23-C575-4E60-B38E-72648B99D97F,,,MeetingDetail.aspx?ID=612832&GUID=98861D23-C575-4E60-B38E-72648B99D97F&Options=info&Search=,View.ashx?M=A&ID=612832&GUID=98861D23-C575-4E60-B38E-72648B99D97F,,#,
15,City Council,8/14/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610814&GUID=2F8B626F-2F22-4AFE-9DA0-0AB0A5E5FF93,,,MeetingDetail.aspx?ID=610814&GUID=2F8B626F-2F22-4AFE-9DA0-0AB0A5E5FF93&Options=info&Search=,View.ashx?M=A&ID=610814&GUID=2F8B626F-2F22-4AFE-9DA0-0AB0A5E5FF93,View.ashx?M=M&ID=610814&GUID=2F8B626F-2F22-4AFE-9DA0-0AB0A5E5FF93,#,
16,Transportation and Environment Committee (T&E),8/13/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=33885&GUID=B8D373E4-359D-470B-962C-BFAA26D7ED6E,,View.ashx?M=IC&ID=614720&GUID=592179E5-0E2E-49DD-AA12-2F8881C7794E,,,MeetingDetail.aspx?ID=614720&GUID=592179E5-0E2E-49DD-AA12-2F8881C7794E&Options=info&Search=,View.ashx?M=A&ID=614720&GUID=592179E5-0E2E-49DD-AA12-2F8881C7794E,View.ashx?M=M&ID=614720&GUID=592179E5-0E2E-49DD-AA12-2F8881C7794E,#,
17,City Council,8/10/2018,,10:00 AM,"Council ChambersAdjourned Regular City Council Meeting, Special City Council Meeting",Meeting details,Agenda Special Mtg 8/10/18,Not available,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=619662&GUID=256EEC23-7C76-41CB-A8A4-7277E77C43EB,,,MeetingDetail.aspx?ID=619662&GUID=256EEC23-7C76-41CB-A8A4-7277E77C43EB&Options=info&Search=,View.ashx?M=A&ID=619662&GUID=256EEC23-7C76-41CB-A8A4-7277E77C43EB,,#,
18,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,8/8/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612831&GUID=4E7CB640-322B-41D0-AE19-49919E995355,,,MeetingDetail.aspx?ID=612831&GUID=4E7CB640-322B-41D0-AE19-49919E995355&Options=info&Search=,View.ashx?M=A&ID=612831&GUID=4E7CB640-322B-41D0-AE19-49919E995355,,#,
19,City Council,8/7/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610813&GUID=35143E9D-C00E-401A-8187-DD1817E8F885,,,MeetingDetail.aspx?ID=610813&GUID=35143E9D-C00E-401A-8187-DD1817E8F885&Options=info&Search=,View.ashx?M=A&ID=610813&GUID=35143E9D-C00E-401A-8187-DD1817E8F885,View.ashx?M=M&ID=610813&GUID=35143E9D-C00E-401A-8187-DD1817E8F885,#,
20,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,8/1/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612830&GUID=F4B817D6-FB9D-4E37-98D3-6CCC5834E219,,,MeetingDetail.aspx?ID=612830&GUID=F4B817D6-FB9D-4E37-98D3-6CCC5834E219&Options=info&Search=,View.ashx?M=A&ID=612830&GUID=F4B817D6-FB9D-4E37-98D3-6CCC5834E219,,#,
21,City Council,6/26/2018,,11:00 AM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=604598&GUID=FCF17DCF-1E9B-4FF4-98AD-31EDB5702659,,,MeetingDetail.aspx?ID=604598&GUID=FCF17DCF-1E9B-4FF4-98AD-31EDB5702659&Options=info&Search=,View.ashx?M=A&ID=604598&GUID=FCF17DCF-1E9B-4FF4-98AD-31EDB5702659,View.ashx?M=M&ID=604598&GUID=FCF17DCF-1E9B-4FF4-98AD-31EDB5702659,#,
22,Community & Economic Development Committee (CED),6/25/2018,,1:30 PM,Wing Rooms W118 - W120,Meeting details,Agenda,Minutes,Not available,Not available,DepartmentDetail.aspx?ID=21680&GUID=37CAF97D-86D4-4A85-8E07-BF7EA67F55CD,,View.ashx?M=IC&ID=588071&GUID=EF1ED18F-E4F5-4382-9A0A-CBE87722E077,,,MeetingDetail.aspx?ID=588071&GUID=EF1ED18F-E4F5-4382-9A0A-CBE87722E077&Options=info&Search=,View.ashx?M=A&ID=588071&GUID=EF1ED18F-E4F5-4382-9A0A-CBE87722E077,View.ashx?M=M&ID=588071&GUID=EF1ED18F-E4F5-4382-9A0A-CBE87722E077,,
23,"Public Safety, Finance and Strategic Support Committee (PSFSS)",6/21/2018,,1:30 PM,Chambers,Meeting details,Agenda,Minutes,Not available,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=587528&GUID=701702BE-2A41-4E7E-8260-244EF4046115,,,MeetingDetail.aspx?ID=587528&GUID=701702BE-2A41-4E7E-8260-244EF4046115&Options=info&Search=,View.ashx?M=A&ID=587528&GUID=701702BE-2A41-4E7E-8260-244EF4046115,View.ashx?M=M&ID=587528&GUID=701702BE-2A41-4E7E-8260-244EF4046115,,
24,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,6/20/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=586473&GUID=227A7500-9E37-45EC-962F-90DDFE0EFA09,,,MeetingDetail.aspx?ID=586473&GUID=227A7500-9E37-45EC-962F-90DDFE0EFA09&Options=info&Search=,View.ashx?M=A&ID=586473&GUID=227A7500-9E37-45EC-962F-90DDFE0EFA09,View.ashx?M=M&ID=586473&GUID=227A7500-9E37-45EC-962F-90DDFE0EFA09,,
25,City Council,6/19/2018,,11:00 AM,Council Chambers,Meeting details,Agenda,"Synopsis-June 19, 2018",Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=604597&GUID=2665F812-AA47-4CF1-8CB0-A7814C04DBA5,,,MeetingDetail.aspx?ID=604597&GUID=2665F812-AA47-4CF1-8CB0-A7814C04DBA5&Options=info&Search=,View.ashx?M=A&ID=604597&GUID=2665F812-AA47-4CF1-8CB0-A7814C04DBA5,View.ashx?M=M&ID=604597&GUID=2665F812-AA47-4CF1-8CB0-A7814C04DBA5,#,
26,Neighborhood Services and Education Committee (NSE),6/14/2018,,1:30 PM,W118-120,Meeting details,Agenda,Minutes,Not available,Not available,DepartmentDetail.aspx?ID=21678&GUID=9BE13212-2A5F-4E35-9334-75E444952FA6,,View.ashx?M=IC&ID=587527&GUID=8C2B4FA1-F31F-4EF3-9E31-303E60C379EC,,,MeetingDetail.aspx?ID=587527&GUID=8C2B4FA1-F31F-4EF3-9E31-303E60C379EC&Options=info&Search=,View.ashx?M=A&ID=587527&GUID=8C2B4FA1-F31F-4EF3-9E31-303E60C379EC,View.ashx?M=M&ID=587527&GUID=8C2B4FA1-F31F-4EF3-9E31-303E60C379EC,,
27,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,6/13/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=586472&GUID=BCB109E8-2D11-42C1-87AA-08C6AF941D55,,,MeetingDetail.aspx?ID=586472&GUID=BCB109E8-2D11-42C1-87AA-08C6AF941D55&Options=info&Search=,View.ashx?M=A&ID=586472&GUID=BCB109E8-2D11-42C1-87AA-08C6AF941D55,View.ashx?M=M&ID=586472&GUID=BCB109E8-2D11-42C1-87AA-08C6AF941D55,#,
28,City Council,6/12/2018,,11:00 AM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=604596&GUID=DBD4DAB0-E591-4AB6-A1D3-B407CA083FAE,,,MeetingDetail.aspx?ID=604596&GUID=DBD4DAB0-E591-4AB6-A1D3-B407CA083FAE&Options=info&Search=,View.ashx?M=A&ID=604596&GUID=DBD4DAB0-E591-4AB6-A1D3-B407CA083FAE,View.ashx?M=M&ID=604596&GUID=DBD4DAB0-E591-4AB6-A1D3-B407CA083FAE,#,
29,City Council,6/11/2018,,6:00 PM,Council ChambersCity Council Special Meeting,Meeting details,Special City Council Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=607608&GUID=1176AD13-5621-4220-BEDB-15C9C9F1785B,,,MeetingDetail.aspx?ID=607608&GUID=1176AD13-5621-4220-BEDB-15C9C9F1785B&Options=info&Search=,View.ashx?M=A&ID=607608&GUID=1176AD13-5621-4220-BEDB-15C9C9F1785B,,#,
30,Smart Cities and Service Improvements Committee,6/7/2018,,1:30 PM,Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30888&GUID=A22EB8DC-1A6B-4E86-AFA5-0A8150476A33,,View.ashx?M=IC&ID=586474&GUID=B037931D-B90D-40D4-BDC2-11016E1B9277,,,MeetingDetail.aspx?ID=586474&GUID=B037931D-B90D-40D4-BDC2-11016E1B9277&Options=info&Search=,View.ashx?M=A&ID=586474&GUID=B037931D-B90D-40D4-BDC2-11016E1B9277,View.ashx?M=M&ID=586474&GUID=B037931D-B90D-40D4-BDC2-11016E1B9277,#,
31,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,6/6/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=586471&GUID=302E7612-8656-4129-B590-70584AE1DB5E,,,MeetingDetail.aspx?ID=586471&GUID=302E7612-8656-4129-B590-70584AE1DB5E&Options=info&Search=,View.ashx?M=A&ID=586471&GUID=302E7612-8656-4129-B590-70584AE1DB5E,View.ashx?M=M&ID=586471&GUID=302E7612-8656-4129-B590-70584AE1DB5E,#,
32,City Council,6/5/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=594715&GUID=46ACBF92-FEE7-4815-8097-DDE74B1F2A03,,,MeetingDetail.aspx?ID=594715&GUID=46ACBF92-FEE7-4815-8097-DDE74B1F2A03&Options=info&Search=,View.ashx?M=A&ID=594715&GUID=46ACBF92-FEE7-4815-8097-DDE74B1F2A03,View.ashx?M=M&ID=594715&GUID=46ACBF92-FEE7-4815-8097-DDE74B1F2A03,#,
33,Transportation and Environment Committee (T&E),6/4/2018,,1:30 PM,W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=33885&GUID=B8D373E4-359D-470B-962C-BFAA26D7ED6E,,View.ashx?M=IC&ID=587526&GUID=770134D2-DE05-434F-BC2E-32FEC7A8A177,,,MeetingDetail.aspx?ID=587526&GUID=770134D2-DE05-434F-BC2E-32FEC7A8A177&Options=info&Search=,View.ashx?M=A&ID=587526&GUID=770134D2-DE05-434F-BC2E-32FEC7A8A177,View.ashx?M=M&ID=587526&GUID=770134D2-DE05-434F-BC2E-32FEC7A8A177,#,
34,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,5/30/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=586470&GUID=A1EE6F50-2838-4EF7-B9CC-D1F77A6C2623,,,MeetingDetail.aspx?ID=586470&GUID=A1EE6F50-2838-4EF7-B9CC-D1F77A6C2623&Options=info&Search=,View.ashx?M=A&ID=586470&GUID=A1EE6F50-2838-4EF7-B9CC-D1F77A6C2623,View.ashx?M=M&ID=586470&GUID=A1EE6F50-2838-4EF7-B9CC-D1F77A6C2623,#,
35,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,5/23/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=586469&GUID=A1ED9ED8-7BA2-4BD0-91E1-EF92EE1B5607,,,MeetingDetail.aspx?ID=586469&GUID=A1ED9ED8-7BA2-4BD0-91E1-EF92EE1B5607&Options=info&Search=,View.ashx?M=A&ID=586469&GUID=A1ED9ED8-7BA2-4BD0-91E1-EF92EE1B5607,View.ashx?M=M&ID=586469&GUID=A1ED9ED8-7BA2-4BD0-91E1-EF92EE1B5607,#,
36,City Council,5/22/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=604790&GUID=22C725CD-8C4D-4425-9821-F8E51E1ED19E,,,MeetingDetail.aspx?ID=604790&GUID=22C725CD-8C4D-4425-9821-F8E51E1ED19E&Options=info&Search=,View.ashx?M=A&ID=604790&GUID=22C725CD-8C4D-4425-9821-F8E51E1ED19E,View.ashx?M=M&ID=604790&GUID=22C725CD-8C4D-4425-9821-F8E51E1ED19E,#,
37,Community & Economic Development Committee (CED),5/21/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=21680&GUID=37CAF97D-86D4-4A85-8E07-BF7EA67F55CD,,View.ashx?M=IC&ID=588070&GUID=7B1F1BB5-BBAD-4953-963F-3E928251B935,,,MeetingDetail.aspx?ID=588070&GUID=7B1F1BB5-BBAD-4953-963F-3E928251B935&Options=info&Search=,View.ashx?M=A&ID=588070&GUID=7B1F1BB5-BBAD-4953-963F-3E928251B935,,#,
38,"Public Safety, Finance and Strategic Support Committee (PSFSS)",5/17/2018,,1:30 PM,Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=604594&GUID=800E07BB-94FB-4208-BA70-5C1C998D730D,,,MeetingDetail.aspx?ID=604594&GUID=800E07BB-94FB-4208-BA70-5C1C998D730D&Options=info&Search=,View.ashx?M=A&ID=604594&GUID=800E07BB-94FB-4208-BA70-5C1C998D730D,View.ashx?M=M&ID=604594&GUID=800E07BB-94FB-4208-BA70-5C1C998D730D,#,
39,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,5/16/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=586468&GUID=C70BE754-8189-4361-83FE-BC00F172CA9E,,,MeetingDetail.aspx?ID=586468&GUID=C70BE754-8189-4361-83FE-BC00F172CA9E&Options=info&Search=,View.ashx?M=A&ID=586468&GUID=C70BE754-8189-4361-83FE-BC00F172CA9E,View.ashx?M=M&ID=586468&GUID=C70BE754-8189-4361-83FE-BC00F172CA9E,#,
40,City Council,5/15/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=594712&GUID=151A527F-FF6E-4175-A672-8494DE77EE9E,,,MeetingDetail.aspx?ID=594712&GUID=151A527F-FF6E-4175-A672-8494DE77EE9E&Options=info&Search=,View.ashx?M=A&ID=594712&GUID=151A527F-FF6E-4175-A672-8494DE77EE9E,View.ashx?M=M&ID=594712&GUID=151A527F-FF6E-4175-A672-8494DE77EE9E,#,
41,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,5/9/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=586467&GUID=886137DC-0CAF-4E35-BD80-8E613E395D0D,,,MeetingDetail.aspx?ID=586467&GUID=886137DC-0CAF-4E35-BD80-8E613E395D0D&Options=info&Search=,View.ashx?M=A&ID=586467&GUID=886137DC-0CAF-4E35-BD80-8E613E395D0D,View.ashx?M=M&ID=586467&GUID=886137DC-0CAF-4E35-BD80-8E613E395D0D,#,
42,City Council,5/9/2018,,9:00 AM,Council Chambers2018-2019 Budget Study Session,Meeting details,2018-2019 Budget Study Sessions Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=606480&GUID=0CA677A3-79AF-4385-9923-50FA6A6C8435,,,MeetingDetail.aspx?ID=606480&GUID=0CA677A3-79AF-4385-9923-50FA6A6C8435&Options=info&Search=,View.ashx?M=A&ID=606480&GUID=0CA677A3-79AF-4385-9923-50FA6A6C8435,,#,
43,City Council,5/8/2018,,6:00 PM,Council ChambersEvening City Council Meeting,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=606811&GUID=3EF7886A-4F78-4141-9B0F-201772A78055,,,MeetingDetail.aspx?ID=606811&GUID=3EF7886A-4F78-4141-9B0F-201772A78055&Options=info&Search=,View.ashx?M=A&ID=606811&GUID=3EF7886A-4F78-4141-9B0F-201772A78055,,#,
44,City Council,5/8/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=594711&GUID=F0C16C42-022A-4676-A00D-8E867556304D,,,MeetingDetail.aspx?ID=594711&GUID=F0C16C42-022A-4676-A00D-8E867556304D&Options=info&Search=,View.ashx?M=A&ID=594711&GUID=F0C16C42-022A-4676-A00D-8E867556304D,View.ashx?M=M&ID=594711&GUID=F0C16C42-022A-4676-A00D-8E867556304D,#,
45,Transportation and Environment Committee (T&E),5/7/2018,,1:30 PM,W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=33885&GUID=B8D373E4-359D-470B-962C-BFAA26D7ED6E,,View.ashx?M=IC&ID=587525&GUID=F0A84BAB-A876-4846-BB51-479831F4A084,,,MeetingDetail.aspx?ID=587525&GUID=F0A84BAB-A876-4846-BB51-479831F4A084&Options=info&Search=,View.ashx?M=A&ID=587525&GUID=F0A84BAB-A876-4846-BB51-479831F4A084,View.ashx?M=M&ID=587525&GUID=F0A84BAB-A876-4846-BB51-479831F4A084,#,
46,City Council,5/7/2018,,9:00 AM,Council ChambersCity Council Special Meeting - Education & Digital Literacy,Meeting details,City Council Special Meeting Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=604595&GUID=A678879F-AAB0-411B-AACC-7448FBA01821,,,MeetingDetail.aspx?ID=604595&GUID=A678879F-AAB0-411B-AACC-7448FBA01821&Options=info&Search=,View.ashx?M=A&ID=604595&GUID=A678879F-AAB0-411B-AACC-7448FBA01821,,#,
47,Smart Cities and Service Improvements Committee,5/3/2018,,1:30 PM,Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30888&GUID=A22EB8DC-1A6B-4E86-AFA5-0A8150476A33,,View.ashx?M=IC&ID=586465&GUID=D5C86661-A196-4F77-8F41-128E7D845A43,,,MeetingDetail.aspx?ID=586465&GUID=D5C86661-A196-4F77-8F41-128E7D845A43&Options=info&Search=,View.ashx?M=A&ID=586465&GUID=D5C86661-A196-4F77-8F41-128E7D845A43,View.ashx?M=M&ID=586465&GUID=D5C86661-A196-4F77-8F41-128E7D845A43,#,
48,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,5/2/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=586466&GUID=E9EE3798-D911-45B5-8E22-463474E12A04,,,MeetingDetail.aspx?ID=586466&GUID=E9EE3798-D911-45B5-8E22-463474E12A04&Options=info&Search=,View.ashx?M=A&ID=586466&GUID=E9EE3798-D911-45B5-8E22-463474E12A04,View.ashx?M=M&ID=586466&GUID=E9EE3798-D911-45B5-8E22-463474E12A04,#,
49,City Council,5/1/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=594710&GUID=A96F9F81-6FE4-4CB6-B0C0-CB9FF90BD960,,,MeetingDetail.aspx?ID=594710&GUID=A96F9F81-6FE4-4CB6-B0C0-CB9FF90BD960&Options=info&Search=,View.ashx?M=A&ID=594710&GUID=A96F9F81-6FE4-4CB6-B0C0-CB9FF90BD960,View.ashx?M=M&ID=594710&GUID=A96F9F81-6FE4-4CB6-B0C0-CB9FF90BD960,#,
50,City Council,4/26/2018,,1:30 PM,Council ChambersCity Council Study Session - Cost of Development in San Jose,Meeting details,Study Session Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=603926&GUID=0447C702-BA50-4A59-A0AA-E519E913DA7F,,,MeetingDetail.aspx?ID=603926&GUID=0447C702-BA50-4A59-A0AA-E519E913DA7F&Options=info&Search=,View.ashx?M=A&ID=603926&GUID=0447C702-BA50-4A59-A0AA-E519E913DA7F,,#,
51,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,4/25/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=586001&GUID=0EA00FD2-D69C-4AE6-8A29-74554EAB7970,,,MeetingDetail.aspx?ID=586001&GUID=0EA00FD2-D69C-4AE6-8A29-74554EAB7970&Options=info&Search=,View.ashx?M=A&ID=586001&GUID=0EA00FD2-D69C-4AE6-8A29-74554EAB7970,View.ashx?M=M&ID=586001&GUID=0EA00FD2-D69C-4AE6-8A29-74554EAB7970,#,
52,City Council,4/24/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=594709&GUID=01C9FB99-4023-4917-9639-0382EB971BB5,,,MeetingDetail.aspx?ID=594709&GUID=01C9FB99-4023-4917-9639-0382EB971BB5&Options=info&Search=,View.ashx?M=A&ID=594709&GUID=01C9FB99-4023-4917-9639-0382EB971BB5,View.ashx?M=M&ID=594709&GUID=01C9FB99-4023-4917-9639-0382EB971BB5,#,
53,Community & Economic Development Committee (CED),4/23/2018,,1:30 PM,Wing Rooms W118 - W120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=21680&GUID=37CAF97D-86D4-4A85-8E07-BF7EA67F55CD,,View.ashx?M=IC&ID=588069&GUID=397B7F1E-54D0-4933-B591-D42B26D157B5,,,MeetingDetail.aspx?ID=588069&GUID=397B7F1E-54D0-4933-B591-D42B26D157B5&Options=info&Search=,View.ashx?M=A&ID=588069&GUID=397B7F1E-54D0-4933-B591-D42B26D157B5,,#,
54,"Public Safety, Finance and Strategic Support Committee (PSFSS)",4/19/2018,,1:30 PM,Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=587524&GUID=450150CB-4F8A-4CF4-B210-E0AD4CBF0517,,,MeetingDetail.aspx?ID=587524&GUID=450150CB-4F8A-4CF4-B210-E0AD4CBF0517&Options=info&Search=,View.ashx?M=A&ID=587524&GUID=450150CB-4F8A-4CF4-B210-E0AD4CBF0517,View.ashx?M=M&ID=587524&GUID=450150CB-4F8A-4CF4-B210-E0AD4CBF0517,#,
55,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,4/18/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=586458&GUID=C079151D-0F0D-41F7-AC78-CD6C78A8C3B2,,,MeetingDetail.aspx?ID=586458&GUID=C079151D-0F0D-41F7-AC78-CD6C78A8C3B2&Options=info&Search=,View.ashx?M=A&ID=586458&GUID=C079151D-0F0D-41F7-AC78-CD6C78A8C3B2,View.ashx?M=M&ID=586458&GUID=C079151D-0F0D-41F7-AC78-CD6C78A8C3B2,#,
56,City Council,4/17/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=594708&GUID=CA2668F5-E5BD-47C2-B911-03BA8CF15136,,,MeetingDetail.aspx?ID=594708&GUID=CA2668F5-E5BD-47C2-B911-03BA8CF15136&Options=info&Search=,View.ashx?M=A&ID=594708&GUID=CA2668F5-E5BD-47C2-B911-03BA8CF15136,View.ashx?M=M&ID=594708&GUID=CA2668F5-E5BD-47C2-B911-03BA8CF15136,#,
57,City Council,4/16/2018,,,Council ChambersCancelled City Council Special Meeting,Meeting details,Cancellation Notice,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=602695&GUID=B8215196-664B-4B91-BAEE-3F256C9E3DE6,,,MeetingDetail.aspx?ID=602695&GUID=B8215196-664B-4B91-BAEE-3F256C9E3DE6&Options=info&Search=,View.ashx?M=A&ID=602695&GUID=B8215196-664B-4B91-BAEE-3F256C9E3DE6,,,
