,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL
30,Beautification Commission,10/4/2018,,6:30 PM,"Burlingame Recreation Center
850 Burlingame Avenue",Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33876&GUID=8EFCFD08-61C7-4F55-8787-BE98B708F0C8,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=616019&GUID=3BC77152-7CA4-4F71-BB67-3E951EC4956F,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=616019&GUID=3BC77152-7CA4-4F71-BB67-3E951EC4956F&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=616019&GUID=3BC77152-7CA4-4F71-BB67-3E951EC4956F,,
31,City Council,10/1/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=582939&GUID=E6F9EBB6-35D5-4B74-A8EA-992C304F1000,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=582939&GUID=E6F9EBB6-35D5-4B74-A8EA-992C304F1000&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=582939&GUID=E6F9EBB6-35D5-4B74-A8EA-992C304F1000,,
32,City Council,9/26/2018,,7:00 PM,Council Chambers,Meeting details,Not available,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=640478&GUID=8141DA5E-C529-42BD-AE6A-3EDD9B76593C,,,,,,
33,Library Board of Trustees,9/25/2018,,5:30 PM,Library Conference Room,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33393&GUID=C5438CE0-E7BD-43D9-9B45-D319A614CBB7,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=640035&GUID=50F43006-0891-4972-B8DD-C6C69D10548F,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=640035&GUID=50F43006-0891-4972-B8DD-C6C69D10548F&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=640035&GUID=50F43006-0891-4972-B8DD-C6C69D10548F,,
34,Planning Commission,9/24/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25809&GUID=061CE0CE-879F-4903-87D4-FBB8821B1251,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=628517&GUID=B7C13FA0-51F9-4B29-A1E6-84E39F6869DA,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=628517&GUID=B7C13FA0-51F9-4B29-A1E6-84E39F6869DA&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=628517&GUID=B7C13FA0-51F9-4B29-A1E6-84E39F6869DA,,
35,Parks & Recreation Commission,9/20/2018,,7:00 PM,"Burlingame Recreation Center
850 Burlingame Avenue",Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33940&GUID=F11D9A43-A7AF-442E-A938-12473211F0BB,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=614216&GUID=EBD6922F-BC11-419C-BD3F-C2A9023A951E,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=614216&GUID=EBD6922F-BC11-419C-BD3F-C2A9023A951E&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=614216&GUID=EBD6922F-BC11-419C-BD3F-C2A9023A951E,,
36,City Council,9/17/2018,,6:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=631599&GUID=F4B81DC2-386B-4B46-8BAE-B93177B0482B,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=631599&GUID=F4B81DC2-386B-4B46-8BAE-B93177B0482B&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=631599&GUID=F4B81DC2-386B-4B46-8BAE-B93177B0482B,,
37,Traffic Safety and Parking Commission,9/13/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25801&GUID=FAA85BB1-EA00-470F-A86F-B0647CF14D7E,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=610687&GUID=C43496BF-5D54-4F52-9715-72CA06885411,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=610687&GUID=C43496BF-5D54-4F52-9715-72CA06885411&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=610687&GUID=C43496BF-5D54-4F52-9715-72CA06885411,,
38,Planning Commission,9/10/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25809&GUID=061CE0CE-879F-4903-87D4-FBB8821B1251,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=613634&GUID=CCA75639-ECBD-4677-996F-D2A8D143B110,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=613634&GUID=CCA75639-ECBD-4677-996F-D2A8D143B110&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=613634&GUID=CCA75639-ECBD-4677-996F-D2A8D143B110,,
39,Beautification Commission,9/6/2018,,6:30 PM,"Burlingame Recreation Center
850 Burlingame Avenue",Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33876&GUID=8EFCFD08-61C7-4F55-8787-BE98B708F0C8,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=616018&GUID=B0BFFEAF-6F85-4ED0-827C-C37F62CA4890,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=616018&GUID=B0BFFEAF-6F85-4ED0-827C-C37F62CA4890&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=616018&GUID=B0BFFEAF-6F85-4ED0-827C-C37F62CA4890,,
40,City Council,9/4/2018,,6:15 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=582937&GUID=4E5F6AD3-C386-490D-9A29-BFAF0984104B,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=582937&GUID=4E5F6AD3-C386-490D-9A29-BFAF0984104B&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=582937&GUID=4E5F6AD3-C386-490D-9A29-BFAF0984104B,,
41,Planning Commission,8/27/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25809&GUID=061CE0CE-879F-4903-87D4-FBB8821B1251,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=612261&GUID=FAA40725-45F0-4AEF-8B6F-374CE670D071,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=612261&GUID=FAA40725-45F0-4AEF-8B6F-374CE670D071&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=612261&GUID=FAA40725-45F0-4AEF-8B6F-374CE670D071,,
42,Library Board of Trustees,8/21/2018,,5:30 PM,Library Conference Room,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33393&GUID=C5438CE0-E7BD-43D9-9B45-D319A614CBB7,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=622127&GUID=8847AEC5-1E8B-404A-A4C1-67B880AB99FD,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=622127&GUID=8847AEC5-1E8B-404A-A4C1-67B880AB99FD&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=622127&GUID=8847AEC5-1E8B-404A-A4C1-67B880AB99FD,,
43,City Council,8/20/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=619478&GUID=92356FA7-5CF7-4788-B8A9-4BA729229CBA,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=619478&GUID=92356FA7-5CF7-4788-B8A9-4BA729229CBA&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=619478&GUID=92356FA7-5CF7-4788-B8A9-4BA729229CBA,,
44,Parks & Recreation Commission,8/16/2018,,7:00 PM,"Burlingame Recreation Center
850 Burlingame Avenue",Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33940&GUID=F11D9A43-A7AF-442E-A938-12473211F0BB,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=613882&GUID=15874A6F-D8CF-4E58-B871-FAB6EB695FFE,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=613882&GUID=15874A6F-D8CF-4E58-B871-FAB6EB695FFE&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=613882&GUID=15874A6F-D8CF-4E58-B871-FAB6EB695FFE,,
45,Planning Commission,8/13/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25809&GUID=061CE0CE-879F-4903-87D4-FBB8821B1251,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=610982&GUID=26324189-4883-4DE5-B3D8-27997E8FA962,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=610982&GUID=26324189-4883-4DE5-B3D8-27997E8FA962&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=610982&GUID=26324189-4883-4DE5-B3D8-27997E8FA962,,
46,Traffic Safety and Parking Commission,8/9/2018,,7:00 PM,Council ChambersMeeting Cancelled,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25801&GUID=FAA85BB1-EA00-470F-A86F-B0647CF14D7E,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=610686&GUID=D5F022BC-7252-4104-8838-18F898A75DB0,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=610686&GUID=D5F022BC-7252-4104-8838-18F898A75DB0&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=610686&GUID=D5F022BC-7252-4104-8838-18F898A75DB0,,
47,City Council,8/6/2018,,7:00 PM,Council ChambersMeeting Canceled,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=582936&GUID=680B6A91-7003-4DDA-A57F-06C0CBF59410,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=582936&GUID=680B6A91-7003-4DDA-A57F-06C0CBF59410&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=582936&GUID=680B6A91-7003-4DDA-A57F-06C0CBF59410,,
48,Beautification Commission,8/2/2018,,6:30 PM,"Burlingame Recreation Center
850 Burlingame Avenue",Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33876&GUID=8EFCFD08-61C7-4F55-8787-BE98B708F0C8,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=616017&GUID=754FD7B7-8FE8-4C14-994C-E3AAE6A7723C,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=616017&GUID=754FD7B7-8FE8-4C14-994C-E3AAE6A7723C&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=616017&GUID=754FD7B7-8FE8-4C14-994C-E3AAE6A7723C,,
49,Planning Commission,7/23/2018,,7:00 PM,Council Chambers,Meeting details,Not available,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25809&GUID=061CE0CE-879F-4903-87D4-FBB8821B1251,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=610981&GUID=23D61B33-0957-45FA-A61B-478A3E612C06,,,,,,
50,Parks & Recreation Commission,7/19/2018,,7:00 PM,"Burlingame Recreation Center
850 Burlingame Avenue",Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33940&GUID=F11D9A43-A7AF-442E-A938-12473211F0BB,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=614281&GUID=D914E696-4668-47AC-8463-0448FC07B134,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=614281&GUID=D914E696-4668-47AC-8463-0448FC07B134&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=614281&GUID=D914E696-4668-47AC-8463-0448FC07B134,,
51,City Council,7/16/2018,,7:00 PM,Council Chambers,Meeting details,Not available,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=582935&GUID=77AA3CD6-2496-41C0-BD99-A10DA17B5004,,,,,,
52,City Council,7/16/2018,,7:00 PM,Council ChambersMeeting Canceled,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=614847&GUID=D3096C73-17E6-4972-89EB-3CA18137EB11,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=614847&GUID=D3096C73-17E6-4972-89EB-3CA18137EB11&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=614847&GUID=D3096C73-17E6-4972-89EB-3CA18137EB11,,
53,Traffic Safety and Parking Commission,7/12/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25801&GUID=FAA85BB1-EA00-470F-A86F-B0647CF14D7E,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=606476&GUID=5945EFDD-0A6A-41C3-8A59-8E5E560B4195,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=606476&GUID=5945EFDD-0A6A-41C3-8A59-8E5E560B4195&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=606476&GUID=5945EFDD-0A6A-41C3-8A59-8E5E560B4195,,
54,Planning Commission,7/11/2018,,7:00 PM,Council ChambersGeneral Plan Study Session,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25809&GUID=061CE0CE-879F-4903-87D4-FBB8821B1251,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=610979&GUID=1850B2FA-3614-4756-99AC-6B07A30175DC,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=610979&GUID=1850B2FA-3614-4756-99AC-6B07A30175DC&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=610979&GUID=1850B2FA-3614-4756-99AC-6B07A30175DC,,
55,Planning Commission,7/9/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25809&GUID=061CE0CE-879F-4903-87D4-FBB8821B1251,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=610980&GUID=0E7C3CFD-98B1-41F2-BAF5-F2145AAD9865,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=610980&GUID=0E7C3CFD-98B1-41F2-BAF5-F2145AAD9865&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=610980&GUID=0E7C3CFD-98B1-41F2-BAF5-F2145AAD9865,,
56,Beautification Commission,7/5/2018,,6:30 PM,"Burlingame Recreation Center
850 Burlingame Avenue",Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33876&GUID=8EFCFD08-61C7-4F55-8787-BE98B708F0C8,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=612657&GUID=A0C74E76-08BB-4A8E-934A-440272D52AD8,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=612657&GUID=A0C74E76-08BB-4A8E-934A-440272D52AD8&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=612657&GUID=A0C74E76-08BB-4A8E-934A-440272D52AD8,,
57,City Council,7/2/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=582932&GUID=3468AEA8-2480-4A9E-B7D2-5C5BB6520054,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=582932&GUID=3468AEA8-2480-4A9E-B7D2-5C5BB6520054&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=582932&GUID=3468AEA8-2480-4A9E-B7D2-5C5BB6520054,,
58,Planning Commission,6/25/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25809&GUID=061CE0CE-879F-4903-87D4-FBB8821B1251,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=607464&GUID=F3160248-66BF-4541-88C6-2794462AC17A,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=607464&GUID=F3160248-66BF-4541-88C6-2794462AC17A&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=607464&GUID=F3160248-66BF-4541-88C6-2794462AC17A,,
59,Parks & Recreation Commission,6/21/2018,,7:00 PM,"Burlingame Recreation Center
850 Burlingame Avenue",Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33940&GUID=F11D9A43-A7AF-442E-A938-12473211F0BB,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=587015&GUID=4FECB733-AA42-4827-AFBE-608F4C83CE83,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=587015&GUID=4FECB733-AA42-4827-AFBE-608F4C83CE83&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=587015&GUID=4FECB733-AA42-4827-AFBE-608F4C83CE83,,
60,Library Board of Trustees,6/19/2018,,5:30 PM,Easton Branch LibraryThis meeting will be held at 1800 Easton Drive - Easton Branch Library,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33393&GUID=C5438CE0-E7BD-43D9-9B45-D319A614CBB7,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=611566&GUID=FF60B3EF-5F92-4D33-93D1-5D75692485E2,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=611566&GUID=FF60B3EF-5F92-4D33-93D1-5D75692485E2&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=611566&GUID=FF60B3EF-5F92-4D33-93D1-5D75692485E2,,
61,City Council,6/18/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=582931&GUID=C3196BF2-919C-4663-9AE7-B381A08C1B5F,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=582931&GUID=C3196BF2-919C-4663-9AE7-B381A08C1B5F&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=582931&GUID=C3196BF2-919C-4663-9AE7-B381A08C1B5F,,
62,Traffic Safety and Parking Commission,6/14/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25801&GUID=FAA85BB1-EA00-470F-A86F-B0647CF14D7E,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=600795&GUID=61B0A3B4-4596-4F64-80BA-B145664EBFA5,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=600795&GUID=61B0A3B4-4596-4F64-80BA-B145664EBFA5&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=600795&GUID=61B0A3B4-4596-4F64-80BA-B145664EBFA5,,
63,Planning Commission,6/11/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25809&GUID=061CE0CE-879F-4903-87D4-FBB8821B1251,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=607460&GUID=3E0DB808-3305-4FBF-8C34-ECA4F79ABF8B,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=607460&GUID=3E0DB808-3305-4FBF-8C34-ECA4F79ABF8B&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=607460&GUID=3E0DB808-3305-4FBF-8C34-ECA4F79ABF8B,,
64,City Council,6/11/2018,,6:30 PM,Conference Room A,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=610723&GUID=99406330-14A2-4C5F-8EBA-E3AE097626A1,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=610723&GUID=99406330-14A2-4C5F-8EBA-E3AE097626A1&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=610723&GUID=99406330-14A2-4C5F-8EBA-E3AE097626A1,,
65,Beautification Commission,6/7/2018,,6:30 PM,"Burlingame Recreation Center
850 Burlingame Avenue",Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33876&GUID=8EFCFD08-61C7-4F55-8787-BE98B708F0C8,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=609579&GUID=F413112F-2D2E-417A-BCE9-BE0824159FF5,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=609579&GUID=F413112F-2D2E-417A-BCE9-BE0824159FF5&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=609579&GUID=F413112F-2D2E-417A-BCE9-BE0824159FF5,,
66,City Council,6/4/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=582930&GUID=FF635DB6-CEED-448F-A51E-3EB3BF71E1E6,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=582930&GUID=FF635DB6-CEED-448F-A51E-3EB3BF71E1E6&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=582930&GUID=FF635DB6-CEED-448F-A51E-3EB3BF71E1E6,,
67,Planning Commission,5/29/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25809&GUID=061CE0CE-879F-4903-87D4-FBB8821B1251,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=600737&GUID=547F83B2-87AD-443C-93BE-193954CB6379,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=600737&GUID=547F83B2-87AD-443C-93BE-193954CB6379&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=600737&GUID=547F83B2-87AD-443C-93BE-193954CB6379,,
68,City Council,5/23/2018,,6:30 PM,Recreation Center Lounge,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=607906&GUID=EA466DC6-7163-4716-959E-C40D0EA7FCC9,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=607906&GUID=EA466DC6-7163-4716-959E-C40D0EA7FCC9&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=607906&GUID=EA466DC6-7163-4716-959E-C40D0EA7FCC9,,
69,City Council,5/21/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25800&GUID=49A65B48-716C-4766-B973-6F7546F8B699,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=582929&GUID=37779871-441A-465E-A6C8-120999D12C1F,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=582929&GUID=37779871-441A-465E-A6C8-120999D12C1F&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=582929&GUID=37779871-441A-465E-A6C8-120999D12C1F,,
70,Parks & Recreation Commission,5/17/2018,,7:00 PM,"Burlingame Recreation Center
850 Burlingame Avenue",Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33940&GUID=F11D9A43-A7AF-442E-A938-12473211F0BB,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=596561&GUID=96406BEA-AF3D-49F2-805C-29776F7A1DF6,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=596561&GUID=96406BEA-AF3D-49F2-805C-29776F7A1DF6&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=596561&GUID=96406BEA-AF3D-49F2-805C-29776F7A1DF6,,
71,Library Board of Trustees,5/15/2018,,5:30 PM,Library Conference Room,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=33393&GUID=C5438CE0-E7BD-43D9-9B45-D319A614CBB7,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=607372&GUID=4D6069DE-F7FE-4F1D-8333-B6BA13F0FE05,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=607372&GUID=4D6069DE-F7FE-4F1D-8333-B6BA13F0FE05&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=607372&GUID=4D6069DE-F7FE-4F1D-8333-B6BA13F0FE05,,
72,Planning Commission,5/14/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25809&GUID=061CE0CE-879F-4903-87D4-FBB8821B1251,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=600736&GUID=84BBDFD1-A9E3-471C-B58B-4CF5B8C8E1AE,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=600736&GUID=84BBDFD1-A9E3-471C-B58B-4CF5B8C8E1AE&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=600736&GUID=84BBDFD1-A9E3-471C-B58B-4CF5B8C8E1AE,,
73,Traffic Safety and Parking Commission,5/10/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://burlingameca.legistar.com/DepartmentDetail.aspx?ID=25801&GUID=FAA85BB1-EA00-470F-A86F-B0647CF14D7E,,https://burlingameca.legistar.com/View.ashx?M=IC&ID=597581&GUID=774F57FB-960A-447C-A7A9-A839F996DB97,,,https://burlingameca.legistar.com/MeetingDetail.aspx?ID=597581&GUID=774F57FB-960A-447C-A7A9-A839F996DB97&Options=info&Search=,https://burlingameca.legistar.com/View.ashx?M=A&ID=597581&GUID=774F57FB-960A-447C-A7A9-A839F996DB97,,
