,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Agenda Packet Text,Video or Audio Text,Caption Notes Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Agenda Packet URL,Video or Audio URL,Caption Notes URL,eComment URL
47,Historical & Landmarks Commission,1/3/2019,,7:00 PM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36903&GUID=A83EA478-DF0E-4ADC-99F9-CFDBC478A463,,View.ashx?M=IC&ID=642516&GUID=7B5A2E0D-79DC-4E2A-8085-82769BB1BE33,,,MeetingDetail.aspx?ID=642516&GUID=7B5A2E0D-79DC-4E2A-8085-82769BB1BE33&Options=info&Search=,View.ashx?M=A&ID=642516&GUID=7B5A2E0D-79DC-4E2A-8085-82769BB1BE33,View.ashx?M=M&ID=642516&GUID=7B5A2E0D-79DC-4E2A-8085-82769BB1BE33,View.ashx?M=E2&ID=642516&GUID=7B5A2E0D-79DC-4E2A-8085-82769BB1BE33,#,#,
48,Council and Authorities Concurrent Meeting,12/29/2018,,3:30 PM,"Special Community Meeting -
Northside Branch Library Meeting Room
695 Moreland Way
Santa Clara, CA 95054",Meeting details,Agenda,Not available,Not available,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=662566&GUID=DD2E8B2A-1A2C-4B50-9B07-D275617014ED,,,MeetingDetail.aspx?ID=662566&GUID=DD2E8B2A-1A2C-4B50-9B07-D275617014ED&Options=info&Search=,View.ashx?M=A&ID=662566&GUID=DD2E8B2A-1A2C-4B50-9B07-D275617014ED,,,#,#,
49,Council and Authorities Concurrent Meeting,12/20/2018,,3:00 PM,"Special Meeting - City Hall 
City Manager's Office
Staff Conference Room 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=661081&GUID=44AEB959-DC99-4FDA-B9F5-605082AD177F,,,MeetingDetail.aspx?ID=661081&GUID=44AEB959-DC99-4FDA-B9F5-605082AD177F&Options=info&Search=,View.ashx?M=A&ID=661081&GUID=44AEB959-DC99-4FDA-B9F5-605082AD177F,View.ashx?M=M&ID=661081&GUID=44AEB959-DC99-4FDA-B9F5-605082AD177F,View.ashx?M=E2&ID=661081&GUID=44AEB959-DC99-4FDA-B9F5-605082AD177F,#,#,
50,Council and Authorities Concurrent Meeting,12/18/2018,,7:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590752&GUID=77A1A2E5-7028-4402-914F-291A72443C42,,,MeetingDetail.aspx?ID=590752&GUID=77A1A2E5-7028-4402-914F-291A72443C42&Options=info&Search=,View.ashx?M=A&ID=590752&GUID=77A1A2E5-7028-4402-914F-291A72443C42,View.ashx?M=M&ID=590752&GUID=77A1A2E5-7028-4402-914F-291A72443C42,View.ashx?M=E2&ID=590752&GUID=77A1A2E5-7028-4402-914F-291A72443C42,#,#,
51,Parks & Recreation Commission,12/18/2018,,7:00 PM,City Hall - East Wing Cafeteria,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36905&GUID=483358F9-AEE1-43AF-8894-80EDC2CB70D7,,View.ashx?M=IC&ID=656839&GUID=BE9AA99A-4FD8-4FFB-A31A-85FAB7356B62,,,MeetingDetail.aspx?ID=656839&GUID=BE9AA99A-4FD8-4FFB-A31A-85FAB7356B62&Options=info&Search=,View.ashx?M=A&ID=656839&GUID=BE9AA99A-4FD8-4FFB-A31A-85FAB7356B62,View.ashx?M=M&ID=656839&GUID=BE9AA99A-4FD8-4FFB-A31A-85FAB7356B62,View.ashx?M=E2&ID=656839&GUID=BE9AA99A-4FD8-4FFB-A31A-85FAB7356B62,#,#,
52,Marketing Committee,12/13/2018,,Canceled,"Central Park Library – Redwood Room
2635 Homestead Road
Santa Clara, California 95051",Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37243&GUID=7F37A221-F02D-40B2-B8B6-876E2617523F,,View.ashx?M=IC&ID=660931&GUID=4A98413D-4786-4BD2-BDDC-B2A00D01A6E7,,,MeetingDetail.aspx?ID=660931&GUID=4A98413D-4786-4BD2-BDDC-B2A00D01A6E7&Options=info&Search=,View.ashx?M=A&ID=660931&GUID=4A98413D-4786-4BD2-BDDC-B2A00D01A6E7,,,,,
53,Council and Authorities Concurrent Meeting,12/13/2018,,9:30 AM,"Special Meeting - City Council Session on Governance
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=641386&GUID=4BC09197-BA2A-49F6-A8C5-1F2585C43DAE,,,MeetingDetail.aspx?ID=641386&GUID=4BC09197-BA2A-49F6-A8C5-1F2585C43DAE&Options=info&Search=,View.ashx?M=A&ID=641386&GUID=4BC09197-BA2A-49F6-A8C5-1F2585C43DAE,View.ashx?M=M&ID=641386&GUID=4BC09197-BA2A-49F6-A8C5-1F2585C43DAE,View.ashx?M=E2&ID=641386&GUID=4BC09197-BA2A-49F6-A8C5-1F2585C43DAE,#,#,
54,Planning Commission,12/12/2018,,7:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=590999&GUID=00D0E03E-8994-463E-9D1E-9093479EB15E,,,MeetingDetail.aspx?ID=590999&GUID=00D0E03E-8994-463E-9D1E-9093479EB15E&Options=info&Search=,View.ashx?M=A&ID=590999&GUID=00D0E03E-8994-463E-9D1E-9093479EB15E,View.ashx?M=M&ID=590999&GUID=00D0E03E-8994-463E-9D1E-9093479EB15E,View.ashx?M=E2&ID=590999&GUID=00D0E03E-8994-463E-9D1E-9093479EB15E,#,#,
55,Youth Commission,12/11/2018,,6:00 PM,"Santa Clara Teen Center - 2446 Cabrillo Avenue, Santa Clara, CA 95051",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36909&GUID=A481232D-8B63-4D4C-B474-D6E8073824D5,,View.ashx?M=IC&ID=654844&GUID=8CF13253-62F2-4960-B225-33B90752C402,,,MeetingDetail.aspx?ID=654844&GUID=8CF13253-62F2-4960-B225-33B90752C402&Options=info&Search=,View.ashx?M=A&ID=654844&GUID=8CF13253-62F2-4960-B225-33B90752C402,View.ashx?M=M&ID=654844&GUID=8CF13253-62F2-4960-B225-33B90752C402,View.ashx?M=E2&ID=654844&GUID=8CF13253-62F2-4960-B225-33B90752C402,#,#,
56,Council and Authorities Concurrent Meeting,12/11/2018,,4:15 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590788&GUID=6B382CD1-C650-4C08-8401-051E0BDB0831,,,MeetingDetail.aspx?ID=590788&GUID=6B382CD1-C650-4C08-8401-051E0BDB0831&Options=info&Search=,View.ashx?M=A&ID=590788&GUID=6B382CD1-C650-4C08-8401-051E0BDB0831,View.ashx?M=M&ID=590788&GUID=6B382CD1-C650-4C08-8401-051E0BDB0831,View.ashx?M=E2&ID=590788&GUID=6B382CD1-C650-4C08-8401-051E0BDB0831,#,#,
57,Governance and Ethics Committee,12/10/2018,,Canceled,City Hall – Council Chambers,Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36950&GUID=35831CF3-67DE-4D08-8FB8-FEEDBC280699,,View.ashx?M=IC&ID=648790&GUID=2E0FA603-05FB-4E83-AC18-DB0F75235DAC,,,MeetingDetail.aspx?ID=648790&GUID=2E0FA603-05FB-4E83-AC18-DB0F75235DAC&Options=info&Search=,View.ashx?M=A&ID=648790&GUID=2E0FA603-05FB-4E83-AC18-DB0F75235DAC,,,,,
58,Historical & Landmarks Commission,12/6/2018,,7:00 PM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,CANCELLATION NOTICE,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36903&GUID=A83EA478-DF0E-4ADC-99F9-CFDBC478A463,,View.ashx?M=IC&ID=606197&GUID=F2E28CE7-06A6-44DD-A1D7-302636C0A638,,,MeetingDetail.aspx?ID=606197&GUID=F2E28CE7-06A6-44DD-A1D7-302636C0A638&Options=info&Search=,View.ashx?M=A&ID=606197&GUID=F2E28CE7-06A6-44DD-A1D7-302636C0A638,,,,,
59,City-School Liaison Committee,12/5/2018,,7:30 AM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37314&GUID=6E7CE378-5931-4DE9-ACE9-0AF8E98266F0,,View.ashx?M=IC&ID=657406&GUID=80A5D684-DBE4-48F9-AA28-A9C962A6E8A1,,,MeetingDetail.aspx?ID=657406&GUID=80A5D684-DBE4-48F9-AA28-A9C962A6E8A1&Options=info&Search=,View.ashx?M=A&ID=657406&GUID=80A5D684-DBE4-48F9-AA28-A9C962A6E8A1,View.ashx?M=M&ID=657406&GUID=80A5D684-DBE4-48F9-AA28-A9C962A6E8A1,,,,
60,Council and Authorities Concurrent Meeting,12/4/2018,,4:45 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590786&GUID=190F0352-456E-44AD-A94C-490E6C0C8836,,,MeetingDetail.aspx?ID=590786&GUID=190F0352-456E-44AD-A94C-490E6C0C8836&Options=info&Search=,View.ashx?M=A&ID=590786&GUID=190F0352-456E-44AD-A94C-490E6C0C8836,View.ashx?M=M&ID=590786&GUID=190F0352-456E-44AD-A94C-490E6C0C8836,View.ashx?M=E2&ID=590786&GUID=190F0352-456E-44AD-A94C-490E6C0C8836,#,#,
61,Cultural Commission,12/3/2018,,7:00 PM,"Senior Center - 1303 Fremont Street, Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=639963&GUID=52E6A510-CD65-47CE-A670-EF268E53C2B5,,,MeetingDetail.aspx?ID=639963&GUID=52E6A510-CD65-47CE-A670-EF268E53C2B5&Options=info&Search=,View.ashx?M=A&ID=639963&GUID=52E6A510-CD65-47CE-A670-EF268E53C2B5,View.ashx?M=M&ID=639963&GUID=52E6A510-CD65-47CE-A670-EF268E53C2B5,View.ashx?M=E2&ID=639963&GUID=52E6A510-CD65-47CE-A670-EF268E53C2B5,#,#,
62,Board of Library Trustees,12/3/2018,,6:00 PM,"Central Park Library - Board Room, 2635 Homestead Road, Santa Clara, CA 95051",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36901&GUID=8C91F637-0CCD-45EE-82A2-58271F3ED4AA,,View.ashx?M=IC&ID=604718&GUID=F78345A9-6873-4183-BF39-D59598D4191A,,,MeetingDetail.aspx?ID=604718&GUID=F78345A9-6873-4183-BF39-D59598D4191A&Options=info&Search=,View.ashx?M=A&ID=604718&GUID=F78345A9-6873-4183-BF39-D59598D4191A,View.ashx?M=M&ID=604718&GUID=F78345A9-6873-4183-BF39-D59598D4191A,View.ashx?M=E2&ID=604718&GUID=F78345A9-6873-4183-BF39-D59598D4191A,#,#,
63,Ethics Committee,12/3/2018,,Canceled,"City Hall Council Chambers 1500 Warburton Avenue Santa Clara, CA 95050",Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37172&GUID=4DE309B6-3B65-49C6-BC43-EFDB85FB6323,,View.ashx?M=IC&ID=655164&GUID=77F1AA70-16ED-49C8-A319-A86ABCA436EA,,,MeetingDetail.aspx?ID=655164&GUID=77F1AA70-16ED-49C8-A319-A86ABCA436EA&Options=info&Search=,View.ashx?M=A&ID=655164&GUID=77F1AA70-16ED-49C8-A319-A86ABCA436EA,,,,,
64,Audit Committee,12/3/2018,,5:00 PM,"CMO Staff Conference Room
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36951&GUID=201B575A-D5E4-4BB4-A15C-AA25E44460A8,,View.ashx?M=IC&ID=647238&GUID=027620DD-D089-43B7-A73E-11AD2EB7FC7B,,,MeetingDetail.aspx?ID=647238&GUID=027620DD-D089-43B7-A73E-11AD2EB7FC7B&Options=info&Search=,View.ashx?M=A&ID=647238&GUID=027620DD-D089-43B7-A73E-11AD2EB7FC7B,View.ashx?M=M&ID=647238&GUID=027620DD-D089-43B7-A73E-11AD2EB7FC7B,View.ashx?M=E2&ID=647238&GUID=027620DD-D089-43B7-A73E-11AD2EB7FC7B,#,#,
65,Council and Authorities Concurrent Meeting,11/29/2018,,2:00 PM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Revised Agenda,Minutes,Revised Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=652173&GUID=01FEE4D0-60D5-47D2-9253-3CEF0C6816ED,,,MeetingDetail.aspx?ID=652173&GUID=01FEE4D0-60D5-47D2-9253-3CEF0C6816ED&Options=info&Search=,View.ashx?M=A&ID=652173&GUID=01FEE4D0-60D5-47D2-9253-3CEF0C6816ED,View.ashx?M=M&ID=652173&GUID=01FEE4D0-60D5-47D2-9253-3CEF0C6816ED,View.ashx?M=E2&ID=652173&GUID=01FEE4D0-60D5-47D2-9253-3CEF0C6816ED,#,#,
66,Planning Commission,11/28/2018,,7:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Agenda Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=590998&GUID=F92025B5-31C1-4BAD-828C-61FD4DAD33DE,,,MeetingDetail.aspx?ID=590998&GUID=F92025B5-31C1-4BAD-828C-61FD4DAD33DE&Options=info&Search=,View.ashx?M=A&ID=590998&GUID=F92025B5-31C1-4BAD-828C-61FD4DAD33DE,View.ashx?M=M&ID=590998&GUID=F92025B5-31C1-4BAD-828C-61FD4DAD33DE,View.ashx?M=E2&ID=590998&GUID=F92025B5-31C1-4BAD-828C-61FD4DAD33DE,#,#,
67,Council and Authorities Concurrent Meeting,11/27/2018,,7:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=640674&GUID=63235B89-6452-487A-9C12-69BFB45E819A,,,MeetingDetail.aspx?ID=640674&GUID=63235B89-6452-487A-9C12-69BFB45E819A&Options=info&Search=,,,,,,
68,Council and Authorities Concurrent Meeting,11/27/2018,,5:30 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590784&GUID=543B52D8-DD83-4AC9-900E-FEB25965A46E,,,MeetingDetail.aspx?ID=590784&GUID=543B52D8-DD83-4AC9-900E-FEB25965A46E&Options=info&Search=,View.ashx?M=A&ID=590784&GUID=543B52D8-DD83-4AC9-900E-FEB25965A46E,View.ashx?M=M&ID=590784&GUID=543B52D8-DD83-4AC9-900E-FEB25965A46E,View.ashx?M=E2&ID=590784&GUID=543B52D8-DD83-4AC9-900E-FEB25965A46E,#,#,
69,Senior Advisory Commission,11/26/2018,,10:00 AM,"Senior Center
1303 Fremont Street 
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36906&GUID=D6A40F99-A066-4309-858C-5B6E6EF4C6EE,,View.ashx?M=IC&ID=605755&GUID=D4669EE1-BA86-4E2F-9881-CD3ABFD16178,,,MeetingDetail.aspx?ID=605755&GUID=D4669EE1-BA86-4E2F-9881-CD3ABFD16178&Options=info&Search=,View.ashx?M=A&ID=605755&GUID=D4669EE1-BA86-4E2F-9881-CD3ABFD16178,View.ashx?M=M&ID=605755&GUID=D4669EE1-BA86-4E2F-9881-CD3ABFD16178,View.ashx?M=E2&ID=605755&GUID=D4669EE1-BA86-4E2F-9881-CD3ABFD16178,#,#,
70,Marketing Committee,11/21/2018,,4:00 PM,"Central Park Library – Redwood Room
2635 Homestead Road
Santa Clara, California 95051",Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37243&GUID=7F37A221-F02D-40B2-B8B6-876E2617523F,,View.ashx?M=IC&ID=651520&GUID=1A414EAF-5F6F-4778-AE28-BA167A8EDA04,,,MeetingDetail.aspx?ID=651520&GUID=1A414EAF-5F6F-4778-AE28-BA167A8EDA04&Options=info&Search=,View.ashx?M=A&ID=651520&GUID=1A414EAF-5F6F-4778-AE28-BA167A8EDA04,,,,,
71,Parks & Recreation Commission,11/20/2018,,7:00 PM,City Hall - East Wing Cafeteria,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36905&GUID=483358F9-AEE1-43AF-8894-80EDC2CB70D7,,View.ashx?M=IC&ID=651848&GUID=8169F832-0A4C-486E-A01D-8D8FB0263183,,,MeetingDetail.aspx?ID=651848&GUID=8169F832-0A4C-486E-A01D-8D8FB0263183&Options=info&Search=,View.ashx?M=A&ID=651848&GUID=8169F832-0A4C-486E-A01D-8D8FB0263183,View.ashx?M=M&ID=651848&GUID=8169F832-0A4C-486E-A01D-8D8FB0263183,View.ashx?M=E2&ID=651848&GUID=8169F832-0A4C-486E-A01D-8D8FB0263183,#,#,
72,Civil Service Commission,11/19/2018,,7:00 PM,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36902&GUID=0A0913C8-9BF8-4FD8-8C7E-5C212635F6D6,,View.ashx?M=IC&ID=603162&GUID=BFADEF2A-B2E3-4F8C-98F4-3A7CF7369F0A,,,MeetingDetail.aspx?ID=603162&GUID=BFADEF2A-B2E3-4F8C-98F4-3A7CF7369F0A&Options=info&Search=,View.ashx?M=A&ID=603162&GUID=BFADEF2A-B2E3-4F8C-98F4-3A7CF7369F0A,View.ashx?M=M&ID=603162&GUID=BFADEF2A-B2E3-4F8C-98F4-3A7CF7369F0A,View.ashx?M=E2&ID=603162&GUID=BFADEF2A-B2E3-4F8C-98F4-3A7CF7369F0A,#,#,
73,Council and Authorities Concurrent Meeting,11/15/2018,,5:00 PM,"Special Meeting -
Santa Clara Convention Center
5001 Great America Parkway
Santa Clara, CA 95054",Meeting details,Agenda,Minutes,Not available,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=649649&GUID=5245A0B3-6B6F-49A7-820E-7C40036B82B4,,,MeetingDetail.aspx?ID=649649&GUID=5245A0B3-6B6F-49A7-820E-7C40036B82B4&Options=info&Search=,View.ashx?M=A&ID=649649&GUID=5245A0B3-6B6F-49A7-820E-7C40036B82B4,View.ashx?M=M&ID=649649&GUID=5245A0B3-6B6F-49A7-820E-7C40036B82B4,,#,#,
74,Planning Commission,11/14/2018,,6:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Revised Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=590997&GUID=6D9EEE24-B8AB-4AB1-A6ED-62E9493E8A98,,,MeetingDetail.aspx?ID=590997&GUID=6D9EEE24-B8AB-4AB1-A6ED-62E9493E8A98&Options=info&Search=,View.ashx?M=A&ID=590997&GUID=6D9EEE24-B8AB-4AB1-A6ED-62E9493E8A98,View.ashx?M=M&ID=590997&GUID=6D9EEE24-B8AB-4AB1-A6ED-62E9493E8A98,View.ashx?M=E2&ID=590997&GUID=6D9EEE24-B8AB-4AB1-A6ED-62E9493E8A98,#,#,
75,Youth Commission,11/13/2018,,6:00 PM,Santa Clara Teen Center - 2446 Cabrillo Avenue Santa Clara CA 95051,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36909&GUID=A481232D-8B63-4D4C-B474-D6E8073824D5,,View.ashx?M=IC&ID=605769&GUID=FAE547AE-9115-4466-A0CC-510DE726E6F1,,,MeetingDetail.aspx?ID=605769&GUID=FAE547AE-9115-4466-A0CC-510DE726E6F1&Options=info&Search=,View.ashx?M=A&ID=605769&GUID=FAE547AE-9115-4466-A0CC-510DE726E6F1,View.ashx?M=M&ID=605769&GUID=FAE547AE-9115-4466-A0CC-510DE726E6F1,View.ashx?M=E2&ID=605769&GUID=FAE547AE-9115-4466-A0CC-510DE726E6F1,#,#,
76,Council and Authorities Concurrent Meeting,11/13/2018,,4:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590782&GUID=E2F3A013-D2B5-46A8-AAE1-CC32250B5BFF,,,MeetingDetail.aspx?ID=590782&GUID=E2F3A013-D2B5-46A8-AAE1-CC32250B5BFF&Options=info&Search=,View.ashx?M=A&ID=590782&GUID=E2F3A013-D2B5-46A8-AAE1-CC32250B5BFF,View.ashx?M=M&ID=590782&GUID=E2F3A013-D2B5-46A8-AAE1-CC32250B5BFF,View.ashx?M=E2&ID=590782&GUID=E2F3A013-D2B5-46A8-AAE1-CC32250B5BFF,#,#,
77,Governance and Ethics Committee,11/12/2018,,Canceled,City Hall – Council Chambers,Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36950&GUID=35831CF3-67DE-4D08-8FB8-FEEDBC280699,,View.ashx?M=IC&ID=648789&GUID=890403E3-C9D1-48EC-814A-87B82E55DEFB,,,MeetingDetail.aspx?ID=648789&GUID=890403E3-C9D1-48EC-814A-87B82E55DEFB&Options=info&Search=,View.ashx?M=A&ID=648789&GUID=890403E3-C9D1-48EC-814A-87B82E55DEFB,,,,,
78,Cultural Commission,11/5/2018,,7:00 PM,"Senior Center - 1300 Fremont Street, Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=639962&GUID=A227010B-9B1D-45E5-9E31-A341692F19B8,,,MeetingDetail.aspx?ID=639962&GUID=A227010B-9B1D-45E5-9E31-A341692F19B8&Options=info&Search=,View.ashx?M=A&ID=639962&GUID=A227010B-9B1D-45E5-9E31-A341692F19B8,View.ashx?M=M&ID=639962&GUID=A227010B-9B1D-45E5-9E31-A341692F19B8,View.ashx?M=E2&ID=639962&GUID=A227010B-9B1D-45E5-9E31-A341692F19B8,#,#,
79,Board of Library Trustees,11/5/2018,,6:00 PM,"Northside Branch Library - Community Room, 695 Moreland Way, Santa Clara, CA 95054",Meeting details,Agenda,Minutes,Agenda Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36901&GUID=8C91F637-0CCD-45EE-82A2-58271F3ED4AA,,View.ashx?M=IC&ID=604719&GUID=4CA15A7A-6754-4E4D-85DD-22472D5DE97C,,,MeetingDetail.aspx?ID=604719&GUID=4CA15A7A-6754-4E4D-85DD-22472D5DE97C&Options=info&Search=,View.ashx?M=A&ID=604719&GUID=4CA15A7A-6754-4E4D-85DD-22472D5DE97C,View.ashx?M=M&ID=604719&GUID=4CA15A7A-6754-4E4D-85DD-22472D5DE97C,View.ashx?M=E2&ID=604719&GUID=4CA15A7A-6754-4E4D-85DD-22472D5DE97C,#,#,
80,Ethics Committee,11/5/2018,,Canceled,"City Hall Council Chambers 1500 Warburton Avenue Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37172&GUID=4DE309B6-3B65-49C6-BC43-EFDB85FB6323,,View.ashx?M=IC&ID=647588&GUID=E7354372-7609-4A5D-B463-CF7E9CE68B17,,,MeetingDetail.aspx?ID=647588&GUID=E7354372-7609-4A5D-B463-CF7E9CE68B17&Options=info&Search=,,,,,,
81,Historical & Landmarks Commission,11/1/2018,,7:00 PM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36903&GUID=A83EA478-DF0E-4ADC-99F9-CFDBC478A463,,View.ashx?M=IC&ID=606196&GUID=3C0DD2D0-5B1B-4C9D-8F7E-AF3A0192610C,,,MeetingDetail.aspx?ID=606196&GUID=3C0DD2D0-5B1B-4C9D-8F7E-AF3A0192610C&Options=info&Search=,View.ashx?M=A&ID=606196&GUID=3C0DD2D0-5B1B-4C9D-8F7E-AF3A0192610C,View.ashx?M=M&ID=606196&GUID=3C0DD2D0-5B1B-4C9D-8F7E-AF3A0192610C,View.ashx?M=E2&ID=606196&GUID=3C0DD2D0-5B1B-4C9D-8F7E-AF3A0192610C,#,#,
82,Ad-Hoc Stadium Audit Committee,10/29/2018,,5:00 PM,CIty Hall Council Chambers,Meeting details,Agenda,Not available,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36900&GUID=D39A26FD-73FE-4ED8-991E-A55797B8CB95,,View.ashx?M=IC&ID=642187&GUID=F7A3635F-107D-4EB4-9DD8-1195911F0814,,,MeetingDetail.aspx?ID=642187&GUID=F7A3635F-107D-4EB4-9DD8-1195911F0814&Options=info&Search=,View.ashx?M=A&ID=642187&GUID=F7A3635F-107D-4EB4-9DD8-1195911F0814,,View.ashx?M=E2&ID=642187&GUID=F7A3635F-107D-4EB4-9DD8-1195911F0814,,,
