,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Media Column Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Media Column URL
40,City Council,9/15/2015,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=437951&GUID=1C5BD29C-D7F3-4857-8762-E5260FBDB1D4,,,,,View.ashx?M=M&ID=437951&GUID=1C5BD29C-D7F3-4857-8762-E5260FBDB1D4,
41,City Council,9/15/2015,,5:00 PM,Plaza & Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381794&GUID=86FFEACD-5E3F-45DB-979A-0C645400D558,,,MeetingDetail.aspx?ID=381794&GUID=86FFEACD-5E3F-45DB-979A-0C645400D558&Options=info&Search=,View.ashx?M=A&ID=381794&GUID=86FFEACD-5E3F-45DB-979A-0C645400D558,View.ashx?M=M&ID=381794&GUID=86FFEACD-5E3F-45DB-979A-0C645400D558,#
42,City Council,9/8/2015,,6:30 PM,Council ChambersJOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381742&GUID=ADE6C3D3-56DB-4F16-A509-2D0FB3668C56,,,MeetingDetail.aspx?ID=381742&GUID=ADE6C3D3-56DB-4F16-A509-2D0FB3668C56&Options=info&Search=,View.ashx?M=A&ID=381742&GUID=ADE6C3D3-56DB-4F16-A509-2D0FB3668C56,View.ashx?M=M&ID=381742&GUID=ADE6C3D3-56DB-4F16-A509-2D0FB3668C56,#
43,City Council,9/8/2015,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=437962&GUID=65EBFF13-1275-4B61-8DF2-902879DC92B6,,,,,View.ashx?M=M&ID=437962&GUID=65EBFF13-1275-4B61-8DF2-902879DC92B6,
44,Environmental Planning Commission,9/2/2015,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=431383&GUID=11FAE2C6-2868-4F6C-AA24-66C978F3FA17,,,MeetingDetail.aspx?ID=431383&GUID=11FAE2C6-2868-4F6C-AA24-66C978F3FA17&Options=info&Search=,View.ashx?M=A&ID=431383&GUID=11FAE2C6-2868-4F6C-AA24-66C978F3FA17,View.ashx?M=M&ID=431383&GUID=11FAE2C6-2868-4F6C-AA24-66C978F3FA17,
45,City Council,7/7/2015,,5:00 PM,Library Community Rm. & Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381741&GUID=5793AB53-E8E2-4303-BCB7-7B0F1DB332A4,,,MeetingDetail.aspx?ID=381741&GUID=5793AB53-E8E2-4303-BCB7-7B0F1DB332A4&Options=info&Search=,View.ashx?M=A&ID=381741&GUID=5793AB53-E8E2-4303-BCB7-7B0F1DB332A4,View.ashx?M=M&ID=381741&GUID=5793AB53-E8E2-4303-BCB7-7B0F1DB332A4,#
46,City Council,7/7/2015,,5:00 PM,"Library Community RoomAUDIO RECORDING OF MEETING ONLY

JOINT CITY COUNCIL AND HUMAN RELATIONS COMMISSION STUDY SESSION",Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=415405&GUID=1EAC276F-1A07-4A99-9E3E-E940BAB16A74,,,MeetingDetail.aspx?ID=415405&GUID=1EAC276F-1A07-4A99-9E3E-E940BAB16A74&Options=info&Search=,View.ashx?M=A&ID=415405&GUID=1EAC276F-1A07-4A99-9E3E-E940BAB16A74,,#
47,City Council,7/2/2015,,6:30 PM,Council ChambersSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=437929&GUID=E92713E1-F37C-4796-B5EE-76935E4CF7C2,,,,,View.ashx?M=M&ID=437929&GUID=E92713E1-F37C-4796-B5EE-76935E4CF7C2,
48,City Council,7/2/2015,,6:00 PM,Plaza & Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=401360&GUID=B3D785D2-39A5-4B62-9C95-5573F3F64CAD,,,MeetingDetail.aspx?ID=401360&GUID=B3D785D2-39A5-4B62-9C95-5573F3F64CAD&Options=info&Search=,View.ashx?M=A&ID=401360&GUID=B3D785D2-39A5-4B62-9C95-5573F3F64CAD,View.ashx?M=M&ID=401360&GUID=B3D785D2-39A5-4B62-9C95-5573F3F64CAD,#
49,City Council,6/23/2015,,6:30 PM,"Council Chambers, 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=437710&GUID=F8CDED8A-FB74-4220-B07E-26604AC23B01,,,,,View.ashx?M=M&ID=437710&GUID=F8CDED8A-FB74-4220-B07E-26604AC23B01,
50,City Council,6/23/2015,,5:00 PM,Council Chambers & Plaza Conf. Rm.JOINT MEETING OF THE CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381734&GUID=C80101CD-E4A4-4009-AF21-0FC95006F46F,,,MeetingDetail.aspx?ID=381734&GUID=C80101CD-E4A4-4009-AF21-0FC95006F46F&Options=info&Search=,View.ashx?M=A&ID=381734&GUID=C80101CD-E4A4-4009-AF21-0FC95006F46F,View.ashx?M=M&ID=381734&GUID=C80101CD-E4A4-4009-AF21-0FC95006F46F,#
51,Environmental Planning Commission,6/17/2015,,7:00 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=410665&GUID=6882F15B-C381-4E67-B4EA-559A41AFE1B3,,,MeetingDetail.aspx?ID=410665&GUID=6882F15B-C381-4E67-B4EA-559A41AFE1B3&Options=info&Search=,View.ashx?M=A&ID=410665&GUID=6882F15B-C381-4E67-B4EA-559A41AFE1B3,View.ashx?M=M&ID=410665&GUID=6882F15B-C381-4E67-B4EA-559A41AFE1B3,
52,City Council,6/16/2015,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=437669&GUID=B1BED362-F144-4678-BC39-8AD1B4C21544,,,,,View.ashx?M=M&ID=437669&GUID=B1BED362-F144-4678-BC39-8AD1B4C21544,
53,City Council,6/16/2015,,5:00 PM,"Plaza & Council ChambersJOINT SPECIAL MEETING OF THE CITY COUNCIL, SHORELINE REGIONAL PARK COMMUNITY, AND THE CITY OF MOUNTAIN VIEW CAPITAL IMPROVEMENTS FINANCING AUTHORITY",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381700&GUID=3831DC3A-058B-4F87-9ECA-0E4731125DA6,,,MeetingDetail.aspx?ID=381700&GUID=3831DC3A-058B-4F87-9ECA-0E4731125DA6&Options=info&Search=,View.ashx?M=A&ID=381700&GUID=3831DC3A-058B-4F87-9ECA-0E4731125DA6,View.ashx?M=M&ID=381700&GUID=3831DC3A-058B-4F87-9ECA-0E4731125DA6,#
54,City Council,6/9/2015,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=409104&GUID=88C25F34-CAC8-4CAB-892F-6B462E1BDADB,,,,,View.ashx?M=M&ID=409104&GUID=88C25F34-CAC8-4CAB-892F-6B462E1BDADB,
55,City Council,6/9/2015,,5:00 PM,Plaza & Council ChambersJOINT MEETING OF THE CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381566&GUID=31FC3386-7BA5-44E5-BA39-9D32CEDD8F5A,,,MeetingDetail.aspx?ID=381566&GUID=31FC3386-7BA5-44E5-BA39-9D32CEDD8F5A&Options=info&Search=,View.ashx?M=A&ID=381566&GUID=31FC3386-7BA5-44E5-BA39-9D32CEDD8F5A,View.ashx?M=M&ID=381566&GUID=31FC3386-7BA5-44E5-BA39-9D32CEDD8F5A,#
56,Environmental Planning Commission,6/3/2015,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=401276&GUID=7A9A6C02-4E33-4CB8-9FE6-0474280FD7D4,,,MeetingDetail.aspx?ID=401276&GUID=7A9A6C02-4E33-4CB8-9FE6-0474280FD7D4&Options=info&Search=,View.ashx?M=A&ID=401276&GUID=7A9A6C02-4E33-4CB8-9FE6-0474280FD7D4,View.ashx?M=M&ID=401276&GUID=7A9A6C02-4E33-4CB8-9FE6-0474280FD7D4,
57,City Council,5/26/2015,,5:15 PM,Plaza & Council ChambersJOINT MEETING OF THE CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381565&GUID=C0447DC2-F71A-4435-8F20-D95A8F9BA969,,,MeetingDetail.aspx?ID=381565&GUID=C0447DC2-F71A-4435-8F20-D95A8F9BA969&Options=info&Search=,View.ashx?M=A&ID=381565&GUID=C0447DC2-F71A-4435-8F20-D95A8F9BA969,View.ashx?M=M&ID=381565&GUID=C0447DC2-F71A-4435-8F20-D95A8F9BA969,#
58,City Council,5/26/2015,,5:15 PM,Plaza & Council ChambersSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=401886&GUID=26463E65-0A32-4C3B-853F-4FEEFB51D2FF,,,MeetingDetail.aspx?ID=401886&GUID=26463E65-0A32-4C3B-853F-4FEEFB51D2FF&Options=info&Search=,View.ashx?M=A&ID=401886&GUID=26463E65-0A32-4C3B-853F-4FEEFB51D2FF,View.ashx?M=M&ID=401886&GUID=26463E65-0A32-4C3B-853F-4FEEFB51D2FF,
59,City Council,5/19/2015,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=399649&GUID=E122ABD4-9AC9-4BA0-B804-08C6CEF1D8CF,,,MeetingDetail.aspx?ID=399649&GUID=E122ABD4-9AC9-4BA0-B804-08C6CEF1D8CF&Options=info&Search=,View.ashx?M=A&ID=399649&GUID=E122ABD4-9AC9-4BA0-B804-08C6CEF1D8CF,View.ashx?M=M&ID=399649&GUID=E122ABD4-9AC9-4BA0-B804-08C6CEF1D8CF,
60,City Council,5/19/2015,,5:00 PM,Plaza & Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381564&GUID=E818E251-CA64-40F0-B1A8-4AC0D5A91A2D,,,MeetingDetail.aspx?ID=381564&GUID=E818E251-CA64-40F0-B1A8-4AC0D5A91A2D&Options=info&Search=,View.ashx?M=A&ID=381564&GUID=E818E251-CA64-40F0-B1A8-4AC0D5A91A2D,View.ashx?M=M&ID=381564&GUID=E818E251-CA64-40F0-B1A8-4AC0D5A91A2D,#
61,City Council,5/5/2015,,5:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381551&GUID=FDB40C61-702C-4428-8857-7D9B59378520,,,MeetingDetail.aspx?ID=381551&GUID=FDB40C61-702C-4428-8857-7D9B59378520&Options=info&Search=,View.ashx?M=A&ID=381551&GUID=FDB40C61-702C-4428-8857-7D9B59378520,View.ashx?M=M&ID=381551&GUID=FDB40C61-702C-4428-8857-7D9B59378520,#
62,City Council,5/5/2015,,5:30 PM,Council ChambersSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=398841&GUID=D56E68CC-96B7-4D10-A710-FE9B4D290612,,,MeetingDetail.aspx?ID=398841&GUID=D56E68CC-96B7-4D10-A710-FE9B4D290612&Options=info&Search=,View.ashx?M=A&ID=398841&GUID=D56E68CC-96B7-4D10-A710-FE9B4D290612,View.ashx?M=M&ID=398841&GUID=D56E68CC-96B7-4D10-A710-FE9B4D290612,
63,City Council,4/28/2015,,6:30 PM,Council ChambersSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=398273&GUID=F9C0C974-EEE8-4CAB-9335-ACEBA3429BFF,,,MeetingDetail.aspx?ID=398273&GUID=F9C0C974-EEE8-4CAB-9335-ACEBA3429BFF&Options=info&Search=,View.ashx?M=A&ID=398273&GUID=F9C0C974-EEE8-4CAB-9335-ACEBA3429BFF,View.ashx?M=M&ID=398273&GUID=F9C0C974-EEE8-4CAB-9335-ACEBA3429BFF,
64,City Council,4/28/2015,,5:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381247&GUID=7C0D2A26-9AB5-4CCB-B2F5-DA61479B0B62,,,MeetingDetail.aspx?ID=381247&GUID=7C0D2A26-9AB5-4CCB-B2F5-DA61479B0B62&Options=info&Search=,View.ashx?M=A&ID=381247&GUID=7C0D2A26-9AB5-4CCB-B2F5-DA61479B0B62,View.ashx?M=M&ID=381247&GUID=7C0D2A26-9AB5-4CCB-B2F5-DA61479B0B62,#
65,City Council,4/21/2015,,6:30 PM,Council ChambersSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=398327&GUID=63110744-1194-4952-998A-E91A27CF7471,,,MeetingDetail.aspx?ID=398327&GUID=63110744-1194-4952-998A-E91A27CF7471&Options=info&Search=,View.ashx?M=A&ID=398327&GUID=63110744-1194-4952-998A-E91A27CF7471,View.ashx?M=M&ID=398327&GUID=63110744-1194-4952-998A-E91A27CF7471,
66,City Council,4/21/2015,,5:30 PM,Plaza & Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=374178&GUID=CD24F203-5B89-47EC-97EF-F95ECA6061A8,,,MeetingDetail.aspx?ID=374178&GUID=CD24F203-5B89-47EC-97EF-F95ECA6061A8&Options=info&Search=,View.ashx?M=A&ID=374178&GUID=CD24F203-5B89-47EC-97EF-F95ECA6061A8,View.ashx?M=M&ID=374178&GUID=CD24F203-5B89-47EC-97EF-F95ECA6061A8,#
67,City Council,4/14/2015,,6:30 PM,Council ChambersSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=398251&GUID=CEDF2444-4CB5-404D-92A6-E0C4B7126179,,,MeetingDetail.aspx?ID=398251&GUID=CEDF2444-4CB5-404D-92A6-E0C4B7126179&Options=info&Search=,View.ashx?M=A&ID=398251&GUID=CEDF2444-4CB5-404D-92A6-E0C4B7126179,View.ashx?M=M&ID=398251&GUID=CEDF2444-4CB5-404D-92A6-E0C4B7126179,
68,City Council,4/14/2015,,5:00 PM,Plaza & Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=374176&GUID=5E730AFA-CFE3-4FDA-A074-A5FA196C8F8F,,,MeetingDetail.aspx?ID=374176&GUID=5E730AFA-CFE3-4FDA-A074-A5FA196C8F8F&Options=info&Search=,View.ashx?M=A&ID=374176&GUID=5E730AFA-CFE3-4FDA-A074-A5FA196C8F8F,View.ashx?M=M&ID=374176&GUID=5E730AFA-CFE3-4FDA-A074-A5FA196C8F8F,#
69,City Council,3/31/2015,,5:30 PM,Plaza & Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=374175&GUID=EA277576-90A0-4C08-91F6-E4BDF0D37448,,,MeetingDetail.aspx?ID=374175&GUID=EA277576-90A0-4C08-91F6-E4BDF0D37448&Options=info&Search=,View.ashx?M=A&ID=374175&GUID=EA277576-90A0-4C08-91F6-E4BDF0D37448,View.ashx?M=M&ID=374175&GUID=EA277576-90A0-4C08-91F6-E4BDF0D37448,#
70,City Council,3/24/2015,,7:30 PM,Plaza Conference RoomSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=398239&GUID=417FE671-4798-4D51-B95C-AC1EB378798E,,,,,,
71,City Council,3/24/2015,,6:00 PM,Plaza & Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=374174&GUID=759FCD13-A236-4AEE-A87A-94272C895A8E,,,MeetingDetail.aspx?ID=374174&GUID=759FCD13-A236-4AEE-A87A-94272C895A8E&Options=info&Search=,View.ashx?M=A&ID=374174&GUID=759FCD13-A236-4AEE-A87A-94272C895A8E,View.ashx?M=M&ID=374174&GUID=759FCD13-A236-4AEE-A87A-94272C895A8E,#
72,Environmental Planning Commission,3/18/2015,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=388996&GUID=40DF3CA3-120B-4690-9EE4-10ADAFE949F5,,,MeetingDetail.aspx?ID=388996&GUID=40DF3CA3-120B-4690-9EE4-10ADAFE949F5&Options=info&Search=,View.ashx?M=A&ID=388996&GUID=40DF3CA3-120B-4690-9EE4-10ADAFE949F5,,
73,City Council,3/3/2015,,4:45 PM,Plaza & Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=374172&GUID=3EDEF359-5E9C-4FC3-A8F6-36FDF113E0CC,,,MeetingDetail.aspx?ID=374172&GUID=3EDEF359-5E9C-4FC3-A8F6-36FDF113E0CC&Options=info&Search=,View.ashx?M=A&ID=374172&GUID=3EDEF359-5E9C-4FC3-A8F6-36FDF113E0CC,View.ashx?M=M&ID=374172&GUID=3EDEF359-5E9C-4FC3-A8F6-36FDF113E0CC,#
74,City Council,2/24/2015,,5:00 PM,"Senior Center, 266 Escuela Avenue",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=374171&GUID=82D70A0C-A23C-418A-880E-16955C1EF6F2,,,MeetingDetail.aspx?ID=374171&GUID=82D70A0C-A23C-418A-880E-16955C1EF6F2&Options=info&Search=,View.ashx?M=A&ID=374171&GUID=82D70A0C-A23C-418A-880E-16955C1EF6F2,View.ashx?M=M&ID=374171&GUID=82D70A0C-A23C-418A-880E-16955C1EF6F2,#
75,City Council,2/10/2015,,6:30 PM,Council ChambersSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=389136&GUID=C48E1F76-0295-4CC0-B811-824691BD240B,,,MeetingDetail.aspx?ID=389136&GUID=C48E1F76-0295-4CC0-B811-824691BD240B&Options=info&Search=,View.ashx?M=A&ID=389136&GUID=C48E1F76-0295-4CC0-B811-824691BD240B,View.ashx?M=M&ID=389136&GUID=C48E1F76-0295-4CC0-B811-824691BD240B,
76,City Council,2/10/2015,,5:15 PM,Plaza & Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=374103&GUID=73641DD7-E02A-4A46-869A-C71AADD8EBB3,,,MeetingDetail.aspx?ID=374103&GUID=73641DD7-E02A-4A46-869A-C71AADD8EBB3&Options=info&Search=,View.ashx?M=A&ID=374103&GUID=73641DD7-E02A-4A46-869A-C71AADD8EBB3,View.ashx?M=M&ID=374103&GUID=73641DD7-E02A-4A46-869A-C71AADD8EBB3,#
77,City Council,2/3/2015,,6:30 PM,Council ChambersSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=398161&GUID=FFD52B09-AB6E-49AD-9144-BE4698CA5926,,,MeetingDetail.aspx?ID=398161&GUID=FFD52B09-AB6E-49AD-9144-BE4698CA5926&Options=info&Search=,View.ashx?M=A&ID=398161&GUID=FFD52B09-AB6E-49AD-9144-BE4698CA5926,View.ashx?M=M&ID=398161&GUID=FFD52B09-AB6E-49AD-9144-BE4698CA5926,
78,City Council,2/3/2015,,5:30 PM,Council Chambers - 500 Castro Street,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=374029&GUID=59380E66-ABD7-4FCF-93C2-4B589256FC4A,,,MeetingDetail.aspx?ID=374029&GUID=59380E66-ABD7-4FCF-93C2-4B589256FC4A&Options=info&Search=,View.ashx?M=A&ID=374029&GUID=59380E66-ABD7-4FCF-93C2-4B589256FC4A,View.ashx?M=M&ID=374029&GUID=59380E66-ABD7-4FCF-93C2-4B589256FC4A,#
79,City Council,1/27/2015,,2:00 PM,"Senior Center, 266 Escuela Avenue",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=373145&GUID=6B7F0E3A-259A-44DE-8C8D-89F6FB279C2E,,,MeetingDetail.aspx?ID=373145&GUID=6B7F0E3A-259A-44DE-8C8D-89F6FB279C2E&Options=info&Search=,View.ashx?M=A&ID=373145&GUID=6B7F0E3A-259A-44DE-8C8D-89F6FB279C2E,View.ashx?M=M&ID=373145&GUID=6B7F0E3A-259A-44DE-8C8D-89F6FB279C2E,#
80,City Council,1/20/2015,,6:30 PM,Council Chambers - 500 Castro Street,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=373144&GUID=DDC6C7B8-93C7-4F37-B4E6-EEC6BD00C1A4,,,MeetingDetail.aspx?ID=373144&GUID=DDC6C7B8-93C7-4F37-B4E6-EEC6BD00C1A4&Options=info&Search=,View.ashx?M=A&ID=373144&GUID=DDC6C7B8-93C7-4F37-B4E6-EEC6BD00C1A4,View.ashx?M=M&ID=373144&GUID=DDC6C7B8-93C7-4F37-B4E6-EEC6BD00C1A4,#
81,City Council,1/13/2015,,6:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=372403&GUID=2DC411F1-C8AC-4A3E-B019-5344ABE12498,,,MeetingDetail.aspx?ID=372403&GUID=2DC411F1-C8AC-4A3E-B019-5344ABE12498&Options=info&Search=,View.ashx?M=A&ID=372403&GUID=2DC411F1-C8AC-4A3E-B019-5344ABE12498,View.ashx?M=M&ID=372403&GUID=2DC411F1-C8AC-4A3E-B019-5344ABE12498,#
82,City Council,1/6/2015,,6:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=366082&GUID=E20E3077-CC77-46E7-821F-6CB5FA6B1BC0,,,MeetingDetail.aspx?ID=366082&GUID=E20E3077-CC77-46E7-821F-6CB5FA6B1BC0&Options=info&Search=,View.ashx?M=A&ID=366082&GUID=E20E3077-CC77-46E7-821F-6CB5FA6B1BC0,View.ashx?M=M&ID=366082&GUID=E20E3077-CC77-46E7-821F-6CB5FA6B1BC0,#
83,City Council,12/16/2014,,6:30 PM,Council Chambers - 500 Castro Street,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=277742&GUID=0FB07E86-A422-4861-9A67-85B4C147AE0E,,,MeetingDetail.aspx?ID=277742&GUID=0FB07E86-A422-4861-9A67-85B4C147AE0E&Options=info&Search=,View.ashx?M=A&ID=277742&GUID=0FB07E86-A422-4861-9A67-85B4C147AE0E,View.ashx?M=M&ID=277742&GUID=0FB07E86-A422-4861-9A67-85B4C147AE0E,#
84,City Council,12/16/2014,,6:30 PM,Council ChambersSHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=368676&GUID=1FCB4791-6664-4B3F-94EA-CDD9C49D67CA,,,MeetingDetail.aspx?ID=368676&GUID=1FCB4791-6664-4B3F-94EA-CDD9C49D67CA&Options=info&Search=,View.ashx?M=A&ID=368676&GUID=1FCB4791-6664-4B3F-94EA-CDD9C49D67CA,View.ashx?M=M&ID=368676&GUID=1FCB4791-6664-4B3F-94EA-CDD9C49D67CA,
85,City Council,12/9/2014,,5:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=338885&GUID=510B9944-37CF-453E-9C45-A6BBDF1788B8,,,MeetingDetail.aspx?ID=338885&GUID=510B9944-37CF-453E-9C45-A6BBDF1788B8&Options=info&Search=,View.ashx?M=A&ID=338885&GUID=510B9944-37CF-453E-9C45-A6BBDF1788B8,View.ashx?M=M&ID=338885&GUID=510B9944-37CF-453E-9C45-A6BBDF1788B8,#
86,City Council,12/2/2014,,5:30 PM,Council Chambers - 500 Castro Street,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=277741&GUID=FCFFF53B-A4E9-4D44-9A7E-42D2B0094E16,,,MeetingDetail.aspx?ID=277741&GUID=FCFFF53B-A4E9-4D44-9A7E-42D2B0094E16&Options=info&Search=,View.ashx?M=A&ID=277741&GUID=FCFFF53B-A4E9-4D44-9A7E-42D2B0094E16,View.ashx?M=M&ID=277741&GUID=FCFFF53B-A4E9-4D44-9A7E-42D2B0094E16,#
87,City Council,11/25/2014,,5:30 PM,Council ChambersSHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=368674&GUID=1CF05221-3A08-4912-80F4-F60149CB5C12,,,MeetingDetail.aspx?ID=368674&GUID=1CF05221-3A08-4912-80F4-F60149CB5C12&Options=info&Search=,View.ashx?M=A&ID=368674&GUID=1CF05221-3A08-4912-80F4-F60149CB5C12,View.ashx?M=M&ID=368674&GUID=1CF05221-3A08-4912-80F4-F60149CB5C12,
88,City Council,11/25/2014,,5:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=338857&GUID=A266E2B9-1A33-4527-8A7B-8E13A71AABE0,,,MeetingDetail.aspx?ID=338857&GUID=A266E2B9-1A33-4527-8A7B-8E13A71AABE0&Options=info&Search=,View.ashx?M=A&ID=338857&GUID=A266E2B9-1A33-4527-8A7B-8E13A71AABE0,View.ashx?M=M&ID=338857&GUID=A266E2B9-1A33-4527-8A7B-8E13A71AABE0,#
89,City Council,11/24/2014,,7:00 PM,PLAZA CONFERENCE ROOM - 500 CASTRO STREET,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=338968&GUID=5071F3C7-79CA-47A6-A166-57C600F37AD8,,,MeetingDetail.aspx?ID=338968&GUID=5071F3C7-79CA-47A6-A166-57C600F37AD8&Options=info&Search=,View.ashx?M=A&ID=338968&GUID=5071F3C7-79CA-47A6-A166-57C600F37AD8,View.ashx?M=M&ID=338968&GUID=5071F3C7-79CA-47A6-A166-57C600F37AD8,
90,City Council,11/17/2014,,5:00 PM,Council Chambers - 500 Castro Street,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=277740&GUID=87F3BB9C-571C-4EB5-BD2F-DAB12C95A8BF,,,MeetingDetail.aspx?ID=277740&GUID=87F3BB9C-571C-4EB5-BD2F-DAB12C95A8BF&Options=info&Search=,View.ashx?M=A&ID=277740&GUID=87F3BB9C-571C-4EB5-BD2F-DAB12C95A8BF,View.ashx?M=M&ID=277740&GUID=87F3BB9C-571C-4EB5-BD2F-DAB12C95A8BF,#
