,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video/Audio Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video/Audio URL
55,Arts Commission,7/24/2019,,6:30 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=712214&GUID=648F1756-124E-42FB-9904-AD25B5E8E4C2,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=712214&GUID=648F1756-124E-42FB-9904-AD25B5E8E4C2&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=712214&GUID=648F1756-124E-42FB-9904-AD25B5E8E4C2,,https://sanleandro.legistar.com/#
56,Rent Review Board,7/23/2019,,7:00 PM,City Council ChambersMEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=711329&GUID=96C2B500-1201-4B31-9692-2489DBE3B50A,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=711329&GUID=96C2B500-1201-4B31-9692-2489DBE3B50A&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=711329&GUID=96C2B500-1201-4B31-9692-2489DBE3B50A,,
57,Facilities & Transportation Committee,7/22/2019,,11:00 AM,"City Hall, Sister Cities GallerySpecial Meeting",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=711727&GUID=284F4906-7010-4AA3-81B4-C9F254F6171F,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=711727&GUID=284F4906-7010-4AA3-81B4-C9F254F6171F&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=711727&GUID=284F4906-7010-4AA3-81B4-C9F254F6171F,https://sanleandro.legistar.com/View.ashx?M=M&ID=711727&GUID=284F4906-7010-4AA3-81B4-C9F254F6171F,https://sanleandro.legistar.com/#
58,Personnel Relations Board,7/18/2019,,5:30 PM,"City Hall, Human Resources Conference RoomNotice of Cancellation",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=676099&GUID=58F77D1C-0713-4400-B957-9FE7820FFD26,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=676099&GUID=58F77D1C-0713-4400-B957-9FE7820FFD26&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=676099&GUID=58F77D1C-0713-4400-B957-9FE7820FFD26,,
59,Senior Commission,7/18/2019,,10:00 AM,Senior Community Center 13909 E. 14th St.,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=709835&GUID=74A86092-0ECE-4C20-9464-06B5174D03DF,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=709835&GUID=74A86092-0ECE-4C20-9464-06B5174D03DF&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=709835&GUID=74A86092-0ECE-4C20-9464-06B5174D03DF,https://sanleandro.legistar.com/View.ashx?M=M&ID=709835&GUID=74A86092-0ECE-4C20-9464-06B5174D03DF,https://sanleandro.legistar.com/#
60,Library-Historical Commission,7/16/2019,,7:00 PM,"Main Library, Conference Room B",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=711461&GUID=D57BD832-E6D5-4899-A7F8-98E748D05463,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=711461&GUID=D57BD832-E6D5-4899-A7F8-98E748D05463&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=711461&GUID=D57BD832-E6D5-4899-A7F8-98E748D05463,https://sanleandro.legistar.com/View.ashx?M=M&ID=711461&GUID=D57BD832-E6D5-4899-A7F8-98E748D05463,
61,City Council,7/15/2019,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=707386&GUID=44BB7182-BE1F-478E-8FB5-C5F135439BC3,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=707386&GUID=44BB7182-BE1F-478E-8FB5-C5F135439BC3&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=707386&GUID=44BB7182-BE1F-478E-8FB5-C5F135439BC3,https://sanleandro.legistar.com/View.ashx?M=M&ID=707386&GUID=44BB7182-BE1F-478E-8FB5-C5F135439BC3,https://sanleandro.legistar.com/#
62,City Council,7/15/2019,,5:30 PM,City Manager's Large Conference RoomSpecial Meeting in Closed Session,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=709845&GUID=9886C6D4-B5B3-45CC-82FF-B55B18F5D738,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=709845&GUID=9886C6D4-B5B3-45CC-82FF-B55B18F5D738&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=709845&GUID=9886C6D4-B5B3-45CC-82FF-B55B18F5D738,,
63,Rules Committee,7/11/2019,,8:30 AM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=706815&GUID=735F0DD4-47AA-46C0-A174-33C47E54D4D1,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=706815&GUID=735F0DD4-47AA-46C0-A174-33C47E54D4D1&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=706815&GUID=735F0DD4-47AA-46C0-A174-33C47E54D4D1,https://sanleandro.legistar.com/View.ashx?M=M&ID=706815&GUID=735F0DD4-47AA-46C0-A174-33C47E54D4D1,https://sanleandro.legistar.com/#
64,City Council,7/8/2019,,6:30 PM,"Marina Community Center, Titan AuditoriumNotice of Special Meeting - Districts 3, 4, and 6 Town Hall Meeting",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=708931&GUID=A5FB50B7-9698-4A1E-B0AC-8B2D6951DBA8,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=708931&GUID=A5FB50B7-9698-4A1E-B0AC-8B2D6951DBA8&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=708931&GUID=A5FB50B7-9698-4A1E-B0AC-8B2D6951DBA8,,
65,Planning Commission and Board of Zoning Adjustments,7/4/2019,,7:00 PM,City Council ChambersMEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=713035&GUID=4804A68E-A1BB-402D-8586-8402C5351668,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=713035&GUID=4804A68E-A1BB-402D-8586-8402C5351668&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=713035&GUID=4804A68E-A1BB-402D-8586-8402C5351668,,
66,Recreation and Parks Commission,7/3/2019,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=708356&GUID=37A71F46-CCAA-4762-8319-D8118B0019B3,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=708356&GUID=37A71F46-CCAA-4762-8319-D8118B0019B3&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=708356&GUID=37A71F46-CCAA-4762-8319-D8118B0019B3,,
67,Facilities & Transportation Committee,7/3/2019,,4:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=707189&GUID=61BC80CE-8197-4B25-97D6-A66A34F85F4B,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=707189&GUID=61BC80CE-8197-4B25-97D6-A66A34F85F4B&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=707189&GUID=61BC80CE-8197-4B25-97D6-A66A34F85F4B,https://sanleandro.legistar.com/View.ashx?M=M&ID=707189&GUID=61BC80CE-8197-4B25-97D6-A66A34F85F4B,https://sanleandro.legistar.com/#
68,Finance Committee,7/2/2019,,5:30 PM,"City Hall, Sister Cities GalleryMEETING CANCELLED",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=709079&GUID=7F81872F-5D1D-4534-B598-1C8CE3D91C5C,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=709079&GUID=7F81872F-5D1D-4534-B598-1C8CE3D91C5C&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=709079&GUID=7F81872F-5D1D-4534-B598-1C8CE3D91C5C,,
69,City Council,7/1/2019,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=707384&GUID=83C53CD3-BC8A-4176-8CEE-A79D9634B443,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=707384&GUID=83C53CD3-BC8A-4176-8CEE-A79D9634B443&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=707384&GUID=83C53CD3-BC8A-4176-8CEE-A79D9634B443,https://sanleandro.legistar.com/View.ashx?M=M&ID=707384&GUID=83C53CD3-BC8A-4176-8CEE-A79D9634B443,https://sanleandro.legistar.com/#
70,City Council,7/1/2019,,6:00 PM,City Manager's Large Conference RoomSpecial Meeting in Closed Session,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=708856&GUID=207B09AC-9287-4EFE-AB92-A2E6A42A0B91,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=708856&GUID=207B09AC-9287-4EFE-AB92-A2E6A42A0B91&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=708856&GUID=207B09AC-9287-4EFE-AB92-A2E6A42A0B91,,
71,Human Services Commission,6/26/2019,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=706902&GUID=2B3C2B37-6D5A-4178-BD2E-D26600FC66F9,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=706902&GUID=2B3C2B37-6D5A-4178-BD2E-D26600FC66F9&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=706902&GUID=2B3C2B37-6D5A-4178-BD2E-D26600FC66F9,https://sanleandro.legistar.com/View.ashx?M=M&ID=706902&GUID=2B3C2B37-6D5A-4178-BD2E-D26600FC66F9,https://sanleandro.legistar.com/#
72,Arts Commission,6/26/2019,,6:30 PM,"City Hall, First Floor Suite 109",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=708593&GUID=7BEBB655-8688-46A3-8B3B-0C5D86A3F67C,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=708593&GUID=7BEBB655-8688-46A3-8B3B-0C5D86A3F67C&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=708593&GUID=7BEBB655-8688-46A3-8B3B-0C5D86A3F67C,,
73,Rent Review Board,6/25/2019,,7:00 PM,City Council ChambersMEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=692947&GUID=53C02AA1-F1C8-45EE-B5DF-93C3CA87E1DC,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=692947&GUID=53C02AA1-F1C8-45EE-B5DF-93C3CA87E1DC&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=692947&GUID=53C02AA1-F1C8-45EE-B5DF-93C3CA87E1DC,,
74,Senior Commission,6/20/2019,,10:00 AM,Senior Community Center 13909 E. 14th St.,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=706834&GUID=82254E3B-E320-44B8-9060-34296811873E,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=706834&GUID=82254E3B-E320-44B8-9060-34296811873E&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=706834&GUID=82254E3B-E320-44B8-9060-34296811873E,https://sanleandro.legistar.com/View.ashx?M=M&ID=706834&GUID=82254E3B-E320-44B8-9060-34296811873E,https://sanleandro.legistar.com/#
75,Library-Historical Commission,6/18/2019,,7:00 PM,"Main Library, Conference Room B",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=711462&GUID=31E22AD7-F2A7-4B83-85C8-FBBB3F924A4C,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=711462&GUID=31E22AD7-F2A7-4B83-85C8-FBBB3F924A4C&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=711462&GUID=31E22AD7-F2A7-4B83-85C8-FBBB3F924A4C,https://sanleandro.legistar.com/View.ashx?M=M&ID=711462&GUID=31E22AD7-F2A7-4B83-85C8-FBBB3F924A4C,
76,City Council,6/17/2019,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=704979&GUID=4E290311-FD2B-461A-A106-719C31D9C670,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=704979&GUID=4E290311-FD2B-461A-A106-719C31D9C670&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=704979&GUID=4E290311-FD2B-461A-A106-719C31D9C670,https://sanleandro.legistar.com/View.ashx?M=M&ID=704979&GUID=4E290311-FD2B-461A-A106-719C31D9C670,https://sanleandro.legistar.com/#
77,City Council,6/17/2019,,6:00 PM,City Manager's Large Conference RoomRevised Special Meeting in Closed Session,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=706171&GUID=12D9660D-6163-41D2-BC04-9C004F336477,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=706171&GUID=12D9660D-6163-41D2-BC04-9C004F336477&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=706171&GUID=12D9660D-6163-41D2-BC04-9C004F336477,,
78,Rules Committee,6/13/2019,,8:30 AM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=705418&GUID=7961D1DB-D3E2-4D04-A936-6430D2779C51,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=705418&GUID=7961D1DB-D3E2-4D04-A936-6430D2779C51&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=705418&GUID=7961D1DB-D3E2-4D04-A936-6430D2779C51,https://sanleandro.legistar.com/View.ashx?M=M&ID=705418&GUID=7961D1DB-D3E2-4D04-A936-6430D2779C51,
79,City Council,6/10/2019,,7:00 PM,City Council ChambersNotice of Special Meeting-Mandatory AB 1825 Sexual Harassment Training,Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=704309&GUID=AFAD74BD-37C5-4CA2-96DC-2B3E2B9F6AD7,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=704309&GUID=AFAD74BD-37C5-4CA2-96DC-2B3E2B9F6AD7&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=704309&GUID=AFAD74BD-37C5-4CA2-96DC-2B3E2B9F6AD7,,https://sanleandro.legistar.com/#
80,City Council,6/10/2019,,5:30 PM,City Manager's Large Conference RoomSpecial Meeting in Closed Session,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=704323&GUID=06D283FB-2C95-4AFB-A6B7-1A1F1200A64C,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=704323&GUID=06D283FB-2C95-4AFB-A6B7-1A1F1200A64C&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=704323&GUID=06D283FB-2C95-4AFB-A6B7-1A1F1200A64C,,
81,Planning Commission and Board of Zoning Adjustments,6/6/2019,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=690732&GUID=E55415F1-265A-4F7A-9CB3-714EA411328A,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=690732&GUID=E55415F1-265A-4F7A-9CB3-714EA411328A&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=690732&GUID=E55415F1-265A-4F7A-9CB3-714EA411328A,https://sanleandro.legistar.com/View.ashx?M=M&ID=690732&GUID=E55415F1-265A-4F7A-9CB3-714EA411328A,https://sanleandro.legistar.com/#
82,Recreation and Parks Commission,6/5/2019,,7:00 PM,"City Hall, Sister Cities GalleryMEETING CANCELLED",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=704791&GUID=EE5F2120-B6A4-468D-A7FF-BA8A5E03DEA9,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=704791&GUID=EE5F2120-B6A4-468D-A7FF-BA8A5E03DEA9&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=704791&GUID=EE5F2120-B6A4-468D-A7FF-BA8A5E03DEA9,,
83,Facilities & Transportation Committee,6/5/2019,,4:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=695557&GUID=9C1A3065-857F-47C0-BD0E-1C381BE03733,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=695557&GUID=9C1A3065-857F-47C0-BD0E-1C381BE03733&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=695557&GUID=9C1A3065-857F-47C0-BD0E-1C381BE03733,https://sanleandro.legistar.com/View.ashx?M=M&ID=695557&GUID=9C1A3065-857F-47C0-BD0E-1C381BE03733,https://sanleandro.legistar.com/#
84,Finance Committee,6/4/2019,,5:30 PM,"City Hall, Sister Cities GalleryNotice of Cancellation",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=704693&GUID=D71472DF-3329-493F-A5E3-138F29846537,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=704693&GUID=D71472DF-3329-493F-A5E3-138F29846537&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=704693&GUID=D71472DF-3329-493F-A5E3-138F29846537,,
85,City Council,6/3/2019,,7:00 PM,"City Council ChambersJoint Meeting of the City Council and the Successor Agency to the San Leandro Redevelopment Agency of the City of San Leandro, and the San Leandro Public Financing Authority",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=693519&GUID=9EAEEA0B-D3D2-4A03-8CCF-893EB49A8672,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=693519&GUID=9EAEEA0B-D3D2-4A03-8CCF-893EB49A8672&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=693519&GUID=9EAEEA0B-D3D2-4A03-8CCF-893EB49A8672,https://sanleandro.legistar.com/View.ashx?M=M&ID=693519&GUID=9EAEEA0B-D3D2-4A03-8CCF-893EB49A8672,https://sanleandro.legistar.com/#
86,Rent Review Board,5/28/2019,,7:00 PM,City Council Chambers,Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=694993&GUID=280C5071-E2BF-40E2-8BBF-AFDB29CDA35A,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=694993&GUID=280C5071-E2BF-40E2-8BBF-AFDB29CDA35A&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=694993&GUID=280C5071-E2BF-40E2-8BBF-AFDB29CDA35A,,https://sanleandro.legistar.com/#
87,Human Services Commission,5/22/2019,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=693935&GUID=760D29EE-8E6C-483A-B77C-3E0505D194FF,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=693935&GUID=760D29EE-8E6C-483A-B77C-3E0505D194FF&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=693935&GUID=760D29EE-8E6C-483A-B77C-3E0505D194FF,https://sanleandro.legistar.com/View.ashx?M=M&ID=693935&GUID=760D29EE-8E6C-483A-B77C-3E0505D194FF,https://sanleandro.legistar.com/#
88,Arts Commission,5/22/2019,,6:30 PM,"City Hall, First Floor, Suite 109Notice of Cancellation",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=694712&GUID=B6BE93E7-96C6-4D65-9F35-AECA48E0CE61,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=694712&GUID=B6BE93E7-96C6-4D65-9F35-AECA48E0CE61&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=694712&GUID=B6BE93E7-96C6-4D65-9F35-AECA48E0CE61,,
89,Library-Historical Commission,5/21/2019,,7:00 PM,"Main Library, Conference Room B",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=711463&GUID=E52AF928-A580-4E40-871F-77C8263BB792,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=711463&GUID=E52AF928-A580-4E40-871F-77C8263BB792&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=711463&GUID=E52AF928-A580-4E40-871F-77C8263BB792,https://sanleandro.legistar.com/View.ashx?M=M&ID=711463&GUID=E52AF928-A580-4E40-871F-77C8263BB792,
90,Youth Advisory Commission,5/21/2019,,6:15 PM,Marina Community Center 15301 Wicks Blvd.,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=694629&GUID=C0A879B2-F6A1-4C6B-9FBC-B62FAA8116FE,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=694629&GUID=C0A879B2-F6A1-4C6B-9FBC-B62FAA8116FE&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=694629&GUID=C0A879B2-F6A1-4C6B-9FBC-B62FAA8116FE,https://sanleandro.legistar.com/View.ashx?M=M&ID=694629&GUID=C0A879B2-F6A1-4C6B-9FBC-B62FAA8116FE,
91,City Council,5/20/2019,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=689500&GUID=99C733A1-EB04-4C3E-872A-02CB1E56E3B6,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=689500&GUID=99C733A1-EB04-4C3E-872A-02CB1E56E3B6&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=689500&GUID=99C733A1-EB04-4C3E-872A-02CB1E56E3B6,https://sanleandro.legistar.com/View.ashx?M=M&ID=689500&GUID=99C733A1-EB04-4C3E-872A-02CB1E56E3B6,https://sanleandro.legistar.com/#
92,City Council,5/20/2019,,6:00 PM,City Manager's Large Conference RoomSpecial Meeting in Closed Session,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=693520&GUID=529643FD-404C-4EAE-9C0D-1C70545CCB47,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=693520&GUID=529643FD-404C-4EAE-9C0D-1C70545CCB47&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=693520&GUID=529643FD-404C-4EAE-9C0D-1C70545CCB47,,
93,Senior Commission,5/16/2019,,10:00 AM,Senior Community Center 13909 E. 14th St.,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=693433&GUID=229D6EED-FD85-4FFF-AB28-EF3A1A3FE1DB,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=693433&GUID=229D6EED-FD85-4FFF-AB28-EF3A1A3FE1DB&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=693433&GUID=229D6EED-FD85-4FFF-AB28-EF3A1A3FE1DB,https://sanleandro.legistar.com/View.ashx?M=M&ID=693433&GUID=229D6EED-FD85-4FFF-AB28-EF3A1A3FE1DB,https://sanleandro.legistar.com/#
