,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL
78,Planning Commission,12/3/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=654873&GUID=2A7CC692-74CB-4A68-B89C-5EB45BF645C2,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=654873&GUID=2A7CC692-74CB-4A68-B89C-5EB45BF645C2&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=654873&GUID=2A7CC692-74CB-4A68-B89C-5EB45BF645C2,,https://hercules.legistar.com/#
79,City Council,11/27/2018,,7:00 PM,"Council ChambersThe Hercules City Council Meeting for November 27, 2018 has been canceled.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=652165&GUID=695F9602-9A20-46E0-8ECE-6082293E975F,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=652165&GUID=695F9602-9A20-46E0-8ECE-6082293E975F&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=652165&GUID=695F9602-9A20-46E0-8ECE-6082293E975F,,
80,Finance Commission,11/26/2018,,7:00 PM,"Council ChambersThe Finance Commission Meeting Scheduled for November 26, 2018 has been canceled.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=644947&GUID=BA78829E-956E-4FFA-9308-616B03D13DF8,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=644947&GUID=BA78829E-956E-4FFA-9308-616B03D13DF8&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=644947&GUID=BA78829E-956E-4FFA-9308-616B03D13DF8,,
81,Planning Commission,11/19/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=651831&GUID=D39AC479-DC3A-4343-8C3C-11C8949A7DFD,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=651831&GUID=D39AC479-DC3A-4343-8C3C-11C8949A7DFD&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=651831&GUID=D39AC479-DC3A-4343-8C3C-11C8949A7DFD,,https://hercules.legistar.com/#
82,City Council,11/13/2018,,,"Council ChambersClosed Session - 6:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=644945&GUID=C7B14B26-19C1-4ADA-BA9F-85A190305DDD,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=644945&GUID=C7B14B26-19C1-4ADA-BA9F-85A190305DDD&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=644945&GUID=C7B14B26-19C1-4ADA-BA9F-85A190305DDD,https://hercules.legistar.com/View.ashx?M=M&ID=644945&GUID=C7B14B26-19C1-4ADA-BA9F-85A190305DDD,https://hercules.legistar.com/#
83,Community and Library Services Commission,11/12/2018,,7:00 PM,"THE REGULAR COMMUNITY AND LIBRARY SERVICES COMMISSION MEETING SCHEDULED FOR NOVEMBER 12, 2018 HAS BEEN CANCELED.",Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=644946&GUID=AD7DBA02-8A08-423C-8ADE-F489BA494424,,,,,,
84,Community and Library Services Commission,11/7/2018,,7:00 PM,"SPECIAL WORKSHOP - NONE.
SPECIAL MEETING - 7:00 P.M.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=647469&GUID=F940E1FB-4715-4436-83D2-8737993A2BF5,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=647469&GUID=F940E1FB-4715-4436-83D2-8737993A2BF5&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=647469&GUID=F940E1FB-4715-4436-83D2-8737993A2BF5,,
85,Planning Commission,11/5/2018,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING SCHEDULED FOR MONDAY, NOVEMBER 5, 2018 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=644939&GUID=8E9C59A8-2050-45FC-9ACE-334C3CC8890A,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=644939&GUID=8E9C59A8-2050-45FC-9ACE-334C3CC8890A&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=644939&GUID=8E9C59A8-2050-45FC-9ACE-334C3CC8890A,,
86,City Council,11/5/2018,,6:00 PM,Council ChambersSpecial Meeting and Special Closed Session - 6:00 p.m.,Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=644944&GUID=91B857E7-746E-4DB6-AEFD-00809ACC8FB8,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=644944&GUID=91B857E7-746E-4DB6-AEFD-00809ACC8FB8&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=644944&GUID=91B857E7-746E-4DB6-AEFD-00809ACC8FB8,https://hercules.legistar.com/View.ashx?M=M&ID=644944&GUID=91B857E7-746E-4DB6-AEFD-00809ACC8FB8,
87,City Council,10/23/2018,,,"Council ChambersClosed Session - 6:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=639468&GUID=B72F297A-DCF7-44E7-A618-F24253F9BE3E,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=639468&GUID=B72F297A-DCF7-44E7-A618-F24253F9BE3E&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=639468&GUID=B72F297A-DCF7-44E7-A618-F24253F9BE3E,https://hercules.legistar.com/View.ashx?M=M&ID=639468&GUID=B72F297A-DCF7-44E7-A618-F24253F9BE3E,https://hercules.legistar.com/#
88,Finance Commission,10/22/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=639480&GUID=FC4CE6BE-CD7F-4478-9A0B-E1F69E7400B2,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=639480&GUID=FC4CE6BE-CD7F-4478-9A0B-E1F69E7400B2&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=639480&GUID=FC4CE6BE-CD7F-4478-9A0B-E1F69E7400B2,,
89,Planning Commission,10/15/2018,,7:00 PM,"Council ChambersThe Planning Commission Meeting of Monday, October 15, 2018 has been canceled.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=639470&GUID=A3C3D9C9-A88E-4C8B-839C-D11EAA6B37A8,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=639470&GUID=A3C3D9C9-A88E-4C8B-839C-D11EAA6B37A8&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=639470&GUID=A3C3D9C9-A88E-4C8B-839C-D11EAA6B37A8,,
90,City Council,10/9/2018,,6:00 PM,Council ChambersSPECIAL MEETING AND SPECIAL CLOSED SESSION - 6:00 P.M.,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=641517&GUID=0D894C4C-1E5A-4250-9683-522B748B43DB,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=641517&GUID=0D894C4C-1E5A-4250-9683-522B748B43DB&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=641517&GUID=0D894C4C-1E5A-4250-9683-522B748B43DB,https://hercules.legistar.com/View.ashx?M=M&ID=641517&GUID=0D894C4C-1E5A-4250-9683-522B748B43DB,https://hercules.legistar.com/#
91,City Council,10/9/2018,,,Council ChambersREGULAR MEETING - 7:00 P.M.,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=639467&GUID=718FA4BE-7C0A-4D51-A134-178741FD2313,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=639467&GUID=718FA4BE-7C0A-4D51-A134-178741FD2313&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=639467&GUID=718FA4BE-7C0A-4D51-A134-178741FD2313,https://hercules.legistar.com/View.ashx?M=M&ID=639467&GUID=718FA4BE-7C0A-4D51-A134-178741FD2313,https://hercules.legistar.com/#
92,Community and Library Services Commission,10/8/2018,,7:00 PM,"Council ChambersSpecial Workshop - None.
Regular Meeting - 7:00 P.M.",Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=639471&GUID=141BEEEF-A96B-4620-AD44-5B699D6484AC,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=639471&GUID=141BEEEF-A96B-4620-AD44-5B699D6484AC&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=639471&GUID=141BEEEF-A96B-4620-AD44-5B699D6484AC,https://hercules.legistar.com/View.ashx?M=M&ID=639471&GUID=141BEEEF-A96B-4620-AD44-5B699D6484AC,
93,Planning Commission,10/1/2018,,7:00 PM,"Council ChambersThe Planning Commission Meeting of Monday, October 1, 2018 has been cancelled.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=639469&GUID=81872C12-0501-4606-B714-9A61A8FBC746,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=639469&GUID=81872C12-0501-4606-B714-9A61A8FBC746&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=639469&GUID=81872C12-0501-4606-B714-9A61A8FBC746,,
94,City Council,9/25/2018,,7:00 PM,"Council ChambersSpecial Closed Session - 6:00 p.m.
Regular Meeting - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=620918&GUID=681978C5-AF43-41EC-9468-59F44B491397,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=620918&GUID=681978C5-AF43-41EC-9468-59F44B491397&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=620918&GUID=681978C5-AF43-41EC-9468-59F44B491397,https://hercules.legistar.com/View.ashx?M=M&ID=620918&GUID=681978C5-AF43-41EC-9468-59F44B491397,https://hercules.legistar.com/#
95,Finance Commission,9/24/2018,,7:00 PM,"Council ChambersThe Finance Commission meeting scheduled for September 24, 2018 has been canceled.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=620917&GUID=152B1D38-D4BD-4F0B-A3C8-7172AD2C2C5C,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=620917&GUID=152B1D38-D4BD-4F0B-A3C8-7172AD2C2C5C&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=620917&GUID=152B1D38-D4BD-4F0B-A3C8-7172AD2C2C5C,,
96,Planning Commission,9/17/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=620916&GUID=A097212C-19C5-4E3A-A1BA-64CDA71E8A3F,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=620916&GUID=A097212C-19C5-4E3A-A1BA-64CDA71E8A3F&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=620916&GUID=A097212C-19C5-4E3A-A1BA-64CDA71E8A3F,https://hercules.legistar.com/View.ashx?M=M&ID=620916&GUID=A097212C-19C5-4E3A-A1BA-64CDA71E8A3F,https://hercules.legistar.com/#
97,City Council,9/11/2018,,7:00 PM,"Council ChambersSpecial Closed Session - 6:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=620915&GUID=EABCB79B-C53B-468B-8122-C82A47E8D23D,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=620915&GUID=EABCB79B-C53B-468B-8122-C82A47E8D23D&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=620915&GUID=EABCB79B-C53B-468B-8122-C82A47E8D23D,https://hercules.legistar.com/View.ashx?M=M&ID=620915&GUID=EABCB79B-C53B-468B-8122-C82A47E8D23D,https://hercules.legistar.com/#
98,Community and Library Services Commission,9/10/2018,,6:30 PM,"Workshop - 6:30 p.m.
Regular Meeting - 7:00 p.m.",Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=620914&GUID=5C3D6EB1-A79D-4784-B90A-15B928B862BE,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=620914&GUID=5C3D6EB1-A79D-4784-B90A-15B928B862BE&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=620914&GUID=5C3D6EB1-A79D-4784-B90A-15B928B862BE,https://hercules.legistar.com/View.ashx?M=M&ID=620914&GUID=5C3D6EB1-A79D-4784-B90A-15B928B862BE,
99,Planning Commission,9/4/2018,,7:00 PM,"Council ChambersTHE SPECIAL PLANNING COMMISSION MEETING OF SEPTEMBER 4, 2018 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=620913&GUID=5FD22286-5A76-4AAA-B95C-532FFD254370,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=620913&GUID=5FD22286-5A76-4AAA-B95C-532FFD254370&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=620913&GUID=5FD22286-5A76-4AAA-B95C-532FFD254370,,
0,Planning Commission,9/3/2018,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING OF SEPTEMBER 3, 2018 HAS BEEN CANCELED.",Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=620912&GUID=BB1FA5E1-89CE-4E92-B916-B1AC725D5276,,,,,,
1,City Council,8/28/2018,,7:00 PM,"Council ChambersThe City Council Meeting scheduled for August 28, 2018 has been canceled.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=613120&GUID=6E12EE0D-FDC7-4895-BF6D-3CC9FE5B5FD8,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=613120&GUID=6E12EE0D-FDC7-4895-BF6D-3CC9FE5B5FD8&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=613120&GUID=6E12EE0D-FDC7-4895-BF6D-3CC9FE5B5FD8,,
2,Finance Commission,8/27/2018,,7:00 PM,"Council ChambersTHE FINANCE COMMISSION MEETING SCHEDULED FOR AUGUST 27, 2018 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=614561&GUID=AA7A012E-4D21-4892-B727-1B0D3CA7CA9E,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=614561&GUID=AA7A012E-4D21-4892-B727-1B0D3CA7CA9E&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=614561&GUID=AA7A012E-4D21-4892-B727-1B0D3CA7CA9E,,
3,Planning Commission,8/20/2018,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING OF AUGUST 20, 2018 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=614559&GUID=B9EC81BD-570B-424B-92E4-31EF238470BA,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=614559&GUID=B9EC81BD-570B-424B-92E4-31EF238470BA&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=614559&GUID=B9EC81BD-570B-424B-92E4-31EF238470BA,,
4,City Council,8/14/2018,,,"Council ChambersCLOSED SESSION - 6:00 P.M.
REGULAR SESSION - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=613117&GUID=9ED8A44E-B501-4F7B-9D9B-F74A5125F3FE,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=613117&GUID=9ED8A44E-B501-4F7B-9D9B-F74A5125F3FE&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=613117&GUID=9ED8A44E-B501-4F7B-9D9B-F74A5125F3FE,https://hercules.legistar.com/View.ashx?M=M&ID=613117&GUID=9ED8A44E-B501-4F7B-9D9B-F74A5125F3FE,https://hercules.legistar.com/#
5,Community and Library Services Commission,8/13/2018,,,"THE COMMUNITY AND LIBRARY SERVICES COMMISSION MEETING SCHEDULED FOR AUGUST 13, 2018 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=613116&GUID=6C1CB5DF-4DB5-475B-93A6-9A7F3E02FCF5,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=613116&GUID=6C1CB5DF-4DB5-475B-93A6-9A7F3E02FCF5&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=613116&GUID=6C1CB5DF-4DB5-475B-93A6-9A7F3E02FCF5,,
6,Planning Commission,8/6/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=614558&GUID=EC941AF3-E8E6-4A10-AB6D-BF2F7D4F4E86,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=614558&GUID=EC941AF3-E8E6-4A10-AB6D-BF2F7D4F4E86&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=614558&GUID=EC941AF3-E8E6-4A10-AB6D-BF2F7D4F4E86,https://hercules.legistar.com/View.ashx?M=M&ID=614558&GUID=EC941AF3-E8E6-4A10-AB6D-BF2F7D4F4E86,https://hercules.legistar.com/#
7,City Council,7/24/2018,,,"Council ChambersClosed Session - 6:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=609675&GUID=5407D54A-6000-433D-83F0-10B003A75D43,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=609675&GUID=5407D54A-6000-433D-83F0-10B003A75D43&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=609675&GUID=5407D54A-6000-433D-83F0-10B003A75D43,https://hercules.legistar.com/View.ashx?M=M&ID=609675&GUID=5407D54A-6000-433D-83F0-10B003A75D43,https://hercules.legistar.com/#
8,Finance Commission,7/23/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=611069&GUID=B09A9DAC-A668-4AAF-9355-C47BB48F611B,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=611069&GUID=B09A9DAC-A668-4AAF-9355-C47BB48F611B&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=611069&GUID=B09A9DAC-A668-4AAF-9355-C47BB48F611B,,
9,Planning Commission,7/16/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=614557&GUID=267A6B7A-3543-452A-A357-1CB50A4666BC,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=614557&GUID=267A6B7A-3543-452A-A357-1CB50A4666BC&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=614557&GUID=267A6B7A-3543-452A-A357-1CB50A4666BC,https://hercules.legistar.com/View.ashx?M=M&ID=614557&GUID=267A6B7A-3543-452A-A357-1CB50A4666BC,https://hercules.legistar.com/#
10,City Council,7/10/2018,,,"Council ChambersClosed Session - 6:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=609669&GUID=FF32658A-336A-4293-AA27-391F937970A0,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=609669&GUID=FF32658A-336A-4293-AA27-391F937970A0&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=609669&GUID=FF32658A-336A-4293-AA27-391F937970A0,https://hercules.legistar.com/View.ashx?M=M&ID=609669&GUID=FF32658A-336A-4293-AA27-391F937970A0,https://hercules.legistar.com/#
11,Community and Library Services Commission,7/9/2018,,,"Special Workshop - 6:30 p.m.
Regular Meeting - 7:00 p.m.",Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=609670&GUID=67902640-7B4D-42C6-8A8A-DD31620E6E30,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=609670&GUID=67902640-7B4D-42C6-8A8A-DD31620E6E30&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=609670&GUID=67902640-7B4D-42C6-8A8A-DD31620E6E30,https://hercules.legistar.com/View.ashx?M=M&ID=609670&GUID=67902640-7B4D-42C6-8A8A-DD31620E6E30,
12,Planning Commission,7/2/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=613111&GUID=0DDE61C3-7BE5-4004-81C9-F763A32E7520,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=613111&GUID=0DDE61C3-7BE5-4004-81C9-F763A32E7520&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=613111&GUID=0DDE61C3-7BE5-4004-81C9-F763A32E7520,https://hercules.legistar.com/View.ashx?M=M&ID=613111&GUID=0DDE61C3-7BE5-4004-81C9-F763A32E7520,https://hercules.legistar.com/#
13,City Council,6/26/2018,,,"Council ChambersClosed Session -  6:00 p.m.  - Regular Session 7:00 p.m.
Special Meeting of the Public Financing Authority - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=609667&GUID=5ABF68E3-6B6A-4AD8-933F-0A3AE61EEDBC,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=609667&GUID=5ABF68E3-6B6A-4AD8-933F-0A3AE61EEDBC&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=609667&GUID=5ABF68E3-6B6A-4AD8-933F-0A3AE61EEDBC,https://hercules.legistar.com/View.ashx?M=M&ID=609667&GUID=5ABF68E3-6B6A-4AD8-933F-0A3AE61EEDBC,https://hercules.legistar.com/#
14,Finance Commission,6/25/2018,,7:00 PM,"Council ChambersTHE FINANCE COMMISSION MEETING SCHEDULED FOR JUNE 25, 2018 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=611064&GUID=A126E0C9-6486-4953-B267-28DA580FCEFC,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=611064&GUID=A126E0C9-6486-4953-B267-28DA580FCEFC&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=611064&GUID=A126E0C9-6486-4953-B267-28DA580FCEFC,,
