,city,date,committee,doc_format,url,doc_type
468,Santa Clara,5/3/2018,Senior Advisory Commission,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=605573&GUID=FC676803-1EB4-48D7-A37E-0E1BB07E0F0F,Agenda
469,Santa Clara,5/3/2018,Senior Advisory Commission,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=605573&GUID=FC676803-1EB4-48D7-A37E-0E1BB07E0F0F,Minutes
470,Santa Clara,4/25/2018,Planning Commission,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=590978&GUID=DC947F4B-BEFF-48B6-8121-458A333A4401,Agenda
471,Santa Clara,4/24/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=598850&GUID=5D61A132-A1CD-4EA1-A606-A0625BE03858,Agenda
472,Santa Clara,4/24/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=598850&GUID=5D61A132-A1CD-4EA1-A606-A0625BE03858,Minutes
473,Santa Clara,4/23/2018,Governance and Ethics Committee,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=600473&GUID=0E49593D-EE2A-4039-991B-DEABA83E5E54,Agenda
474,Santa Clara,4/20/2018,Oversight Board Committee,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=602411&GUID=F23B0099-CC46-4AD5-A40A-D79F8306D4BA,Agenda
475,Santa Clara,4/18/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=602796&GUID=73EA4B85-B4FC-48DE-88C8-8979A3B10947,Agenda
476,Santa Clara,4/18/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=602796&GUID=73EA4B85-B4FC-48DE-88C8-8979A3B10947,Minutes
477,Santa Clara,4/17/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=600034&GUID=1A639ED1-2B66-4917-812F-96A32ECEEB22,Agenda
478,Santa Clara,4/16/2018,Cultural Commission,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=602471&GUID=3514E39D-B666-4E62-ABEA-F113A0C52293,Agenda
479,Santa Clara,4/16/2018,Cultural Commission,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=602471&GUID=3514E39D-B666-4E62-ABEA-F113A0C52293,Minutes
480,Santa Clara,4/11/2018,Planning Commission,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=590979&GUID=2C4F6E93-26A2-4F5F-ADC9-FE7FB20A8999,Agenda
481,Santa Clara,4/11/2018,Planning Commission,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=590979&GUID=2C4F6E93-26A2-4F5F-ADC9-FE7FB20A8999,Minutes
482,Santa Clara,4/10/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=598874&GUID=24BF9822-C77B-4D11-A405-9C5EB8C6D4A9,Agenda
483,Santa Clara,4/10/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=M&ID=598874&GUID=24BF9822-C77B-4D11-A405-9C5EB8C6D4A9,Minutes
484,Santa Clara,4/3/2018,Council and Authorities Concurrent Meeting,pdf,https://santaclara.legistar.com/View.ashx?M=A&ID=590753&GUID=BE360C2A-7097-485F-8B3B-951D139D9C26,Agenda
